,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,1318.00000,124.00000,1194.00000,313.00000,594.00000,917.00000,277.00000,,277.00000,-16.00000,293.00000,293.00000,293.00000,,277.00000,216.00000,217.00000,1.36000,1.35000
2022-10-31,1280.00000,120.00000,1160.00000,311.00000,583.00000,904.00000,256.00000,-14.00000,242.00000,44.00000,198.00000,198.00000,198.00000,293.00000,256.00000,216.00000,217.00000,0.92000,0.91000
2022-07-31,1237.00000,119.00000,1118.00000,306.00000,561.00000,876.00000,242.00000,-10.00000,232.00000,46.00000,186.00000,186.00000,186.00000,280.00000,242.00000,217.00000,218.00000,0.86000,0.85000
2022-04-30,1170.00000,117.00000,1053.00000,289.00000,539.00000,839.00000,214.00000,-19.00000,195.00000,49.00000,146.00000,146.00000,146.00000,252.00000,214.00000,217.00000,219.00000,0.67000,0.67000
2022-01-31,1211.40000,112.50000,1098.90000,289.80000,655.80000,956.30000,142.59990,-35.90000,106.70000,17.70000,89.00000,89.00000,89.00000,176.69990,142.59990,219.70000,222.00000,0.41000,0.40000
2021-10-31,1126.00000,108.00000,1018.00000,282.00000,532.00000,825.00000,193.00000,-5.00000,188.00000,51.00000,137.00000,137.00000,137.00000,235.00000,193.00000,220.00000,222.00000,0.62000,0.62000
2021-07-31,1060.00000,106.00000,954.00000,277.00000,518.00000,806.00000,148.00000,-9.00000,139.00000,24.00000,115.00000,115.00000,115.00000,187.00000,148.00000,220.00000,222.00000,0.52000,0.52000
2021-04-30,989.00000,92.00000,897.00000,266.00000,489.00000,763.00000,134.00000,-3.00000,131.00000,-25.00000,156.00000,156.00000,156.00000,167.00000,134.00000,220.00000,222.00000,0.71000,0.70000
2021-01-31,1039.20000,90.60000,948.60000,249.60000,505.90010,764.20020,184.39980,-13.30000,171.10000,-740.20000,911.30000,911.30000,911.30000,215.99980,184.39980,219.40000,222.10000,4.16000,4.11000
2020-10-31,952.40000,83.70000,868.70000,233.00000,458.10000,700.70000,168.00010,-11.90000,156.10000,23.90000,132.20000,132.20000,132.20000,200.20010,168.00010,219.60000,222.30000,0.60000,0.59000
2020-07-31,913.10000,80.90000,832.20000,232.50000,444.10000,686.10000,146.10000,-17.10000,129.00000,30.80000,98.20000,98.20000,98.20000,176.10000,146.10000,219.20000,222.20000,0.45000,0.44000
2020-04-30,885.70000,81.90000,803.80000,217.40000,446.10000,673.20000,130.60000,-40.10000,90.50000,24.00000,66.50000,66.50000,66.50000,160.60000,130.60000,219.20000,221.30000,0.30000,0.30000
2020-01-31,899.30000,83.20000,816.10000,217.10000,455.50000,682.29970,133.80040,-10.50000,123.30000,-8.50000,131.80000,131.80000,131.80000,164.70030,133.80020,219.70000,222.50000,0.61000,0.59000
2019-10-31,842.70000,79.50000,763.20000,213.00000,429.80000,652.60000,110.60000,-14.20000,96.40000,29.70000,66.70000,66.70000,66.70000,142.20000,110.60000,219.70000,221.90000,0.30000,0.30000
2019-07-31,796.80000,79.50000,717.30000,215.40000,418.20000,643.49990,73.80010,-7.30000,66.50000,26.30000,40.20000,40.20000,40.20000,105.90010,73.80010,219.60000,222.40000,0.18000,0.18000
2019-04-30,735.50000,82.70000,652.80000,205.60000,412.40000,628.00000,24.80000,-16.20000,8.60000,32.80000,-24.20000,-24.20000,-24.20000,57.50000,24.80000,219.60000,219.60000,-0.11000,-0.11000
2019-01-31,737.29990,77.00000,660.29990,190.40000,421.50000,619.99980,40.30010,-7.30000,33.00000,-31.70000,64.70000,64.70000,64.70000,65.70010,40.30020,218.90000,218.90000,0.30000,0.30000
2018-10-31,660.90000,72.30000,588.60000,181.00000,385.00000,573.90000,14.70000,-3.20000,11.50000,35.20000,-23.70000,-23.70000,-23.70000,38.20000,14.70000,218.90000,218.90000,-0.11000,-0.11000
2018-07-31,611.70000,69.80000,541.90000,180.80000,368.20000,566.60000,-24.70000,1.30000,-23.40000,16.00000,-39.40000,-39.40000,-39.40000,-2.50000,-24.70000,219.00000,219.00000,-0.18000,-0.18000
2018-04-30,559.90000,66.80000,493.10000,172.80000,349.30000,548.40000,-55.30000,-8.50000,-63.80000,18.60000,-82.40000,-82.40000,-82.40000,-31.20000,-55.30000,218.60000,218.60000,-0.38000,-0.38000
2018-01-31,553.80000,73.10000,480.70000,182.20000,381.60000,662.60010,-181.90010,-16.40000,-198.30000,-24.80000,-173.50000,-173.50000,-173.50000,-155.00020,-181.90010,219.50000,219.50000,-0.78000,-0.78000
2017-10-31,515.30000,77.50000,437.80000,191.80000,341.30000,537.80000,-100.00000,-11.20000,-111.20000,8.60000,-119.80000,-119.80000,-119.80000,-75.30000,-100.00000,219.60000,219.60000,-0.55000,-0.55000
