,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,10851.00000,9020.00000,1831.00000,604.00000,604.00000,1227.00000,-16.00000,1211.00000,219.00000,992.00000,992.00000,,992.00000,1467.00000,1227.00000,275.31100,278.16900,3.62000,3.57000
2022-09-30,9975.00000,8310.00000,1665.00000,567.00000,567.00000,1098.00000,-45.00000,1053.00000,151.00000,902.00000,902.00000,,902.00000,1317.00000,1098.00000,273.91600,276.38200,3.29000,3.26000
2022-06-30,9189.00000,7597.00000,1592.00000,614.00000,614.00000,978.00000,-55.00000,923.00000,157.00000,766.00000,766.00000,,766.00000,1190.00000,978.00000,276.26700,278.94300,2.77000,2.75000
2022-03-31,9392.00000,7858.00000,1534.00000,626.00000,626.00000,908.00000,-59.00000,849.00000,119.00000,730.00000,730.00000,,730.00000,1121.00000,908.00000,277.07400,279.93700,2.63000,2.61000
2021-12-31,10292.00000,8526.00000,1766.00000,580.00000,580.00000,1186.00000,-54.00000,1132.00000,180.00000,952.00000,952.00000,,952.00000,1426.00000,1186.00000,280.42700,282.01700,3.40000,3.39000
2021-09-30,9568.00000,7938.00000,1630.00000,550.00000,550.00000,1080.00000,-65.00000,1015.00000,155.00000,860.00000,860.00000,,860.00000,1291.00000,1080.00000,278.59600,280.40500,3.09000,3.07000
2021-06-30,9220.00000,7705.00000,1515.00000,556.00000,556.00000,959.00000,-78.00000,881.00000,144.00000,737.00000,737.00000,,737.00000,1183.00000,959.00000,280.74200,282.21300,2.63000,2.61000
2021-03-31,9389.00000,7892.00000,1497.00000,559.00000,559.00000,938.00000,-93.00000,845.00000,137.00000,708.00000,708.00000,,708.00000,1153.00000,938.00000,284.10200,285.19800,2.49000,2.48000
2020-12-31,10481.00000,8607.00000,1874.00000,581.00000,581.00000,1293.00000,-108.00000,1185.00000,183.00000,1002.00000,1002.00000,,1002.00000,1528.00000,1293.00000,286.92200,287.91300,3.50000,3.49000
2020-09-30,9431.00000,7847.00000,1584.00000,512.00000,512.00000,1072.00000,-94.00000,978.00000,144.00000,834.00000,834.00000,,834.00000,1284.00000,1072.00000,286.45200,287.22700,2.91000,2.90000
