,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1678.50000,580.60000,1097.90000,76.70000,934.00000,1.00000,1223.60000,-125.70000,-38.50000,-164.20000,-35.60000,-128.60000,-128.60000,-128.90000,,-125.70000,138.30000,138.50000,-0.93000,-0.93000
2022-09-30,1675.90000,586.60000,1089.30000,82.40000,616.10000,-23.10000,895.00000,194.30000,-28.70000,165.60000,37.40000,128.20000,128.20000,129.20000,400.40000,194.30000,138.30000,138.50000,0.93000,0.93000
2022-06-30,1339.20000,411.50000,927.70000,79.20000,521.50000,,708.60000,219.09990,-39.20000,179.90000,39.40000,140.50000,140.50000,142.00000,363.59990,219.09990,139.00000,139.20000,1.02000,1.02000
2022-03-31,1163.10000,333.10000,830.00000,69.60000,474.80000,,710.00000,120.00000,-39.80000,80.20000,17.30000,62.90000,62.90000,61.20000,310.70000,120.00000,139.30000,139.60000,0.44000,0.44000
2021-12-31,2013.40000,683.10000,1330.30000,86.60000,806.20030,-7.00000,1158.80000,171.50020,-83.60000,87.90000,3.10000,84.80000,84.80000,82.20000,477.60030,171.50020,138.00000,138.40000,0.61000,0.60000
2021-09-30,1970.00000,609.50000,1360.50000,80.10000,696.90000,,992.60000,367.90010,-44.50000,323.40000,68.50000,254.90000,254.90000,253.20000,632.10010,367.90010,138.10000,138.50000,1.83000,1.83000
2021-06-30,1322.20000,345.00000,977.20000,87.20000,571.20000,-101.80000,900.60000,76.59990,-35.50000,41.10000,63.00000,-21.90000,-21.90000,-22.90000,259.59990,76.59990,137.80000,137.80000,-0.17000,-0.17000
2021-03-31,1114.80000,289.90000,824.90000,61.80000,485.40000,,677.60000,147.30000,-17.80000,129.50000,12.00000,117.50000,117.50000,116.20000,302.70000,147.30000,137.70000,138.10000,0.84000,0.84000
2020-12-31,1722.90000,592.90000,1130.00000,84.60000,650.60010,,943.70000,186.29980,-47.70000,138.60000,32.40000,106.20000,106.20000,105.20000,439.69980,186.29980,137.30000,137.60000,0.77000,0.77000
2020-09-30,1776.60000,610.10000,1166.50000,62.70000,639.70000,,829.90000,336.60010,-37.40000,299.20000,79.20000,220.00000,220.00000,220.90000,495.80010,336.60010,137.30000,137.50000,1.61000,1.61000
2020-06-30,860.30000,253.20000,607.10000,58.40000,450.90000,,604.90000,2.20000,-45.90000,-43.70000,-10.80000,-32.90000,-32.90000,-33.90000,120.29990,2.20000,137.20000,137.20000,-0.25000,-0.25000
