,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,6839.00000,1747.00000,5092.00000,1324.00000,1572.00000,34.00000,2862.00000,2230.00000,-482.00000,1748.00000,132.00000,1616.00000,1616.00000,1616.00000,3141.00000,2230.00000,538.00000,541.00000,3.02000,3.00000
2022-09-30,6652.00000,1588.00000,5064.00000,1112.00000,1287.00000,-5.00000,2404.00000,2660.00000,-268.00000,2392.00000,249.00000,2143.00000,2143.00000,2143.00000,3497.00000,2660.00000,535.00000,538.00000,4.01000,3.98000
2022-06-30,6594.00000,1510.00000,5084.00000,1039.00000,1327.00000,-542.00000,2908.00000,2176.00000,-645.00000,1531.00000,214.00000,1317.00000,1317.00000,1317.00000,3004.00000,2176.00000,535.00000,537.00000,2.46000,2.45000
2022-03-31,6238.00000,1561.00000,4677.00000,959.00000,1228.00000,10.00000,2177.00000,2500.00000,-825.00000,1675.00000,199.00000,1476.00000,1476.00000,1476.00000,3341.00000,2500.00000,548.00000,551.00000,2.69000,2.68000
2021-12-31,6846.00000,1718.00000,5128.00000,1348.00000,1425.00000,-51.00000,2824.00000,2304.00000,-173.00000,2131.00000,232.00000,1899.00000,1899.00000,1899.00000,3156.00000,2304.00000,570.00000,573.00000,3.36000,3.33000
2021-09-30,6706.00000,1609.00000,5097.00000,1422.00000,1305.00000,8.00000,2719.00000,2378.00000,-223.00000,2155.00000,271.00000,1884.00000,1884.00000,1884.00000,3228.00000,2378.00000,567.00000,570.00000,3.32000,3.31000
2021-06-30,6526.00000,1637.00000,4889.00000,1082.00000,1384.00000,-90.00000,4061.00000,828.00000,-270.00000,558.00000,94.00000,464.00000,464.00000,464.00000,1683.00000,828.00000,573.00000,576.00000,0.81000,0.81000
2021-03-31,5901.00000,1490.00000,4411.00000,967.00000,1254.00000,-61.00000,2282.00000,2129.00000,-272.00000,1857.00000,211.00000,1646.00000,1646.00000,1646.00000,2970.00000,2129.00000,577.00000,581.00000,2.85000,2.83000
2020-12-31,6634.00000,1597.00000,5037.00000,1229.00000,1773.00000,-27.00000,3029.00000,2008.00000,-131.00000,1877.00000,262.00000,1615.00000,1615.00000,1615.00000,2881.00000,2008.00000,586.00000,590.00000,2.79000,2.76000
2020-09-30,6423.00000,1561.00000,4862.00000,1062.00000,1346.00000,-1.00000,2409.00000,2453.00000,-247.00000,2206.00000,185.00000,2021.00000,2021.00000,2021.00000,3354.00000,2453.00000,585.00000,589.00000,3.45000,3.43000
