,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3644.49300,1790.53900,1853.95400,1171.73700,1171.73700,682.21700,-35.97000,646.24700,117.67500,528.57200,528.57200,528.57200,,682.21700,62.57700,63.16000,8.45000,8.37000
2022-09-30,3798.61900,1863.65700,1934.96200,1130.76800,1130.76800,804.19410,-42.34500,761.84900,176.41100,585.43800,585.43800,585.43800,895.44510,804.19410,63.28800,63.86000,9.25000,9.17000
2022-06-30,3670.73700,1786.01900,1884.71800,1086.16800,1086.16800,798.55000,-41.25200,757.29800,180.53800,576.76000,576.76000,576.76000,884.81210,798.55000,65.11600,65.68600,8.86000,8.78000
2022-03-31,3296.01100,1587.93900,1708.07200,1038.54200,1038.54200,669.53000,-36.26900,633.26100,151.38100,481.88000,481.88000,481.88000,753.55510,669.53000,66.57200,67.19000,7.24000,7.17000
2021-12-31,3291.49300,1556.95700,1734.53700,1058.65500,1058.65500,675.88130,-31.65700,644.22400,125.25100,518.97310,518.97310,518.97310,767.53830,675.88180,68.96700,69.61100,7.71000,7.64000
2021-09-30,3479.57000,1661.33000,1818.24000,1063.64100,1063.64100,754.59910,-34.07000,720.52900,161.87700,558.65200,558.65200,558.65200,834.42310,754.59910,68.60800,69.24000,8.14000,8.07000
2021-06-30,3465.60100,1639.22300,1826.37800,1030.79500,1030.79500,795.58300,-34.24900,761.33400,175.88300,585.45100,585.45100,585.45100,875.88000,795.58300,69.61800,70.26400,8.41000,8.33000
2021-03-31,3090.89900,1450.10400,1640.79500,949.69000,949.69000,691.10500,-35.27800,655.82700,154.21800,501.60900,501.60900,501.60900,771.93200,691.10500,70.38300,71.01500,7.13000,7.06000
2020-12-31,2828.77400,1356.63500,1472.13900,937.86600,937.86500,534.27340,-34.34300,499.92900,106.98400,392.94510,392.94510,392.94510,618.67850,534.27290,73.81700,74.46200,5.45000,5.39000
2020-09-30,3207.63800,1527.17000,1680.46800,955.45500,955.45500,725.01290,-38.60700,686.40600,159.15400,527.25200,527.25200,527.25200,805.79800,725.01290,73.91600,74.58600,7.13000,7.07000
