,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2302.70000,283.30000,2019.40000,692.10010,267.40000,-1.80000,985.90000,1033.50000,43.30000,1076.80000,257.90000,818.90000,818.90000,,818.90000,1071.90000,1033.50000,256.10000,259.10000,3.18000,3.14000
2022-09-30,2334.30000,289.40000,2044.90000,645.00000,246.80000,2.60000,918.20000,1126.70000,49.70000,1176.40000,245.90000,930.50000,930.50000,,930.50000,1163.40000,1126.70000,256.50000,259.50000,3.63000,3.59000
2022-06-30,2196.20000,261.80000,1934.40000,600.10000,215.30000,49.20000,828.10000,1106.30000,-81.90000,1024.40000,213.90000,810.50000,810.50000,,810.50000,1143.60000,1106.30000,255.90000,258.70000,3.17000,3.13000
2022-03-31,2097.50000,245.80000,1851.70000,603.10000,215.20000,7.50000,810.80000,1040.90000,-86.10000,954.80000,192.70000,762.10000,762.10000,,762.10000,1076.80000,1040.90000,255.10000,257.90000,2.99000,2.96000
2021-12-31,2072.60000,247.40000,1825.20000,566.10000,255.20000,2.00000,947.50000,877.69970,-6.80000,870.89980,100.80000,770.09980,770.09980,,770.10010,911.49970,877.69960,257.70000,259.90000,3.01000,2.98000
2021-09-30,1984.10000,236.50000,1747.60000,467.00000,198.20000,-1.20000,693.10000,1054.50000,28.30000,1082.80000,230.90000,851.90000,851.90000,,851.90000,1086.20000,1054.50000,257.90000,259.70000,3.30000,3.28000
2021-06-30,1793.40000,228.00000,1565.40000,448.70000,194.60000,-1.60000,1603.30000,-37.90000,-6.30000,-44.20000,-111.20000,67.00000,67.00000,,67.00000,-6.60000,-37.90000,259.00000,261.00000,0.26000,0.26000
2021-03-31,1724.30000,192.30000,1532.00000,456.00000,192.10000,3.90000,644.20000,887.80000,-66.90000,820.90000,167.80000,653.10000,653.10000,,653.10000,916.60000,887.80000,259.40000,261.90000,2.52000,2.49000
2020-12-31,1627.83700,203.10100,1424.73600,281.94710,211.88700,-0.50000,678.93410,745.80220,142.92300,888.72480,284.48200,604.24300,604.24300,,604.24290,775.14220,745.80210,259.80000,263.40000,2.34000,2.29000
2020-09-30,1538.27100,186.18200,1352.08900,493.49700,184.55100,-1.80000,679.84800,672.24100,73.63000,745.87100,78.43700,667.43400,667.43400,,667.43400,698.88310,672.24100,260.39200,264.07900,2.56000,2.53000
2020-06-30,1524.48500,184.52000,1339.96500,420.92800,191.80400,-9.20000,621.93200,718.03300,106.73700,824.77000,-12.50000,837.27000,837.27000,,837.27000,744.73000,718.03300,259.63700,263.40300,3.22000,3.18000
2020-03-31,1515.10700,162.49700,1352.61000,448.52800,182.25800,-1.60000,632.38600,720.22410,-62.69000,657.53400,54.78100,602.75300,602.75300,,602.75300,747.04500,720.22410,259.81500,263.51500,2.32000,2.29000
2019-12-31,1413.24400,185.05400,1228.19000,479.97100,195.27900,-1.54100,676.79120,551.39850,125.53200,676.93100,93.70700,583.22410,583.22410,,583.22410,577.61350,551.39870,256.70000,260.70000,2.27000,2.23000
2019-09-30,949.82800,131.91400,817.91400,555.94800,159.67400,-2.95900,718.58100,99.33300,-28.66700,70.66600,13.14800,57.51800,57.51800,,57.51800,125.18000,99.33300,256.94600,260.47300,0.22000,0.22000
2019-06-30,941.29300,135.74000,805.55300,379.09100,156.50200,,535.59300,269.96000,57.17800,327.13800,59.71100,267.42700,267.42700,,267.42700,297.65800,269.96000,256.15400,259.82200,1.04000,1.03000
2019-03-31,858.43500,95.09200,763.34300,339.49000,147.04500,,486.53500,276.80800,43.35700,320.16500,51.53400,268.63100,268.63100,,268.63100,303.94800,276.80800,255.69500,260.17500,1.05000,1.03000
2018-12-31,870.10600,122.28900,747.81700,437.88100,153.21010,,620.09470,127.72230,-95.22500,32.49700,-1492.59900,1525.09600,1525.09600,,1550.52700,146.54830,127.72220,254.29200,259.18500,6.08000,5.98000
2018-09-30,784.53500,111.25500,673.28000,330.51000,137.29500,,467.63100,205.64900,-69.13800,136.51100,8.05500,128.45600,128.45600,,128.74600,224.84100,205.64900,254.90500,259.78800,0.51000,0.50000
2018-06-30,752.15700,104.38200,647.77500,337.53200,137.30300,,474.89700,172.87800,43.71300,216.59100,10.34100,206.25000,206.25000,,207.36000,190.93700,172.87800,254.13500,258.58400,0.82000,0.80000
2018-03-31,640.79900,71.61300,569.18600,310.55300,129.80800,,440.28500,128.90100,85.74100,214.64200,-12.65900,227.30100,227.30100,,210.26300,145.24400,128.90100,253.23100,258.52600,0.83000,0.81000
