,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1049.23200,706.06490,343.16710,38.44600,170.39500,,235.93900,107.22800,-19.76900,87.45900,13.56800,73.89100,73.89100,101.83200,147.61800,107.22800,63.11700,64.68100,0.86000,0.81000
2022-09-30,1088.25800,727.15400,361.10410,39.98500,207.84500,,273.58100,87.52310,-15.48300,72.04000,11.59400,60.44600,60.44600,53.04500,127.66210,87.52310,63.25000,64.26800,0.84000,0.83000
2022-06-30,1291.39100,834.40600,456.98500,41.59900,172.66600,,240.14100,216.84400,-13.38100,203.46300,45.82600,157.63700,157.63700,142.71400,256.59200,216.84400,63.66300,64.71400,2.24000,2.21000
2022-03-31,1135.85600,775.10800,360.74800,39.74400,140.21500,,206.01300,154.73500,-9.23100,145.50400,28.60800,116.89600,116.89600,101.91100,193.83300,154.73500,63.44900,64.82900,1.61000,1.57000
2021-12-31,1067.07100,704.53210,362.53890,29.40600,118.53800,,187.05800,175.48090,-8.90300,166.57800,20.61600,145.96200,145.96200,148.58200,205.48790,175.48090,62.68600,64.25300,2.08000,2.03000
2021-09-30,942.69800,606.70400,335.99400,27.16500,123.04400,,162.41500,173.57900,-8.21500,165.36400,32.61100,132.75300,132.75300,124.01300,197.44100,173.57900,62.69000,64.20800,1.98000,1.93000
2021-06-30,919.98100,580.24600,339.73500,25.34400,120.38700,,156.78300,182.95200,-8.68100,174.27100,46.36200,127.90900,127.90900,128.78300,204.83000,182.95200,62.60500,64.08900,2.06000,2.01000
2021-03-31,807.43400,485.62000,321.81400,22.38800,101.32300,,132.69000,189.12400,-3.81100,185.31300,35.36800,149.94500,149.94500,149.11600,208.00700,189.12400,62.47900,64.09900,2.39000,2.33000
2020-12-31,761.08190,460.88010,300.20180,21.48900,97.30800,,129.14790,171.05390,-7.06800,163.98600,39.00600,124.98000,124.98000,127.28200,190.39790,171.05390,62.28100,63.73800,2.02000,1.96000
2020-09-30,701.35500,425.20600,276.14900,20.65800,91.96200,,120.51200,155.63700,-8.35200,147.28500,32.05000,115.23500,115.23500,115.78100,173.45900,155.63700,62.35300,63.76100,1.86000,1.82000
2020-06-30,546.84800,337.86500,208.98300,19.45500,92.30800,,119.43000,89.55300,-7.48800,82.06500,18.47300,63.59200,63.59200,64.57500,107.00000,89.55300,62.26700,63.36400,1.04000,1.02000
