,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,757.99600,335.93000,422.06600,42.75500,233.37500,,293.47900,128.58700,-19.17100,109.41600,31.30300,78.11300,78.11300,0.47600,78.58900,,128.58700,46.90800,47.22600,1.68000,1.66000
2022-09-30,686.78800,312.83300,373.95500,37.77000,209.61600,,248.01400,125.94100,-6.74500,119.19600,17.31500,101.88100,101.88100,0.01400,101.89500,183.33200,125.94100,46.90600,47.26300,2.17000,2.16000
2022-06-30,704.54200,315.70900,388.83300,36.93400,216.82500,,253.67600,135.15700,-11.19000,123.96700,18.41200,105.55500,105.55500,-0.04100,105.51400,192.93400,135.15700,46.90100,47.34700,2.25000,2.23000
2022-03-31,641.71500,295.48200,346.23300,36.36000,203.93200,,242.69700,103.53600,-10.19600,93.34000,15.97300,77.36700,77.36700,-0.22600,77.14100,162.49800,103.53600,46.87600,47.40200,1.65000,1.63000
2021-12-31,761.91400,342.18210,419.73190,35.79500,227.58400,,264.66590,155.06600,-11.78900,143.27700,15.81400,127.46300,127.46300,0.61600,128.07900,214.80500,155.06600,46.77400,47.42700,2.74000,2.69000
2021-09-30,700.25100,312.46400,387.78700,31.81600,205.19400,,237.96900,149.81800,79.38300,229.20100,29.69500,199.50600,199.50600,-0.32500,199.18100,209.69700,149.81800,46.81000,47.45200,4.26000,4.20000
2021-06-30,713.47300,315.91700,397.55600,33.28300,224.15900,,268.93600,128.62000,-28.92500,99.69500,16.41200,83.28300,83.28300,-0.03500,83.24800,190.21200,128.62000,46.74100,47.43300,1.78000,1.76000
2021-03-31,633.92500,289.39800,344.52700,29.94700,203.14800,,241.09300,103.43400,-16.13900,87.29500,12.42800,74.86700,74.86700,-0.00100,74.86600,164.07900,103.43400,46.69800,47.40700,1.60000,1.58000
2020-12-31,711.17900,327.62500,383.55400,33.76900,232.90600,,288.47390,95.08010,-18.51900,76.56100,-0.04000,76.60100,76.60100,-0.47500,76.13100,153.59310,95.08010,46.48800,47.28700,1.62000,1.61000
2020-09-30,628.30100,298.97700,329.32400,29.21800,171.67300,,197.23200,132.09200,-16.43800,115.65400,-0.95100,116.60500,116.60500,-0.01800,116.58700,190.17800,132.09200,46.53000,47.33300,2.51000,2.46000
2020-06-30,567.03400,288.66200,278.37200,29.36400,191.19300,,239.56200,38.81000,-15.51900,23.29100,11.84800,11.44300,11.44300,0.02200,11.45600,97.19500,38.81000,46.44200,47.24200,0.25000,0.24000
2020-03-31,630.64200,297.01800,333.62400,27.39600,147.79600,,176.53800,157.08600,-14.86000,142.22600,11.07400,131.15200,131.15200,-0.00600,131.15000,213.78400,157.08600,46.38200,47.23100,2.83000,2.78000
2019-12-31,680.95210,303.23000,377.72220,31.12800,220.05400,,256.86700,120.85520,-19.56000,101.29500,-6.51100,107.80600,107.80600,0.45900,108.26500,175.96420,120.85500,46.20000,47.09000,2.34000,2.31000
2019-09-30,648.31900,293.24400,355.07500,27.98400,209.29100,1.08900,237.45400,117.62100,-19.07500,98.54600,-130.38300,228.92900,228.92900,0.00000,228.92900,171.38100,117.62100,46.24800,47.17600,4.95000,4.85000
2019-06-30,652.50700,300.26900,352.23800,27.59500,215.50000,0.00000,244.78000,107.45800,-20.28600,87.17200,3.84400,83.32800,83.32800,0.04700,83.37500,162.38300,107.45800,46.17200,47.03600,1.81000,1.77000
2019-03-31,613.58400,289.61400,323.97000,27.15000,206.92100,2.73900,248.72700,75.24300,-22.35300,52.89000,10.97200,41.91800,41.91800,-1.02100,40.89700,129.81800,75.24300,46.05000,46.94200,0.89000,0.87000
2018-12-31,641.61500,357.42000,284.19500,27.79800,136.91400,,164.92900,119.26600,-23.08900,96.17700,8.66400,87.51300,87.51300,3.07700,90.59000,173.94100,119.26610,45.68900,46.80100,1.97000,1.93000
2018-09-30,609.67200,267.09900,342.57300,26.36500,214.89400,0.00000,260.46800,82.10500,-26.85100,55.25400,-1.28600,56.54000,56.54000,-0.01600,56.52400,135.24100,82.10500,45.85100,46.81500,1.23000,1.21000
2018-06-30,609.86600,265.08800,344.77800,26.01800,229.91700,,311.28800,33.49000,-26.46600,7.02400,9.57600,-2.55200,-2.55200,0.05600,-2.49600,86.56700,33.49000,45.58100,45.58100,-0.05000,-0.05000
2018-03-31,587.23000,255.96000,331.27000,26.02700,215.33700,0.00000,244.42700,86.84300,-25.67000,61.17300,6.24200,54.93100,54.93100,1.25300,56.18400,140.66900,86.84300,45.32900,46.69500,1.24000,1.20000
2017-12-31,595.10610,264.37500,330.73110,25.47100,213.28900,,239.82700,90.90410,-23.50700,67.39700,110.24400,-42.84700,-42.84700,0.18900,-42.65800,140.93610,90.90390,45.00400,46.66400,-0.94000,-0.91000
2017-09-30,534.70300,239.47600,295.22700,21.19400,163.77100,,184.87300,110.35400,-20.97800,89.37600,9.97800,79.39800,79.39800,-2.38300,77.01500,148.37600,110.35400,45.03500,46.58700,1.71000,1.65000
2017-06-30,528.61300,238.32900,290.28400,20.27800,158.93400,,180.08200,110.20200,-19.74400,90.45800,12.09500,78.36300,78.36300,-0.36000,78.00300,148.11500,110.20200,44.99600,46.81800,1.73000,1.67000
2017-03-31,487.88100,232.32100,255.56000,17.82700,163.96900,,194.74100,60.81900,-23.13900,37.68000,-2.66900,40.34900,40.34900,-0.17900,40.17000,95.19000,60.81900,44.89300,46.61500,0.89000,0.86000
2016-12-31,513.93290,240.88100,273.05190,15.68700,144.18000,0.19400,206.02400,67.02790,-16.21200,50.81600,-10.06000,60.87600,60.87600,0.18700,61.06300,99.10990,67.02790,43.32500,47.64600,1.39000,1.28000
2016-09-30,455.64800,214.04600,241.60200,15.06700,139.79700,2.77600,155.11500,86.48700,-12.77300,73.71400,7.51400,66.20000,66.20000,0.12200,66.32200,118.19100,86.48700,44.04500,47.44600,1.51000,1.40000
2016-06-30,473.55300,217.15400,256.39900,15.47200,142.98300,0.37800,157.95800,98.44100,-31.03900,67.40200,8.00700,59.39500,59.39500,0.19300,59.30300,130.66500,98.44100,43.54900,47.24600,1.36000,1.26000
2016-03-31,424.89300,199.74600,225.14700,12.35300,136.34800,1.01900,157.65000,67.49700,-13.70400,53.79300,2.61300,51.18000,51.18000,-0.31200,50.68900,99.83300,67.49700,41.64700,48.78200,1.22000,1.04000
2015-12-31,484.50090,224.18500,260.31590,13.22100,148.21700,,163.56900,96.74690,-13.55900,83.18800,-7.57700,90.76500,90.76500,10.51700,101.12400,130.10590,96.74700,41.55800,48.05800,2.44000,2.11000
2015-09-30,443.71400,215.50100,228.21300,12.57100,138.84000,0.40800,151.66300,76.55000,-14.17600,62.37400,0.80300,61.57100,61.57100,-0.71900,60.82400,107.89300,76.55000,41.59700,48.53200,1.46000,1.25000
2015-06-30,452.04500,218.80800,233.23700,13.44300,142.22800,0.00000,156.25100,76.98600,-26.50700,50.47900,5.28000,45.19900,45.19900,-0.19000,44.56300,107.76800,76.98600,41.56000,48.08100,1.07000,0.93000
2015-03-31,429.43000,206.79300,222.63700,12.88400,139.69700,0.00000,157.02900,65.60800,-17.00300,48.60500,9.33200,39.27300,39.27300,-0.70300,38.35200,95.45800,65.60800,41.46900,47.29500,0.92000,0.81000
2014-12-31,476.00810,234.99300,241.01510,17.23700,153.26500,,171.86000,69.15510,-16.59600,52.55900,0.42600,52.13300,52.13300,-1.18800,50.63800,99.93110,69.15500,41.36600,46.47000,1.23000,1.08000
2014-09-30,457.17300,221.00700,236.16600,14.87100,138.25200,,154.23100,81.93500,-17.02300,64.91200,9.68400,55.22800,55.22800,-0.27100,54.83100,114.37400,81.93500,41.39900,46.62800,1.32000,1.18000
2014-06-30,468.10500,224.01700,244.08800,14.87000,146.84300,,169.33600,74.75200,-15.91600,58.83600,10.00600,48.83000,48.83000,-1.12500,47.25200,107.15410,74.75200,41.38000,46.39200,1.14000,1.02000
2014-03-31,438.54600,217.38700,221.15900,14.06200,140.29700,,162.13900,59.02000,-15.21700,43.80300,8.53400,35.26900,35.26900,-0.12500,34.95800,90.43300,59.02000,41.26200,45.74900,0.85000,0.76000
2013-12-31,450.53900,225.59600,224.94300,17.87600,143.75600,,170.87900,54.06400,-14.17300,39.89100,4.58900,35.30200,35.30200,-0.23600,34.82800,82.96400,54.06400,41.10500,43.69300,0.85000,0.76000
2013-09-30,413.79600,209.80400,203.99200,15.63800,115.22800,,137.95000,66.04200,-15.05400,50.98800,5.20900,45.77900,45.77900,1.02900,46.57400,93.11700,66.04200,41.13200,43.26400,1.13000,1.08000
