,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,7879.00000,6307.00000,1572.00000,179.00000,99.00000,278.00000,1294.00000,53.00000,1347.00000,264.00000,1083.00000,1083.00000,,1065.00000,1843.00000,1294.00000,1416.00000,1437.00000,0.75000,0.73000
2022-09-30,7477.00000,6042.00000,1435.00000,160.00000,94.00000,254.00000,1181.00000,-47.00000,1134.00000,215.00000,919.00000,919.00000,,907.00000,1714.00000,1181.00000,1418.00000,1439.00000,0.64000,0.63000
2022-06-30,6773.00000,5568.00000,1205.00000,154.00000,86.00000,240.00000,965.00000,187.00000,1152.00000,182.00000,970.00000,970.00000,,959.00000,1497.00000,965.00000,1414.00000,1436.00000,0.68000,0.67000
2022-03-31,5962.00000,5013.00000,949.00000,141.00000,97.00000,238.00000,711.00000,-73.00000,638.00000,118.00000,520.00000,520.00000,,510.00000,1244.00000,711.00000,1412.00000,1434.00000,0.36000,0.36000
2021-12-31,6225.00000,5137.00000,1088.00000,145.00000,108.00000,253.00000,835.00000,-80.00000,755.00000,144.00000,611.00000,611.00000,,601.00000,1367.00000,835.00000,1400.00000,1427.00000,0.43000,0.42000
2021-09-30,5847.00000,4862.00000,985.00000,140.00000,80.00000,220.00000,765.00000,-74.00000,691.00000,129.00000,562.00000,562.00000,,550.00000,1295.00000,765.00000,1402.00000,1424.00000,0.39000,0.39000
2021-06-30,5634.00000,4768.00000,866.00000,134.00000,70.00000,204.00000,662.00000,-120.00000,542.00000,99.00000,443.00000,443.00000,,431.00000,1188.00000,662.00000,1398.00000,1421.00000,0.31000,0.30000
2021-03-31,5223.00000,4504.00000,719.00000,135.00000,81.00000,216.00000,503.00000,-117.00000,386.00000,74.00000,312.00000,312.00000,,299.00000,1035.00000,503.00000,1398.00000,1419.00000,0.21000,0.21000
2020-12-31,5532.00000,4827.00000,705.00000,128.00000,72.00000,200.00000,505.00000,-33.00000,472.00000,89.00000,383.00000,383.00000,,374.00000,1088.00000,505.00000,1390.00000,1390.00000,0.28000,0.28000
2020-09-30,5258.00000,4624.00000,634.00000,137.00000,85.00000,222.00000,412.00000,-466.00000,-54.00000,19.00000,-73.00000,-73.00000,,-82.00000,999.00000,412.00000,1391.00000,1391.00000,-0.06000,-0.06000
2020-06-30,5356.00000,4925.00000,431.00000,142.00000,81.00000,223.00000,208.00000,-3835.00000,-3627.00000,-199.00000,-3428.00000,-3428.00000,,-3434.00000,812.00000,208.00000,1388.00000,1388.00000,-2.47000,-2.47000
2020-03-31,7455.00000,6624.00000,831.00000,173.00000,127.00000,300.00000,531.00000,-8620.00000,-8089.00000,-721.00000,-7368.00000,-7368.00000,,-7376.00000,1323.00000,531.00000,1387.00000,1387.00000,-5.32000,-5.32000
2019-12-31,8228.00000,7131.00000,1097.00000,189.00000,128.00000,70.00000,1027.00000,-576.00000,451.00000,109.00000,342.00000,342.00000,,333.00000,1875.00000,1027.00000,1385.00000,1385.00000,0.24000,0.25000
2019-09-30,8541.00000,7385.00000,1156.00000,176.00000,120.00000,296.00000,860.00000,-12831.00000,-11971.00000,-598.00000,-11373.00000,-11373.00000,,-11383.00000,1760.00000,860.00000,1385.00000,1385.00000,-8.22000,-8.22000
2019-06-30,8269.00000,7252.00000,1017.00000,179.00000,114.00000,293.00000,724.00000,-131.00000,593.00000,99.00000,494.00000,494.00000,,492.00000,1662.00000,724.00000,1384.00000,1395.00000,0.36000,0.35000
2019-03-31,7879.00000,6952.00000,927.00000,173.00000,112.00000,285.00000,642.00000,-133.00000,509.00000,79.00000,430.00000,430.00000,,421.00000,1545.00000,642.00000,1385.00000,1397.00000,0.30000,0.30000
2018-12-31,8179.00000,7173.00000,1006.00000,178.00000,114.00000,77.00000,929.00000,-282.00000,647.00000,99.00000,548.00000,548.00000,,539.00000,1848.00000,929.00000,1385.00000,1393.00000,0.39000,0.38000
2018-09-30,8504.00000,7324.00000,1180.00000,177.00000,105.00000,282.00000,898.00000,-111.00000,787.00000,129.00000,658.00000,658.00000,,644.00000,1785.00000,898.00000,1385.00000,1392.00000,0.46000,0.46000
2018-06-30,8303.00000,7179.00000,1124.00000,175.00000,114.00000,289.00000,835.00000,-288.00000,547.00000,106.00000,441.00000,441.00000,,430.00000,1711.00000,835.00000,1384.00000,1392.00000,0.31000,0.31000
2018-03-31,7829.00000,6802.00000,1027.00000,172.00000,111.00000,283.00000,744.00000,-101.00000,643.00000,113.00000,530.00000,530.00000,,525.00000,1618.00000,744.00000,1385.00000,1394.00000,0.38000,0.38000
2017-12-31,8179.00000,7202.00000,977.00000,191.00000,109.00000,396.00000,581.00000,-2792.00000,-2211.00000,61.00000,-2272.00000,-2272.00000,,-2255.00000,1487.00000,581.00000,1388.00000,1388.00000,-1.62000,-1.62000
2017-09-30,7905.00000,6797.00000,1108.00000,189.00000,115.00000,353.00000,755.00000,-78.00000,677.00000,121.00000,556.00000,556.00000,,545.00000,1711.00000,755.00000,1385.00000,1392.00000,0.39000,0.39000
2017-06-30,7462.00000,6468.00000,994.00000,196.00000,110.00000,387.00000,607.00000,-590.00000,17.00000,98.00000,-81.00000,-81.00000,,-74.00000,1593.00000,607.00000,1387.00000,1387.00000,-0.05000,-0.05000
2017-03-31,6894.00000,6076.00000,818.00000,211.00000,98.00000,391.00000,427.00000,-93.00000,334.00000,50.00000,284.00000,284.00000,,279.00000,1416.00000,427.00000,1393.00000,1402.00000,0.20000,0.20000
2016-12-31,7107.00000,6193.00000,914.00000,262.00000,98.00000,436.00000,478.00000,-691.00000,-213.00000,-19.00000,-194.00000,-194.00000,,-204.00000,1494.00000,478.00000,1357.00000,1357.00000,-0.21000,-0.21000
2016-09-30,7019.00000,6291.00000,728.00000,253.00000,92.00000,433.00000,295.00000,-95.00000,200.00000,10.00000,190.00000,190.00000,,176.00000,1293.00000,295.00000,1392.00000,1401.00000,0.13000,0.13000
2016-06-30,7164.00000,6465.00000,699.00000,257.00000,103.00000,545.00000,154.00000,-2668.00000,-2514.00000,-368.00000,-2146.00000,-2146.00000,,-2160.00000,1267.00000,154.00000,1389.00000,1389.00000,-1.56000,-1.56000
2016-03-31,6520.00000,5460.00000,1060.00000,240.00000,110.00000,350.00000,710.00000,-88.00000,622.00000,99.00000,523.00000,523.00000,,501.00000,1677.00000,710.00000,1254.00000,1259.00000,0.40000,0.40000
2015-12-31,7745.00000,6291.00000,1454.00000,275.00000,133.00000,-31.00000,1485.00000,-2587.00000,-1102.00000,-112.00000,-990.00000,-990.00000,,-1016.00000,2448.00000,1485.00000,1267.00000,1275.00000,-0.80000,-0.79000
