,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1155.90000,595.20000,560.69970,312.70000,63.90000,248.80010,311.89960,-0.20000,311.70000,67.20000,244.49990,244.49990,238.90010,336.59960,311.89970,53.20000,54.20000,4.52000,4.41000
2022-09-30,1102.50000,569.90000,532.60000,309.10000,66.40000,242.70000,289.90000,1.30000,291.20000,61.70000,229.50000,229.50000,223.90000,314.30000,289.90000,53.20000,54.10000,4.21000,4.14000
2022-06-30,1136.60000,583.10000,553.50000,306.90000,65.30000,241.60000,311.90000,-2.40000,309.50000,72.30000,237.20000,237.20000,231.50000,337.30000,311.90000,53.30000,54.20000,4.34000,4.27000
2022-03-31,1097.80000,563.50000,534.30000,311.20000,70.40000,240.80000,293.50010,-3.30000,290.20000,67.50000,222.70000,222.70000,217.40000,319.20010,293.50010,53.40000,54.30000,4.07000,4.00000
2021-12-31,1108.30000,574.89990,533.40000,301.20000,67.20000,234.00010,299.39990,-6.20000,293.20000,64.10000,229.10000,229.10000,223.70000,329.09990,299.40010,53.90000,55.00000,4.17000,4.09000
2021-09-30,1037.70000,517.00000,520.70000,319.40000,70.60000,248.80000,271.89990,-9.50000,262.40000,60.90000,201.50000,201.50000,196.20000,296.79990,271.89990,53.80000,54.90000,3.65000,3.57000
2021-06-30,1081.40000,538.30000,543.10000,326.00000,68.90000,257.10000,286.00010,-10.90000,275.10000,62.90000,212.20000,213.20000,208.00000,311.50010,286.00010,54.00000,55.30000,3.85000,3.76000
2021-03-31,1024.60000,511.00000,513.60000,312.70000,65.30000,247.40000,266.20000,-10.00000,256.20000,59.10000,197.10000,197.60000,192.60000,290.90000,266.20000,54.20000,55.10000,3.55000,3.50000
2020-12-31,1074.40000,558.20010,516.19980,299.99990,68.50000,231.49970,284.70010,-13.00000,271.70000,58.20000,213.50000,213.80000,208.90000,309.90010,284.70010,54.30000,54.80000,3.86000,3.82000
2020-09-30,941.60000,472.10000,469.50000,283.80000,65.60000,218.20000,251.29990,-11.00000,240.30000,55.10000,185.20000,184.70000,179.70000,275.19990,251.29990,54.30000,54.80000,3.31000,3.28000
2020-06-30,724.30000,383.10000,341.20000,250.10000,57.60000,192.50000,148.70000,-11.40000,137.30000,31.90000,105.40000,105.90000,101.20000,172.50000,148.70000,54.40000,54.80000,1.86000,1.85000
2020-03-31,852.20000,430.60000,421.60000,282.70000,56.90000,225.80000,195.80000,-9.90000,185.90000,43.90000,142.00000,142.00000,137.20000,219.60000,195.80000,54.50000,55.00000,2.52000,2.49000
2019-12-31,955.19990,504.70000,450.49980,279.09990,62.20000,216.90000,233.59990,-9.70000,223.90000,48.90000,174.99990,175.00000,170.60000,257.49990,233.59990,55.10000,55.90000,3.12000,3.07000
2019-09-30,901.80000,453.70000,448.10000,280.40000,61.00000,219.40000,228.70000,-9.20000,219.50000,50.40000,169.10000,169.20000,164.60000,251.60000,228.70000,55.00000,55.70000,2.99000,2.96000
2019-06-30,951.30000,477.50000,473.80000,283.90000,60.60000,223.30000,250.49990,-10.30000,240.20000,55.60000,184.60000,184.90000,180.40000,273.49990,250.49990,55.20000,56.00000,3.27000,3.22000
2019-03-31,921.70000,450.10000,471.60000,284.20000,62.10000,222.10010,249.49990,-11.00000,238.50000,56.90000,181.60000,182.10000,177.90000,272.09990,249.49990,55.50000,56.30000,3.21000,3.16000
2018-12-31,952.50010,495.10000,457.40010,275.30000,56.10000,219.20000,238.20010,-9.40000,228.80000,49.50000,179.30000,179.30000,175.00000,261.10020,238.20010,56.30000,57.30000,3.14000,3.08000
2018-09-30,898.10000,444.20000,453.90000,280.80000,59.30000,221.50000,232.40000,-13.40000,219.00000,51.50000,167.50000,167.40000,163.20000,255.60000,232.40000,56.30000,57.30000,2.90000,2.85000
2018-06-30,954.60000,467.50000,487.10000,294.00000,57.80000,236.20000,250.90000,-12.60000,238.30000,55.80000,182.50000,182.70000,178.70000,274.90000,250.90000,56.40000,57.30000,3.17000,3.12000
2018-03-31,935.50000,463.90000,471.60000,293.90000,56.90000,237.00000,234.60000,-10.80000,223.80000,57.60000,166.20000,166.80000,163.00000,258.60000,234.60000,56.70000,57.80000,2.87000,2.82000
2017-12-31,974.59990,509.00000,465.59990,307.60010,54.40000,253.20010,212.39980,-15.40000,197.00000,63.80000,133.20000,133.20000,129.50000,236.19980,212.39990,57.40000,58.60000,2.29000,2.24000
2017-09-30,903.80000,455.00000,448.80000,296.10000,56.00000,240.10000,208.70000,-14.80000,193.90000,57.20000,136.70000,137.10000,133.40000,232.20000,208.70000,57.20000,58.30000,2.33000,2.29000
2017-06-30,921.40000,458.20000,463.20000,279.50000,54.60000,224.90000,238.30000,-14.90000,223.40000,67.30000,156.10000,156.80000,153.20000,261.10000,238.30000,57.80000,59.00000,2.65000,2.60000
2017-03-31,887.10000,438.80000,448.30000,278.10000,52.50000,225.60000,222.70000,-15.10000,207.60000,62.60000,145.00000,145.10000,141.60000,245.80000,222.70000,57.90000,59.30000,2.45000,2.39000
2016-12-31,889.79970,445.10000,444.69970,261.70000,51.60000,210.10000,234.59970,-20.30000,214.30000,64.90000,149.40000,149.70000,146.30000,256.29970,234.59990,58.10000,59.40000,2.51000,2.46000
