,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,743.28100,475.23000,268.05100,149.47200,76.26900,-33.58100,259.32200,8.72900,-11.50400,-2.77500,13.15600,-15.93100,-15.93100,-15.93100,92.91600,8.72900,100.94300,100.94300,-0.16000,-0.16000
2022-09-30,1158.05700,619.13000,538.92700,168.16400,97.75200,-11.44900,277.36500,261.56200,-14.69000,246.87200,58.25700,188.61500,188.61500,188.61500,346.26200,261.56200,102.92700,103.67400,1.83000,1.82000
2022-06-30,1035.35800,660.10800,375.25010,168.56800,101.81500,-3.00800,273.39100,101.85910,-22.31400,79.54500,10.66100,68.88400,68.88400,68.88400,187.58010,101.85910,105.17300,106.08000,0.65000,0.65000
2022-03-31,1166.15800,595.81880,570.33910,158.74500,83.92700,-57.07000,299.74210,270.59690,-23.12800,247.46900,35.19400,212.27500,212.27500,212.27500,360.45090,270.59690,110.19600,111.54600,1.99000,1.96000
2021-12-31,1113.95700,565.86400,548.09300,154.43500,82.00300,-15.64500,252.08300,296.01000,-12.79600,283.21400,66.95100,216.26300,216.26300,216.26300,388.34400,296.01000,109.68700,110.81000,1.97000,1.95000
2021-09-30,1255.24800,633.69500,621.55300,158.37700,93.48900,-7.32700,259.19310,362.36000,-10.57300,351.78700,32.59800,319.18900,319.18900,319.18900,451.75500,362.36000,111.03500,112.41100,2.87000,2.84000
2021-06-30,1110.35100,564.16800,546.18290,152.07900,90.29900,-6.70300,249.08100,297.10190,1.51200,298.61400,12.98800,285.62600,285.62600,285.62600,386.93390,297.10190,112.02600,113.87200,2.55000,2.51000
2021-03-31,1072.73000,544.25490,528.47500,147.28500,78.12300,-9.99900,235.40700,293.06810,-6.28200,286.78600,-11.95100,298.73710,298.73710,298.73710,379.05400,293.06790,114.03400,116.01600,2.61000,2.57000
2020-12-31,1094.83400,557.08200,537.75200,136.69700,93.13900,-8.71300,238.54900,299.20300,-75.68700,223.51600,22.48100,201.03500,201.03500,201.03500,424.05200,299.20300,113.81100,115.69000,1.77000,1.74000
2020-09-30,1060.29200,568.74200,491.55000,156.34200,109.37200,-4.19200,269.90600,221.64400,-21.56600,200.07800,63.16100,136.91700,136.91700,136.91700,344.79800,221.64400,114.32800,116.17700,1.20000,1.18000
2020-06-30,787.45100,461.66200,325.78900,130.07100,86.60400,-16.40200,233.07700,92.71200,4.28800,97.00000,0.07800,96.92200,96.92200,96.92200,214.82700,92.71200,114.58500,116.75100,0.85000,0.83000
2020-03-31,787.77210,451.99110,335.78100,127.02900,85.11100,-21.48700,233.62690,102.15410,-37.51900,64.63500,14.24500,50.39000,50.39000,50.39000,220.84110,102.15410,117.00700,119.29300,0.43000,0.41000
2019-12-31,869.07300,500.96200,368.11100,122.85100,81.20500,-10.98600,215.04200,153.06900,30.12200,183.19100,21.83500,161.35600,161.35600,161.35600,269.85390,153.06900,116.12900,118.45500,1.39000,1.36000
2019-09-30,806.69800,483.11600,323.58200,115.61400,88.27400,-6.92700,210.81500,112.76700,-10.70100,102.06600,19.02800,83.03800,83.03800,83.03800,223.95600,112.76700,117.29400,119.42900,0.71000,0.70000
2019-06-30,775.59800,481.30900,294.28900,118.92000,88.97900,-31.16400,239.06300,55.22600,-10.02900,45.19700,5.65600,39.54100,39.54100,39.54100,177.49600,55.22600,118.75600,121.12300,0.33000,0.33000
2019-03-31,680.88190,414.30890,266.57300,112.84600,75.03300,-14.64700,202.52580,64.04720,-13.85100,50.19600,-11.32100,61.51700,61.51700,61.51700,184.93620,64.04710,124.53400,127.35600,0.49000,0.49000
2018-12-31,832.33000,493.96700,338.36300,109.98500,125.60400,-21.61700,257.20600,81.15700,-10.26800,70.88900,1.37200,69.51700,69.51700,69.51700,266.44300,81.15700,124.30800,126.84200,0.56000,0.55000
2018-09-30,884.44300,530.92900,353.51400,116.74800,139.50700,-6.78200,263.03700,90.47700,-57.64100,32.83600,0.75200,32.08400,32.08400,32.08400,270.62700,90.47700,125.64300,128.55000,0.26000,0.25000
2018-06-30,692.67000,455.93700,236.73300,110.90300,135.93000,-9.11500,255.94800,-19.21500,-42.91400,-62.12900,-32.13600,-29.99300,-29.99300,-29.99300,157.55700,-19.21500,126.19800,126.19800,-0.24000,-0.24000
2018-03-31,665.38290,412.74290,252.64000,110.79500,122.89800,-50.72000,284.41300,-31.77300,-11.90600,-43.67900,-31.17800,-12.50100,-12.50100,-12.50100,143.18790,-31.77300,126.94600,126.94600,-0.10000,-0.09000
2017-12-31,845.73900,508.81200,336.92700,106.41100,126.55500,-23.64100,256.60700,80.32000,-14.88000,65.44000,98.52200,-33.08200,-33.08200,-33.08200,262.29710,80.32000,127.03400,127.03400,-0.26000,-0.26000
2017-09-30,821.58300,500.56100,321.02200,111.39800,138.86700,-21.19300,271.45800,49.56400,-13.91200,35.65200,-0.26700,35.91900,35.91900,35.91900,229.62400,49.56400,127.25700,130.77800,0.28000,0.27000
2017-06-30,640.83100,404.45400,236.37700,116.49900,139.43100,-8.27600,264.20600,-27.82900,-12.43900,-40.26800,-9.64400,-30.62400,-30.62400,-30.62400,149.38800,-27.82900,126.96100,126.96100,-0.24000,-0.24000
2017-03-31,642.99210,411.39590,231.59610,115.67000,132.73800,-7.64400,256.05190,-24.45580,-12.83200,-37.28800,-93.19600,55.90800,55.90800,55.90800,160.90330,-24.45580,127.12100,127.12100,0.44000,0.44000
2016-12-31,826.34700,515.70500,310.64200,111.95100,130.67200,-6.63800,249.26100,61.38100,-16.84000,44.54100,123.17900,-78.63800,-78.63800,-78.63800,240.02500,61.38100,126.85200,126.85200,-0.62000,-0.62000
2016-09-30,864.69800,547.89900,316.79900,126.07800,138.58300,-6.74500,271.40600,45.39300,-15.67300,29.72000,17.87300,11.84700,11.84700,11.84700,219.88000,45.39300,127.54600,132.32900,0.09000,0.09000
2016-06-30,698.53700,422.06200,276.47500,117.13700,143.59500,-10.00200,270.73410,5.74090,-15.40900,-9.66800,-3.99300,-5.67500,-5.67500,-5.67500,171.82790,5.74090,127.54100,127.54100,-0.04000,-0.04000
2016-03-31,608.06900,353.86900,254.20000,107.26800,127.08300,-11.37200,245.72300,8.47700,-11.19800,-2.72100,21.48100,-24.20200,-24.20200,-24.20200,166.51200,8.47700,141.93700,141.93700,-0.16000,-0.16000
2015-12-31,620.68100,389.69300,230.98800,105.99200,126.29400,-11.91500,244.20100,-13.21300,-7.78800,-21.00100,-9.87400,-11.12700,-11.12700,-11.12700,163.95610,-13.21300,139.34300,139.34300,-0.08000,-0.08000
2015-09-30,708.33500,423.48700,284.84800,118.29300,134.99400,-13.52200,266.80900,18.03900,0.19300,18.23200,13.78400,4.44800,4.44800,4.44800,191.92700,18.03900,146.05300,150.78300,0.03000,0.03000
2015-06-30,673.64100,394.12400,279.51700,117.21000,145.72800,-17.91400,280.85200,-1.33500,3.96300,2.62800,0.59200,2.03600,2.03600,2.03600,164.52400,-1.33500,149.32200,154.46100,0.01000,0.01000
2015-03-31,634.89180,446.00600,188.88580,115.47600,145.03300,-30.92200,291.43090,-102.54500,-0.94800,-103.49300,-109.97500,6.48200,6.48200,6.48200,57.69200,-102.54500,90.47700,93.21100,-0.46000,-0.44000
2014-12-31,397.08600,206.38400,190.70200,48.86500,29.96500,-8.23700,87.06700,103.63500,-0.20400,103.43100,15.56800,87.86300,87.86300,87.86300,122.14900,103.63500,72.72300,74.45400,1.21000,1.18000
2014-09-30,362.66700,195.21600,167.45100,48.56700,36.93300,-6.69500,92.19500,75.25600,-0.01800,75.23800,11.92700,63.31100,63.31100,63.31100,94.36800,75.25600,72.21100,74.13400,0.88000,0.85000
2014-06-30,316.32100,174.05200,142.26900,44.58600,37.95500,-13.60800,96.14900,46.12000,-0.05500,46.06500,7.41800,38.64700,38.64700,38.64700,65.24500,46.12000,71.56400,73.65900,0.54000,0.52000
2014-03-31,,,,,,,,,,,,,,,,,,,,0.00000
2013-12-31,288.52000,180.99700,107.52300,50.37800,35.82000,-5.93300,92.13100,15.39200,-0.99600,14.39600,8.16100,6.23500,6.23500,6.23500,15.39200,15.39200,70.61000,71.98000,0.09000,0.09000
2013-03-31,,,,,,,,,,,,,,,,,,,,0.00000
