,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1448.80000,621.79990,827.00020,269.20000,356.40000,623.50010,203.50010,1.50000,205.00000,22.40000,182.60000,180.40000,180.40000,255.80010,203.50040,322.10000,329.50000,0.56000,0.54000
2022-09-30,1414.60000,626.80000,787.80000,274.00000,351.50000,638.50000,149.29990,-9.10000,140.20000,16.60000,123.60000,121.50000,121.50000,203.19990,149.29990,322.80000,328.90000,0.38000,0.37000
2022-06-30,1269.60000,575.50000,694.10000,244.30000,341.50000,586.30000,107.79990,37.70000,145.50000,31.60000,113.90000,113.40000,113.40000,162.99990,107.79990,321.00000,328.10000,0.35000,0.35000
2022-03-31,1168.20000,518.80000,649.40000,248.60000,333.50000,590.90000,58.49990,-12.90000,45.60000,-10.10000,55.70000,55.70000,55.70000,114.79990,58.49990,321.80000,331.10000,0.17000,0.17000
2021-12-31,1299.90000,549.50010,750.39970,254.90000,341.50000,596.49990,153.90030,7.40000,161.30000,28.40000,132.90000,132.90000,132.90000,212.00030,153.90000,324.40000,331.60000,0.42000,0.40000
2021-09-30,1188.80000,496.60000,692.20010,251.80000,318.40000,572.10000,120.10000,-8.30000,111.80000,22.90000,88.90000,88.90000,88.90000,178.50000,120.10000,324.00000,331.10000,0.27000,0.27000
2021-06-30,1172.30000,490.40000,681.90000,245.80000,328.80000,596.20000,85.70010,-10.90000,74.80000,12.80000,62.00000,62.00000,62.00000,146.20010,85.70010,324.50000,330.40000,0.19000,0.19000
2021-03-31,1074.40000,458.80000,615.60000,254.70000,313.80000,587.80000,27.79990,-65.60000,-37.80000,-6.70000,-31.10000,-31.10000,-31.10000,88.19990,27.79990,326.30000,326.30000,-0.10000,-0.10000
2020-12-31,1222.60000,505.60000,717.00010,242.50000,323.30000,618.90000,98.10030,-58.90000,39.20000,8.40000,30.80000,30.80000,30.80000,152.50030,98.10020,330.40000,335.20000,0.10000,0.10000
2020-09-30,1138.20000,480.40000,657.79990,242.40000,289.10000,532.70000,125.09990,-13.50000,111.60000,-33.80000,145.40000,145.40000,145.40000,177.09990,125.09990,330.90000,334.50000,0.44000,0.43000
