,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3876.00000,2601.90000,1274.10000,182.40000,1265.40000,8.80000,1475.40100,-201.30100,1670.20000,1468.90000,457.70000,1011.20000,1011.20000,1011.20000,668.49900,-201.30030,1212.10000,1217.40000,0.83000,0.83000
2022-09-30,4078.20000,2329.80000,1748.40000,174.90000,1017.30000,3.90000,1188.30000,560.09990,-132.60000,427.50000,73.20000,354.30000,354.30000,354.30000,1259.60000,560.09990,1212.50000,1218.10000,0.29000,0.29000
2022-06-30,4116.80000,2413.50000,1703.30000,162.60000,981.10000,-10.90000,1154.60000,548.69970,-159.40000,389.30000,75.40000,313.90000,313.90000,313.90000,1271.00000,548.69970,1212.30000,1217.10000,0.26000,0.26000
2022-03-31,4191.70000,2420.50000,1771.20000,142.30000,915.30000,-6.20000,1063.80000,707.40010,-179.90000,527.50000,128.30000,399.20000,399.20000,399.20000,1443.40000,707.40010,1210.50000,1213.10000,0.33000,0.33000
2021-12-31,4341.60200,2795.20000,1546.40200,197.10000,1082.90000,-273.90000,1623.99900,-77.59770,-126.30000,-203.90010,59.90000,-263.80020,-263.80020,-263.79990,672.20240,-77.59770,1208.80000,1208.80000,-0.22000,-0.22000
2021-09-30,4536.60000,2962.50000,1574.10000,152.10000,1055.00000,-9.40000,1216.50000,357.60010,-157.70000,199.90000,-111.60000,311.50000,311.50000,311.50000,1374.70000,357.60010,1209.30000,1212.60000,0.26000,0.26000
2021-06-30,4577.80000,3250.10000,1327.70000,147.70000,1204.80000,-23.00000,1375.50000,-47.80030,-171.30000,-219.10000,60.10000,-279.20000,-279.20000,-279.20000,1269.30000,-47.80030,1208.80000,1208.80000,-0.23000,-0.23000
2021-03-31,4430.30000,3303.00000,1127.30000,184.10000,1186.50000,-22.90000,1393.50000,-266.20020,-175.10000,-441.30000,596.30000,-1037.60000,-1037.60000,-1037.60000,1156.30000,-266.20020,1207.50000,1207.50000,-0.86000,-0.86000
2020-12-31,3623.50000,2917.10000,706.40060,112.30000,1361.40000,-71.30000,1587.50000,-881.09940,-132.40000,-1013.50000,-97.70000,-915.80000,-915.80000,-915.80000,72.00070,-881.09960,601.20000,601.20000,-1.59000,-1.59000
2020-09-30,2972.10000,1813.60000,1158.50000,129.80000,658.40000,-18.90000,807.10000,351.40010,-109.80000,241.60000,55.90000,185.70000,185.70000,185.70000,783.70010,351.40010,516.90000,517.70000,0.36000,0.36000
2020-06-30,2731.20000,1705.50000,1025.70000,156.30000,719.40000,-15.80000,891.50000,134.19970,-114.20000,20.00000,-19.40000,39.40000,39.40000,39.40000,549.89970,134.19970,516.90000,517.20000,0.08000,0.08000
2020-03-31,2619.20000,1713.10000,906.10000,114.20000,605.40000,-1.80000,721.40000,184.70000,-154.00000,30.70000,9.90000,20.80000,20.80000,20.80000,599.70000,184.70000,516.40000,517.00000,0.04000,0.04000
2019-12-31,3191.80000,2104.40000,1087.40000,151.80000,654.40010,-8.90000,815.10000,272.29980,-137.10000,135.20000,114.70000,20.50000,20.50000,20.50000,819.99990,272.30000,515.70000,516.50000,0.04000,0.04000
2019-09-30,2961.70000,1889.30000,1072.40000,167.90000,632.70000,51.90000,748.70000,323.70000,-137.90000,185.80000,-4.00000,189.80000,189.80000,189.80000,793.39990,323.70000,516.00000,516.20000,0.37000,0.37000
2019-06-30,2851.50000,1918.90000,932.60000,147.60000,668.60000,-20.90000,837.10000,95.50000,-147.60000,-52.10000,116.40000,-168.50000,-168.50000,-168.50000,596.90000,95.50000,515.50000,515.50000,-0.33000,-0.33000
2019-03-31,2495.50000,1690.30000,805.20000,172.60000,607.90000,-0.70000,781.20000,24.00000,-138.50000,-114.50000,-89.50000,-25.00000,-25.00000,-25.00000,524.50000,24.00000,515.00000,515.00000,-0.05000,-0.05000
2018-12-31,3078.70000,2063.10000,1015.60100,148.80000,632.89990,-1.10000,782.79900,232.80100,-155.80000,77.00000,25.80000,51.20000,51.20000,51.20000,841.70090,232.80080,514.50000,516.50000,0.11000,0.10000
2018-09-30,2862.40000,1823.20000,1039.20000,144.10000,577.30000,20.40000,701.00000,338.20000,-146.00000,192.20000,15.50000,176.70000,176.70000,176.70000,838.79990,338.20000,514.50000,516.50000,0.34000,0.34000
2018-06-30,2808.30000,1845.80000,962.50000,206.70000,623.30000,46.40000,783.60000,178.89990,-160.20000,18.70000,-18.80000,37.50000,37.50000,37.50000,680.79990,178.89990,514.40000,516.30000,0.07000,0.07000
