,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,700.37800,155.00700,545.37100,142.32300,303.09600,,454.15900,91.21200,4.70200,95.91400,23.51200,72.40200,72.40200,72.40200,118.68400,91.21200,60.09600,60.38700,1.20000,1.20000
2022-09-30,700.03300,147.46200,552.57090,138.52200,306.51900,,445.04090,107.53010,-7.81300,99.71700,10.37100,89.34600,89.34600,89.34600,134.74110,107.53020,60.27400,61.09700,1.49000,1.47000
2022-06-30,674.48800,130.73300,543.75500,138.73700,297.55400,,436.29100,107.46390,-6.22100,101.24300,18.22400,83.01900,83.01900,83.01900,136.06390,107.46390,59.96500,60.46000,1.38000,1.37000
2022-03-31,634.22400,126.35900,507.86500,135.83800,297.38000,,433.21800,74.64700,-1.93400,72.71300,16.47700,56.23600,56.23600,56.23600,104.18500,74.64700,60.57300,61.40500,0.93000,0.92000
2021-12-31,687.10000,135.07300,552.02700,130.27100,299.69600,,437.87600,114.15090,-2.43100,111.72000,18.16100,93.55900,93.55900,93.55900,144.41090,114.15090,60.81000,61.88200,1.54000,1.51000
2021-09-30,681.99700,128.67800,553.31900,124.70000,302.25490,,426.95480,126.36420,-2.86500,123.49900,12.78100,110.71800,110.71800,110.71800,156.80320,126.36420,60.70700,62.05700,1.83000,1.77000
2021-06-30,651.51500,120.90400,530.61100,133.28300,300.91600,,434.19900,96.41200,-2.16300,94.24900,4.64500,89.60400,89.60400,89.60400,125.21200,96.41200,60.18600,61.35100,1.49000,1.46000
2021-03-31,645.28700,128.58500,516.70200,140.45300,322.74800,,463.20100,53.50100,-1.37700,52.12400,8.88300,43.24100,43.24100,43.24100,82.02600,53.50100,60.66700,62.15800,0.71000,0.70000
2020-12-31,624.61700,114.97900,509.63800,114.19100,277.69900,,391.89000,117.74800,-0.68300,117.06500,29.38700,87.67800,87.67800,87.67800,145.40800,117.74800,61.44000,62.28200,1.43000,1.41000
2020-09-30,614.81610,111.96700,502.84910,120.30000,283.93600,,404.23600,98.61310,-1.09000,97.52300,19.86000,77.66300,77.66300,77.66300,125.13310,98.61310,60.91100,61.37800,1.27000,1.25000
2020-06-30,583.25200,106.04000,477.21200,115.99100,273.60000,,389.59100,87.62100,0.14100,87.76200,17.89000,69.87200,69.87200,69.87200,113.84600,87.62100,60.97800,61.41500,1.15000,1.14000
2020-03-31,583.44900,101.23800,482.21100,109.02800,289.48500,,398.51300,83.69800,-0.14100,83.55700,22.17800,61.37900,61.37900,61.37900,107.83100,83.69800,60.86900,61.08400,1.01000,1.00000
2019-12-31,569.30500,88.64200,480.66300,96.00500,254.52300,,358.32800,122.33500,5.22000,127.55500,29.02800,98.52700,98.52700,98.52700,141.31400,122.33500,60.64900,60.81500,1.62000,1.62000
2019-09-30,590.38790,90.91800,499.46990,102.81200,281.94400,,384.75610,114.71390,3.39700,118.11100,23.27400,94.83700,94.83700,94.83700,136.57590,114.71400,60.04400,60.45600,1.58000,1.56000
2019-06-30,563.39400,90.76700,472.62700,116.89400,252.99300,,369.88700,102.74000,4.72200,107.46200,21.55700,85.90500,85.90500,85.90500,121.13900,102.74000,59.98100,60.19600,1.43000,1.43000
2019-03-31,544.89500,88.17800,456.71700,96.31400,217.61000,,313.92400,142.79300,7.43400,150.22700,34.14000,116.08700,116.08700,116.08700,157.03800,142.79300,59.68600,60.02900,1.94000,1.93000
2018-12-31,543.77000,86.71400,457.05600,92.03800,206.80200,,298.84000,158.21600,7.09500,165.31100,34.40600,130.90500,130.90500,130.90500,172.21700,158.21600,60.21600,60.64500,2.17000,2.16000
2018-09-30,562.70890,93.44000,469.26890,95.07800,202.17300,,315.67700,153.59190,5.66700,159.25900,26.37800,132.88100,132.88100,132.88100,169.00190,153.59190,61.26200,62.01300,2.19000,2.15000
2018-06-30,542.20300,91.00900,451.19400,94.06100,205.18000,,299.24100,151.95300,2.25900,154.21200,31.46900,122.74300,122.74300,122.74300,165.98500,151.95300,60.97000,61.63300,2.01000,1.99000
2018-03-31,533.30400,89.64500,443.65900,91.05600,209.24600,,300.30200,143.35700,2.79000,146.14700,36.51100,109.63600,109.63600,109.63600,158.22600,143.35700,61.42000,62.05900,1.79000,1.77000
2017-12-31,523.19100,87.38700,435.80400,85.88900,207.91800,,293.80700,141.99700,2.14500,144.14200,55.71300,88.42900,88.42900,88.42900,157.17700,141.99700,62.19500,62.55000,1.42000,1.41000
