,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3530.66700,1593.04800,1937.61900,1421.58600,1421.58600,516.03300,-60.13100,455.90200,-51.96600,507.86800,507.86800,,507.86800,672.54900,516.03300,387.73900,388.19200,1.31000,1.31000
2022-09-30,3080.60000,1498.17700,1582.42300,1251.32000,1673.24200,-90.81890,-43.18300,-134.00200,-15.57000,-118.43200,-118.43200,,-118.43200,487.51510,-90.81890,387.68800,387.68800,-0.31000,-0.31000
2022-06-30,2261.59500,1042.98200,1218.61300,1155.25100,1155.25100,63.36210,-125.97600,-62.61400,-6.65400,-55.96000,-55.96000,,-55.96000,223.45310,63.36210,387.56300,387.56300,-0.14000,-0.14000
2022-03-31,2824.66400,1358.79200,1465.87200,1273.48000,1273.48100,192.39090,-21.27100,171.12100,90.67800,80.44300,80.44300,0.39900,80.84200,360.21790,192.39100,390.29100,392.41100,0.21000,0.21000
2021-12-31,3624.38400,1592.60400,2031.78000,1353.33800,1353.33800,678.44210,-37.12800,641.31400,123.51300,517.80100,517.80100,,517.80100,844.44210,678.44210,390.43000,392.49500,1.33000,1.32000
2021-09-30,3198.23500,1479.44600,1718.78900,1160.30300,1160.30300,558.48610,-26.82100,531.66500,67.61200,464.05300,464.05300,,464.05300,728.74610,558.48610,391.77900,394.01700,1.18000,1.18000
2021-06-30,2194.55700,955.55100,1239.00600,1036.12200,1036.12200,202.88390,-23.73400,179.15000,25.17800,153.97200,153.97200,170.27300,324.24500,375.86390,202.88390,391.35100,394.12800,0.83000,0.82000
2021-03-31,2582.67200,1236.39900,1346.27300,1203.41900,1223.78000,122.49290,-33.44400,89.04900,27.30600,61.74300,61.74300,27.77700,89.52000,325.36990,122.49290,389.65500,392.12100,0.23000,0.23000
2020-12-31,2971.54100,1345.02400,1626.51700,1214.51800,1214.51800,411.99900,-25.29200,386.70700,59.04800,327.65900,327.65900,19.58100,347.24000,581.67000,411.99900,389.87200,392.85100,0.89000,0.88000
2020-09-30,2608.32400,1282.40600,1325.91800,1005.97000,1005.97000,319.94800,-26.28700,293.66100,50.41500,243.24600,243.24600,13.47600,256.72200,499.63800,319.94800,389.21900,391.18000,0.66000,0.66000
2020-06-30,1076.29300,506.95100,569.34200,816.15100,816.15100,-246.80910,-66.13600,-312.94500,-35.20300,-277.74200,-277.74200,-7.87100,-285.61300,-82.01110,-246.80910,388.69500,390.79100,-0.73000,-0.73000
2020-03-31,2102.42100,986.26620,1116.15500,1049.69300,1372.91580,-256.76100,-132.93000,-389.69100,93.39500,-483.08610,-483.08600,-0.69000,-483.77600,249.61000,-256.76120,395.41100,399.93600,-1.20000,-1.19000
2019-12-31,3155.72300,1351.65300,1804.07000,1264.03100,1264.03100,540.03880,-39.48100,500.55800,78.97600,421.58200,421.58200,43.42100,465.00300,705.73080,540.03880,395.94000,400.32200,1.17000,1.16000
2019-09-30,3179.75800,1456.31700,1723.44100,1174.87900,1174.87900,548.56200,-18.15700,530.40500,-94.97200,625.37700,625.37700,23.62400,649.00100,705.68700,548.56200,397.75100,402.26100,1.63000,1.61000
2019-06-30,2050.65400,896.28400,1154.37000,1058.40500,1058.40500,95.96510,-10.02900,85.93600,20.66300,65.27300,65.27300,-16.05200,49.22100,250.32610,95.96510,396.72700,401.91400,0.12000,0.12000
2019-03-31,1682.65000,640.88520,1041.76500,1030.48800,1030.48780,11.27670,-22.55300,-11.27600,4.90600,-16.18200,-16.18200,144.98600,128.80400,74.95670,11.27670,395.18900,400.49600,0.33000,0.33000
2018-12-31,3227.71200,1464.76100,1762.95100,1242.13100,1242.13100,520.81980,-26.24700,494.57300,85.45300,409.12000,409.12000,54.38900,463.50900,583.60980,520.81980,395.29400,399.76700,1.17000,1.16000
2018-09-30,3219.39000,1545.39100,1673.99900,1129.01300,1129.01300,544.98610,-58.79100,486.19500,70.07100,416.12400,416.12400,90.99700,507.12100,621.34910,544.98610,395.89200,401.93900,1.28000,1.26000
2018-06-30,2137.13500,1005.28900,1131.84600,1018.74700,1018.74700,113.09900,-44.27800,68.82100,7.45700,61.36400,61.36400,98.99400,160.35800,165.99500,113.09900,394.16500,399.54800,0.41000,0.40000
2018-03-31,,,,,,,,,,,,,,,,,,,0.00000
2017-12-31,,,,,,,,,,,,,,,,,,,0.00000
2017-09-30,3392.93400,1689.04100,1703.89300,1128.36600,1128.36600,575.52710,-24.45000,551.07700,77.25700,473.82000,473.82000,-87.68000,386.14000,755.86010,575.52710,393.25800,397.38400,0.98000,0.97000
2017-06-30,2268.62000,1142.47600,1126.14400,966.46800,966.46800,159.67630,-23.82400,135.85200,28.76000,107.09200,107.09200,2.79700,109.88900,225.14630,159.67630,397.06500,400.51200,0.28000,0.27000
2017-03-31,2581.67700,1286.68500,1294.99200,,,2581.67700,,271.21900,56.54000,,214.67900,-5.51600,209.16300,2581.67700,,411.99000,415.96000,0.51000,0.50000
2016-12-31,,,,,,,,,,,,,,,,,,,0.00000
2016-09-30,3327.71600,1693.07100,1634.64500,1026.39800,1026.39800,608.24710,-23.66500,584.58200,99.35800,485.22400,485.22400,13.26500,498.48900,676.26610,608.24710,413.46100,419.24000,1.21000,1.19000
