,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-11-30,15747.80000,10561.66000,5186.14200,2593.04200,2593.04000,2593.10000,8.51800,2601.61800,605.31800,1996.30000,1996.30000,1964.95000,3099.32900,2593.10000,630.13730,638.76680,3.12000,3.08000
2022-08-31,15423.65000,10477.60000,4946.05700,2677.86700,2677.86000,2268.18800,-23.22800,2244.96100,552.57600,1692.38500,1692.38500,1665.12800,2803.09400,2268.18800,632.76300,642.83900,2.64000,2.60000
2022-05-31,16158.80000,10844.07000,5314.73300,2711.61600,2711.62000,2603.11700,-108.49400,2494.62400,675.30800,1819.31600,1819.31600,1786.07500,3127.30300,2603.11700,632.74900,641.00500,2.82000,2.79000
2022-02-28,15046.69000,10522.73000,4523.95900,2462.37900,2462.38000,2061.58000,-11.13000,2050.45000,392.92100,1657.52900,1657.52900,1634.94200,2589.84000,2061.58000,633.95700,644.12700,2.58000,2.54000
2021-11-30,14965.15000,10048.36000,4916.78900,2482.49500,2482.50000,2434.29400,-28.16200,2406.13200,586.40200,1819.73000,1819.73000,1791.02400,2935.15900,2434.29400,632.28090,644.92270,2.83000,2.78000
2021-08-31,13419.28000,8953.07000,4466.21400,2507.52600,2507.53000,1958.68800,-40.88400,1917.80500,480.38210,1437.42300,1437.42300,1416.24800,2444.96900,1958.69000,634.74500,645.90900,2.23000,2.21000
2021-05-31,13263.79000,8859.41100,4404.38400,2285.72800,2285.72900,2118.65600,-24.65500,2094.00100,524.42900,1569.57200,1569.57200,1549.42600,2597.64200,2118.65600,635.20400,645.45400,2.44000,2.40000
2021-02-28,12088.13000,8492.89300,3595.23200,1941.71700,1941.71700,1653.51600,108.92800,1762.44300,300.95000,1461.49300,1461.49300,1440.85900,2111.29100,1653.51600,635.99400,646.32200,2.27000,2.23000
2020-11-30,11762.18000,7863.88900,3898.29500,2007.62700,2007.62700,1890.66900,96.19800,1986.86700,464.81000,1522.05700,1522.05700,1500.27600,2358.86900,1890.66900,634.27100,646.88000,2.37000,2.32000
2020-08-31,10835.27000,7394.73000,3440.54200,1895.83700,1895.83600,1544.70600,238.65200,1783.35500,477.93090,1305.42400,1305.42400,1287.92900,2031.59600,1544.70400,636.30000,647.79700,2.03000,1.99000
2020-05-31,10991.30000,7462.61700,3528.68800,1815.95500,1815.95500,1712.73200,-31.96000,1680.77300,428.13400,1252.63900,1252.63900,1228.20200,2157.39300,1712.73200,636.14600,645.60800,1.93000,1.90000
2020-02-29,11141.50000,7782.33400,3359.17100,1870.22600,1870.22600,1488.94500,20.61100,1509.55600,257.47400,1252.08200,1252.08200,1234.74000,1931.06100,1488.94500,637.48560,648.83390,1.94000,1.91000
2019-11-30,11358.96000,7711.19900,3647.75900,1880.49600,1880.49600,1767.26300,33.38400,1800.64700,425.47900,1375.16800,1375.16800,1356.96800,2166.72100,1767.26300,635.72230,649.38950,2.13000,2.09000
2019-08-31,11055.65000,7621.03300,3434.61600,1863.12300,1863.12000,1571.49600,-10.74100,1560.75200,415.20410,1145.54800,1145.54800,1130.42700,1811.66400,1571.49300,638.09810,650.20490,1.77000,1.74000
2019-05-31,11099.69000,7571.39000,3528.29800,1810.35500,1810.35500,1717.94300,-13.63600,1704.30700,435.65800,1268.64900,1268.64900,1249.51600,1939.25200,1717.94300,637.83140,649.29770,1.96000,1.93000
2019-02-28,10454.13000,7399.78000,3054.34900,1667.72300,1667.72300,1386.62600,-10.37200,1376.25400,235.53400,1140.72000,1140.72000,1124.44900,1606.22400,1386.62600,638.64000,649.17100,1.76000,1.73000
2018-11-30,10605.55000,7308.12100,3297.42500,1668.41300,1668.41300,1629.01200,-18.52800,1610.48400,319.16000,1291.32400,1291.32400,1274.72000,1840.69700,1629.01200,638.87740,652.15140,2.00000,1.96000
2018-08-31,10503.99000,7266.33100,3237.65600,1767.97200,1767.97000,1469.68700,-13.07000,1456.61400,408.24310,1048.37100,1048.37100,1029.52400,1704.77700,1469.68600,628.45170,655.29610,1.61000,1.58000
2018-05-31,10695.00000,7362.98100,3332.01500,1697.14000,1697.14000,1634.87500,-22.31700,1612.55800,554.41700,1058.14100,1058.14100,1043.02000,1873.26400,1634.87500,639.21730,654.60000,1.63000,1.60000
2018-02-28,9909.23800,7049.69800,2859.54000,1563.49600,1563.49600,1296.04400,-51.24700,1244.79700,325.25700,919.54000,919.54000,863.70300,1516.70800,1296.04400,617.85470,656.11880,1.40000,1.37000
2017-11-30,9884.31300,6820.16000,3064.15300,1565.97700,1565.97700,1498.17700,-4.05200,1494.12400,305.58200,1188.54200,1188.54200,1123.66000,1730.81000,1498.17700,615.83600,656.67100,1.82000,1.79000
2017-08-31,9052.26900,6124.59700,2927.67100,1582.11100,1072.31600,1855.35500,-563.35400,1292.00100,308.82700,983.17410,983.17410,932.45290,2087.42500,1855.35400,620.10420,660.46330,1.51000,1.48000
2017-05-31,9356.78700,6447.15600,2909.63100,1534.40300,2044.19700,865.43460,8.96500,874.40000,169.59900,704.80100,704.80100,669.46800,1059.91500,865.43460,619.43700,658.77000,1.08000,1.05000
2017-02-28,8762.18200,6258.02600,2504.15600,1365.50300,1365.50300,1138.65300,-20.14300,1118.51000,231.30200,887.20800,887.20800,838.75200,1326.46000,1138.65300,621.99990,661.07930,1.35000,1.33000
2016-11-30,9005.60300,6275.57100,2730.03200,1398.07300,1398.07300,1331.95900,-0.83800,1331.12100,271.37200,1059.74900,1059.74900,1004.47600,1519.39200,1331.95900,621.57000,663.75300,1.62000,1.58000
2016-08-31,8965.58000,6310.04100,2655.53900,1460.34200,1460.34200,1195.19700,263.71510,1458.91300,328.13200,1130.78100,1130.78100,1069.22600,1388.61200,1195.19600,624.79780,667.77030,1.71000,1.68000
2016-05-31,8969.04400,6279.49200,2689.55200,1383.60900,1383.60900,1305.94300,-12.23900,1293.70400,343.42100,950.28300,950.28300,897.24700,1486.95300,1305.94300,623.72590,666.40330,1.44000,1.41000
2016-02-29,8397.05300,6027.23700,2369.81600,1281.77200,1281.77200,1088.04400,534.54800,1622.59200,222.73400,1399.85800,1399.85800,1326.52000,1260.78900,1088.04400,626.52380,668.12510,2.12000,2.08000
2015-11-30,8465.98400,5903.46500,2562.52000,1341.25900,1341.25900,1221.26100,7.10300,1228.36300,359.68200,868.68100,868.68100,818.89900,1403.14300,1221.26100,626.46310,671.30070,1.31000,1.28000
2015-08-31,8364.51300,5860.10500,2504.40700,1410.79700,1410.80000,1093.60700,-12.14700,1081.46100,293.33600,788.12490,788.12490,737.62790,1267.37000,1093.60800,626.79960,678.75710,1.18000,1.15000
2015-05-31,8275.06600,5750.16100,2524.90500,1327.00400,1391.38600,1133.52000,-1.42800,1132.09100,281.86100,850.23000,850.23000,793.69700,1286.92500,1133.52000,625.96940,677.82570,1.27000,1.24000
2015-02-28,7931.59000,5690.95100,2240.63900,1219.60600,1219.60600,1021.03300,-16.07300,1004.96000,261.76800,743.19200,743.19200,690.72600,1173.26900,1021.03300,628.25500,679.16500,1.10000,1.08000
2014-11-30,8343.25700,5803.96700,2539.29000,1351.58100,1351.58100,1187.70900,4.30900,1192.01800,299.77600,892.24190,892.24190,831.53000,1354.22800,1187.70900,628.43900,682.33300,1.32000,1.29000
2014-08-31,8267.32000,5798.70100,2468.62000,1389.25500,1389.25300,1079.36700,8.69300,1088.05800,327.89000,760.16800,760.16800,701.01610,1243.44600,1079.36500,634.21620,692.39000,1.11000,1.08000
2014-05-31,8240.18000,5703.82300,2536.35700,1357.59100,1357.59100,1178.76600,-2.82800,1175.93800,294.12500,881.81300,881.81300,817.33600,1340.96300,1178.76600,633.12800,691.03800,1.29000,1.26000
2014-02-28,7567.48300,5337.34100,2230.14200,1278.86000,1278.86000,951.28220,-1.15400,950.12800,227.79700,722.33100,722.33100,671.30000,1100.42200,951.28220,635.92900,693.84600,1.06000,1.03000
2013-11-30,7799.69600,5350.34900,2449.34700,1376.26300,1358.24800,1091.09900,-7.52200,1083.57700,271.93100,811.64600,811.64600,751.84600,1236.42600,1091.09900,636.69600,698.50400,1.18000,1.15000
2013-08-31,7524.99300,5175.39400,2349.60000,1365.61300,1366.09700,983.50240,-18.59900,964.90390,237.57710,727.32700,727.32700,671.00090,1137.20900,983.50240,645.53700,713.34050,1.04000,1.01000
2013-05-31,7707.93500,5269.91600,2438.01900,1345.27200,1296.04800,1141.97100,4.61400,1146.58500,272.52200,874.06300,874.06300,810.25800,1284.10200,1141.97100,650.62600,715.62800,1.25000,1.21000
2013-02-28,7493.32000,5262.95700,2230.36300,1289.59800,1065.83100,1164.53200,16.81700,1181.34900,-5.74900,1187.09800,1187.09800,1101.80200,1321.79800,1164.53200,649.52000,715.46400,1.70000,1.65000
2012-11-30,7668.03600,5301.84300,2366.19300,1317.05400,1317.51900,1048.67400,-2.21800,1046.45600,280.42500,766.03110,766.03110,698.81700,1188.59800,1048.67400,639.65900,716.89200,1.09000,1.06000
2012-08-31,7288.25900,5039.36900,2248.89100,1308.10700,1308.54000,940.35060,5.80400,946.15420,309.99890,636.15520,636.15520,578.28200,1119.26000,940.34860,643.13260,727.38670,0.90000,0.88000
2012-05-31,7640.79000,5269.88500,2370.90500,1309.70900,1310.14400,1060.76100,5.69200,1066.45300,303.62200,762.83100,762.83100,689.21900,1195.76200,1060.76100,645.76200,729.52800,1.07000,1.03000
2012-02-29,7259.82800,5143.46200,2116.36600,1226.65200,1227.06700,889.29930,9.24100,898.54000,184.35000,714.18990,714.18990,643.92300,1036.30900,889.29930,646.45300,729.81000,1.00000,0.97000
2011-11-30,7589.10800,5337.56800,2251.54000,1269.99400,1270.40200,981.13770,11.88900,993.02700,281.27000,711.75700,711.75700,642.08600,1113.76300,981.13770,644.28500,730.74500,1.00000,0.96000
