,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2011-08-31,7174.07300,4958.68800,2215.38500,1292.45100,1292.85500,922.52930,12.86900,935.39790,252.53290,682.86510,682.86510,611.93310,1063.86900,922.52930,645.63000,743.21100,0.95000,0.90000
2011-05-31,7204.35500,4894.72700,2309.62800,1359.81600,1360.21200,949.41600,8.43300,957.84900,258.78000,699.06900,699.06900,628.01300,1080.18900,949.41600,651.33900,746.20500,0.96000,0.93000
2011-02-28,6496.29300,4579.06900,1917.22400,1145.27800,1145.64700,771.57710,2.57000,774.14700,208.39700,565.75000,565.75000,503.01700,892.66110,771.57710,646.29200,743.50500,0.78000,0.75000
2010-11-30,6478.19300,4533.71300,1944.48000,1117.19700,1117.54500,826.93460,17.69300,844.62800,239.07200,605.55600,605.55600,534.71400,946.99360,826.93460,637.29800,743.49500,0.84000,0.81000
2010-08-31,5833.07200,3988.26100,1844.81100,1131.11800,1131.17900,713.63180,2.96000,716.59390,206.33100,510.26290,510.26290,445.48210,838.58980,713.63380,637.17000,767.01300,0.70000,0.66000
2010-05-31,5975.49500,4043.84500,1931.65000,1124.54400,1127.82000,803.83060,-0.55000,803.28000,239.76100,563.51900,563.51900,490.59700,920.14460,803.83060,641.35600,767.16200,0.76000,0.73000
2010-02-28,5537.82300,3847.49200,1690.33100,1036.72100,1039.35800,650.97310,-11.58300,639.39000,177.51100,461.87900,461.87900,399.76000,769.49110,650.97310,638.69500,769.18800,0.63000,0.60000
2009-11-30,5747.68700,3963.73300,1783.95400,1033.98100,1037.54600,746.40820,8.69700,755.10500,230.30700,524.79800,524.79800,444.81700,861.30620,746.40820,631.52700,774.37800,0.70000,0.67000
2009-08-31,5505.45100,3845.09600,1660.35500,984.76700,1240.76700,419.58740,2.89600,422.48220,116.50600,305.97600,305.97600,254.69200,547.16940,419.58590,623.00700,786.89100,0.41000,0.39000
2009-05-31,5537.34800,3866.72100,1670.62700,935.41100,938.58700,732.04050,15.73100,747.77100,211.24200,536.52900,536.52900,443.96900,848.41750,732.04050,623.64900,784.04700,0.71000,0.68000
2009-02-28,5657.56300,4035.23800,1622.32500,957.86700,944.85800,677.46680,21.49500,698.96200,196.55400,502.40800,502.40800,411.43600,812.53580,677.46680,620.46200,787.14800,0.66000,0.63000
