,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,20273.00000,8671.00000,11602.00000,5577.00000,-16.00000,8855.00000,2747.00000,-820.00000,1927.00000,450.00000,1477.00000,1477.00000,,1477.00000,6009.00000,2747.00000,1249.76400,1255.37700,1.19000,1.18000
2022-09-30,19477.00000,8694.00000,10783.00000,5118.00000,-1071.00000,9502.00000,1281.00000,-830.00000,451.00000,-57.00000,508.00000,508.00000,,508.00000,4594.00000,1281.00000,1253.87300,1259.21000,0.40000,0.40000
2022-06-30,19701.00000,9168.00000,10533.00000,5856.00000,-477.00000,9824.00000,709.00000,-872.00000,-163.00000,-55.00000,-108.00000,-108.00000,,-108.00000,4200.00000,709.00000,1253.93300,1253.93300,-0.09000,-0.09000
2022-03-31,20120.00000,9673.00000,10447.00000,5056.00000,,8641.00000,1806.00000,-875.00000,931.00000,218.00000,713.00000,713.00000,,713.00000,5391.00000,1806.00000,1250.50600,1255.36900,0.57000,0.57000
2021-12-31,20785.00000,10452.00000,10333.00000,5398.00000,,9270.00000,1063.00000,-834.00000,229.00000,-193.00000,422.00000,422.00000,,422.00000,4935.00000,1063.00000,1247.15500,1254.77000,0.34000,0.34000
2021-09-30,19624.00000,8683.00000,10941.00000,5212.00000,,9357.00000,1584.00000,-896.00000,688.00000,-3.00000,691.00000,691.00000,,691.00000,5729.00000,1584.00000,1248.19000,1253.66100,0.55000,0.55000
2021-06-30,19950.00000,8944.00000,11006.00000,4823.00000,,8900.00000,2106.00000,-851.00000,1255.00000,277.00000,978.00000,978.00000,,978.00000,6183.00000,2106.00000,1247.56300,1253.71800,0.78000,0.78000
2021-03-31,19759.00000,8526.00000,11233.00000,4805.00000,,9094.00000,2139.00000,-960.00000,1179.00000,246.00000,933.00000,933.00000,,933.00000,6428.00000,2139.00000,1243.52000,1252.78400,0.75000,0.74000
2020-12-31,20341.00000,9652.00000,10689.00000,4758.00000,,8977.00000,1712.00000,-891.00000,821.00000,71.00000,750.00000,750.00000,,750.00000,5931.00000,1712.00000,1144.20600,1154.74900,0.47000,0.46000
2020-09-30,19272.00000,7681.00000,11591.00000,4876.00000,,9026.00000,2565.00000,-905.00000,1660.00000,407.00000,1253.00000,1253.00000,,1253.00000,6715.00000,2565.00000,1238.45100,1249.79900,1.01000,1.00000
2020-06-30,17671.00000,6765.00000,10906.00000,5604.00000,-418.00000,10086.00000,820.00000,-1028.00000,-208.00000,2.00000,-210.00000,-210.00000,320.00000,110.00000,4884.00000,820.00000,1236.52800,1236.52800,0.09000,0.09000
2020-03-31,11113.00000,4168.00000,6945.00000,3688.00000,,5406.00000,1539.00000,-282.00000,1257.00000,306.00000,951.00000,951.00000,,951.00000,3257.00000,1539.00000,858.14800,865.99900,1.11000,1.10000
2019-12-31,11878.00000,5212.00000,6666.00000,3656.00000,,5432.00000,1234.00000,-269.00000,965.00000,214.00000,751.00000,751.00000,,751.00000,3010.00000,1234.00000,854.14400,863.43400,0.87000,0.86000
2019-09-30,11061.00000,4437.00000,6624.00000,3498.00000,,5153.00000,1471.00000,-276.00000,1195.00000,325.00000,870.00000,870.00000,,870.00000,3126.00000,1471.00000,854.57800,862.69100,1.02000,1.01000
2019-06-30,10979.00000,4310.00000,6669.00000,3543.00000,,5128.00000,1541.00000,-301.00000,1240.00000,301.00000,939.00000,939.00000,,939.00000,3126.00000,1541.00000,854.36800,860.13600,1.10000,1.09000
