,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,856.49990,353.40000,503.09990,134.70000,249.90000,406.39980,96.70010,-5.60000,91.10000,5.50000,85.60000,85.60000,85.60000,140.50010,96.70020,248.60000,250.20000,0.35000,0.35000
2022-09-30,884.90000,369.50000,515.40000,127.00000,246.70000,393.00010,122.40000,-4.50000,117.90000,32.10000,85.80000,85.80000,85.80000,163.50000,122.40000,247.50000,248.90000,0.35000,0.34000
2022-06-30,941.20000,403.70000,537.50000,140.10000,245.80000,402.60000,134.90000,86.70000,221.60000,53.60000,168.00000,168.00000,168.00000,177.20000,134.90000,249.20000,250.70000,0.67000,0.67000
2022-03-31,993.70000,444.10000,549.60000,140.30000,233.40000,392.70000,156.90000,-18.40000,138.50000,28.20000,110.30000,110.30000,110.30000,201.50000,156.90000,250.80000,252.80000,0.44000,0.44000
2021-12-31,926.00020,414.49990,511.50030,136.40000,232.60000,383.69990,127.80040,-9.70000,118.10000,2.80000,115.30000,115.30000,115.30000,171.70040,127.80020,251.40000,254.30000,0.46000,0.45000
2021-09-30,901.40000,396.90000,504.50000,132.50000,210.70000,357.00000,147.50000,9.20000,156.70000,32.70000,124.00000,124.00000,124.00000,191.90000,147.50000,251.80000,254.50000,0.49000,0.49000
2021-06-30,945.20000,419.80000,525.40000,138.30000,224.80000,380.60000,144.80000,17.60000,162.40000,23.50000,138.90000,138.90000,138.90000,190.30000,144.80000,251.50000,254.20000,0.55000,0.55000
2021-03-31,886.50000,393.20000,493.30000,129.40000,207.80000,352.40000,140.90000,-3.50000,137.40000,22.80000,114.60000,114.60000,114.50000,187.00000,140.90000,251.10000,254.30000,0.46000,0.45000
2020-12-31,829.70010,361.20000,468.50020,125.80000,199.80000,346.60010,121.90000,6.40000,128.30000,-52.40000,180.70000,180.70000,180.30000,169.80000,121.89990,250.50000,252.30000,0.72000,0.71000
2020-09-30,792.10000,352.40000,439.70000,117.90000,191.00000,337.70000,102.00000,-5.60000,96.40000,11.60000,84.80000,84.80000,84.70000,151.90000,102.00000,250.70000,252.80000,0.34000,0.34000
