,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-10-31,2338.79300,1375.97600,962.81700,597.16400,-3.79700,600.96100,361.85610,0.84900,362.70500,88.12000,274.58500,274.58500,274.58500,420.31710,361.85610,51.13100,51.41800,5.37000,5.34000
2022-07-31,2297.11300,1368.94900,928.16410,534.45900,-2.27700,536.73600,391.42810,0.10800,391.53600,95.85900,295.67700,295.67700,295.67700,452.31010,391.42810,51.60700,51.90000,5.73000,5.70000
2022-04-30,2345.90100,1404.87500,941.02590,500.97000,-2.34800,503.31800,437.70790,-0.40100,437.30700,105.91200,331.39500,331.39500,331.39500,500.54690,437.70790,52.25000,52.58200,6.34000,6.30000
2022-01-31,2729.38800,1702.05900,1027.32900,649.96780,-1.73900,651.70700,375.62160,-0.46700,375.15500,85.78900,289.36600,289.36600,289.36600,439.34760,375.62170,54.48200,54.84100,5.40000,5.38000
2021-10-31,1995.77500,1206.30100,789.47400,503.40300,-1.83200,505.23500,284.23890,-0.41300,283.82600,68.53700,215.28900,215.28900,215.28900,349.39590,284.23890,54.29100,54.66000,3.97000,3.94000
2021-07-31,1967.20700,1169.24400,797.96300,464.29900,-1.35700,465.65600,332.30700,-0.42500,331.88200,80.98900,250.89300,250.89300,250.89300,401.28500,332.30700,54.67500,55.01400,4.59000,4.56000
2021-04-30,1938.51900,1184.73100,753.78810,443.87500,-4.58900,448.46400,305.32410,-0.35800,304.96600,74.67700,230.28900,230.28900,230.28900,375.92310,305.32410,55.79500,56.17200,4.13000,4.10000
2021-01-31,2198.70100,1427.67300,771.02780,514.13990,-32.61600,546.75600,224.27190,-0.46300,223.80900,52.31500,171.49400,171.49400,171.49400,295.65780,224.27230,56.35100,56.55800,3.04000,3.04000
2020-10-31,1552.03300,1006.51400,545.51900,416.37800,-27.86400,444.24200,101.27700,-1.38300,99.89400,25.09600,74.79800,74.79800,74.79800,173.63400,101.27700,56.32700,56.54600,1.33000,1.32000
2020-07-31,1228.00900,899.00200,329.00700,271.58700,-44.66500,316.25200,12.75500,-2.61700,10.13800,2.08600,8.05200,8.05200,8.05200,90.15800,12.75500,56.31800,56.49700,0.14000,0.14000
2020-04-30,1173.21000,869.60500,303.60500,380.91200,-24.17700,405.08900,-101.48400,-1.27200,-102.75600,-24.24700,-78.50900,-78.50900,-78.50900,-24.85800,-101.48400,56.41900,56.41900,-1.39000,-1.39000
2020-01-31,2305.91800,1499.03300,806.88490,515.54190,-3.58700,519.12900,287.75570,0.43900,288.19500,65.47600,222.71900,222.71900,222.71900,364.14770,287.75600,57.84000,58.10500,3.91000,3.88000
2019-10-31,1682.51400,1059.08100,623.43300,449.19800,-6.45500,455.65300,167.78000,0.90000,168.68000,38.93300,129.74700,129.74700,129.74700,242.03600,167.78000,57.56800,57.76300,2.25000,2.25000
2019-07-31,1666.60700,1060.70800,605.89900,392.84300,-5.03800,397.88100,208.01810,1.67100,209.68900,48.43100,161.25800,161.25800,161.25800,281.15910,208.01810,58.17100,58.44600,2.77000,2.76000
2019-04-30,1743.02900,1098.18200,644.84700,403.13300,-4.17400,407.30700,237.54020,2.04600,239.58600,47.36500,192.22100,192.22100,192.22100,309.35020,237.54020,58.63100,58.99300,3.28000,3.26000
2019-01-31,2124.71700,1383.85700,740.85930,457.24500,-2.40400,459.64900,281.21020,1.27500,282.48500,67.81100,214.67390,214.67390,214.67400,353.03020,281.21020,59.86400,60.18100,3.62000,3.60000
2018-10-31,1560.01100,987.73300,572.27800,395.45300,-7.61200,403.06500,169.21290,1.31800,170.53100,39.36500,131.16600,131.16600,131.16600,239.04990,169.21290,59.72400,60.06200,2.20000,2.18000
2018-07-31,1488.22100,952.76000,535.46090,337.14200,-4.50400,341.64600,193.81490,1.14300,194.95800,46.63500,148.32300,148.32300,148.32300,262.84090,193.81490,60.07000,60.37500,2.47000,2.46000
2018-04-30,1543.66700,982.95400,560.71300,345.62400,-5.24700,350.87100,209.84200,1.32500,211.16700,46.77100,164.39600,164.39600,164.39600,278.63100,209.84200,60.61000,60.90900,2.71000,2.70000
2018-01-31,1937.59200,1279.24500,658.34670,399.63100,-4.29700,403.92800,254.41860,0.35900,254.77800,46.60500,208.17300,208.17300,208.17300,319.42160,254.41850,61.55600,61.97500,3.41000,3.38000
2017-10-31,1342.18100,849.05300,493.12810,320.72900,-9.73200,330.46100,162.66700,0.31600,162.98300,58.33800,104.64500,104.64500,104.64500,224.79500,162.66700,61.29900,61.63000,1.71000,1.70000
2017-07-31,1289.85400,820.52800,469.32600,283.42700,-6.09900,289.52600,179.79990,0.55500,180.35500,66.16200,114.19300,114.19300,114.19300,242.90590,179.79990,61.93500,62.37900,1.84000,1.83000
2017-04-30,1314.87900,838.87100,476.00810,283.44500,-4.15800,287.60300,188.40520,0.33800,188.74300,60.52000,128.22300,128.22300,128.22300,250.88110,188.40520,62.10100,62.59400,2.06000,2.05000
2017-01-31,1580.57400,1035.66600,544.90800,316.26600,-4.41200,320.67800,224.23060,0.11600,224.34600,84.12800,140.21800,140.21800,140.21800,283.51160,224.23030,62.51900,62.85100,2.25000,2.24000
2016-10-31,1131.23200,704.17900,427.05300,280.46400,-6.92800,287.39200,139.66110,0.21100,139.87200,52.31000,87.56200,87.56200,87.56200,193.12310,139.66110,62.37100,62.69200,1.40000,1.40000
2016-07-31,1069.21500,684.37700,384.83800,236.38000,-4.68900,241.06900,143.76890,0.24800,144.01700,54.01300,90.00400,90.00400,90.00400,193.43390,143.76890,62.47500,62.81300,1.44000,1.43000
2016-04-30,1073.71600,683.28600,390.42990,240.72400,-2.54200,243.26600,147.16390,0.31500,147.47900,55.50300,91.97600,91.97600,91.97600,195.05090,147.16390,63.03100,63.33500,1.46000,1.45000
2016-01-31,1268.29500,829.25900,439.03590,268.16900,-1.38100,269.55000,169.48630,0.27300,169.75900,61.93600,107.82300,107.82300,107.82300,215.48430,169.48610,63.94900,64.27500,1.69000,1.68000
2015-10-31,910.70000,575.06200,335.63800,218.76300,-6.10600,224.86900,110.76900,0.28300,111.05200,39.98200,71.07000,71.07000,71.07000,153.08200,110.76900,63.88200,64.19600,1.11000,1.11000
