,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,901.51500,283.81400,617.70100,83.52000,410.06700,,505.04000,112.66100,2.66000,115.32100,73.54600,41.77500,41.77500,41.77500,,112.66100,77.54100,77.68300,0.54000,0.54000
2022-09-30,890.34800,271.17900,619.16910,76.96600,398.54700,,475.51300,143.65600,-21.01500,122.64100,49.94100,72.70000,72.70000,72.70000,175.84500,143.65600,78.09300,78.23700,0.93000,0.93000
2022-06-30,969.55300,281.99400,687.55900,72.96500,426.39800,,499.36300,188.19600,-14.58700,173.60900,60.80900,112.80000,112.80000,112.80000,218.47700,188.19600,78.39500,78.54500,1.44000,1.44000
2022-03-31,973.21900,263.87300,709.34600,71.80700,439.45700,,511.26400,198.08200,-10.59600,187.48600,53.18800,134.29800,134.29800,134.29800,227.70800,198.08200,78.74200,79.19300,1.71000,1.70000
2021-12-31,1031.09900,286.53600,744.56300,72.47600,451.19490,,523.67100,220.89200,-0.88000,220.01190,29.05100,190.96100,190.96100,190.96100,250.48000,220.89180,78.91700,79.67000,2.42000,2.39000
2021-09-30,1015.90600,260.75000,755.15600,65.58700,428.40900,,493.99600,261.16000,0.82800,261.98800,81.01900,180.96900,180.96900,180.96900,288.77400,261.16000,78.90400,79.51600,2.29000,2.28000
2021-06-30,1010.80800,252.27000,758.53800,57.71500,431.92100,,489.63600,268.90200,-0.10000,268.80200,69.08800,199.71400,199.71400,199.71400,294.79400,268.90200,79.00800,79.63800,2.53000,2.51000
2021-03-31,894.77100,217.67300,677.09800,54.53700,397.11500,,451.65200,225.44600,36.17500,261.62100,61.24500,200.37600,200.37600,200.37600,251.08100,225.44600,79.00000,79.79800,2.54000,2.51000
2020-12-31,834.51990,224.05700,610.46290,48.88700,348.39200,,397.27910,213.18380,1.35800,214.54200,55.55410,158.98800,158.98800,158.98800,237.95280,213.18390,78.76000,79.23000,1.98000,1.96000
2020-09-30,734.14400,200.05600,534.08800,44.52700,312.49200,,357.01900,177.06900,7.47600,184.54500,45.17400,139.37100,139.37100,139.37100,201.55500,177.06900,78.82400,79.16300,1.77000,1.76000
2020-06-30,352.31400,127.98600,224.32800,40.36100,256.96700,,297.32800,-73.00000,-0.49300,-73.49300,-32.89100,-40.60200,-40.60200,-40.60200,-49.45500,-73.00000,78.76900,78.76900,-0.52000,-0.52000
2020-03-31,550.96300,156.60700,394.35600,41.53200,282.90600,,324.43800,69.91800,-16.56300,53.35500,-1464.77600,1518.13100,1518.13100,1518.13100,90.65600,69.91800,78.59200,79.02800,19.32000,19.21000
2019-12-31,649.78680,177.82900,471.95780,41.32700,279.48100,,320.80800,151.14980,4.64700,155.79700,34.53500,121.26200,121.26200,121.26200,172.94580,151.14990,79.42400,80.10000,1.54000,1.53000
2019-09-30,607.34100,169.78700,437.55400,39.68000,277.51400,6.79200,310.40200,127.15200,1.26700,128.41900,25.89500,102.52400,102.52400,102.52400,146.85800,127.15200,79.33200,79.82500,1.29000,1.28000
2019-06-30,600.69700,168.40800,432.28900,38.85100,267.94800,51.00000,255.79900,176.49000,17.35700,193.84700,43.12100,150.72600,147.14200,147.14200,195.66200,176.49000,79.94300,80.59000,1.84000,1.83000
2019-03-31,548.97100,146.87500,402.09600,37.50300,247.11000,-29.78200,314.39500,87.70100,-3.11300,84.58800,8.79600,75.79200,71.84800,71.84800,106.01700,87.70100,79.86000,80.68700,0.90000,0.89000
