,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,11450.00000,6715.00000,4735.00000,391.00000,1836.00000,2874.00000,1861.00000,-84.00000,1777.00000,173.00000,1604.00000,1574.00000,,1576.00000,,1861.00000,391.00000,393.00000,4.03000,4.01000
2022-09-30,10677.00000,6375.00000,4302.00000,351.00000,2208.00000,2592.00000,1710.00000,-109.00000,1601.00000,31.00000,1570.00000,1498.00000,,1495.00000,2548.00000,1710.00000,392.00000,395.00000,3.82000,3.79000
2022-06-30,10970.00000,6371.00000,4599.00000,365.00000,2209.00000,2598.00000,2001.00000,-84.00000,1917.00000,198.00000,1719.00000,1668.00000,,1664.00000,2837.00000,2001.00000,392.00000,394.00000,4.25000,4.22000
2022-03-31,11818.00000,6354.00000,5464.00000,364.00000,2277.00000,2643.00000,2821.00000,-281.00000,2540.00000,301.00000,2239.00000,2220.00000,,2215.00000,3680.00000,2821.00000,392.00000,395.00000,5.66000,5.61000
2021-12-31,10702.00000,5448.00000,5254.00000,392.00000,2278.00000,2716.00000,2538.00000,-676.00000,1862.00000,203.00000,1659.00000,1659.00000,,1658.00000,3221.00000,2538.00000,394.00000,397.00000,4.21000,4.18000
2021-09-30,9330.00000,4679.00000,4651.00000,351.00000,2004.00000,2373.00000,2278.00000,-101.00000,2177.00000,271.00000,1906.00000,1903.00000,,1902.00000,2906.00000,2278.00000,394.00000,397.00000,4.83000,4.79000
2021-06-30,9273.00000,4749.00000,4524.00000,343.00000,1899.00000,2361.00000,2163.00000,-114.00000,2049.00000,219.00000,1830.00000,1829.00000,,1828.00000,2823.00000,2163.00000,393.00000,396.00000,4.65000,4.61000
2021-03-31,9906.00000,4697.00000,5209.00000,320.00000,1826.00000,2160.00000,3049.00000,-296.00000,2753.00000,416.00000,2337.00000,2337.00000,,2337.00000,3670.00000,3049.00000,394.00000,397.00000,5.93000,5.88000
2020-12-31,10550.00000,4994.00000,5556.00000,376.00000,2077.00000,2485.00000,3071.00000,-174.00000,2897.00000,394.00000,2503.00000,2500.00000,,2498.00000,3673.00000,3071.00000,396.00000,399.00000,6.30000,6.25000
2020-09-30,8521.00000,4190.00000,4331.00000,296.00000,1592.00000,1905.00000,2426.00000,-174.00000,2252.00000,319.00000,1933.00000,1933.00000,,1933.00000,3001.00000,2426.00000,396.00000,399.00000,4.88000,4.84000
2020-06-30,6917.00000,3540.00000,3377.00000,264.00000,1710.00000,1986.00000,1391.00000,-138.00000,1253.00000,97.00000,1156.00000,1156.00000,,1156.00000,1965.00000,1391.00000,395.00000,398.00000,2.92000,2.90000
2020-03-31,6230.00000,3490.00000,2740.00000,245.00000,1551.00000,1834.00000,906.00000,-78.00000,828.00000,40.00000,788.00000,788.00000,,788.00000,1480.00000,906.00000,397.00000,400.00000,1.99000,1.97000
2019-12-31,6829.00000,3794.00000,3035.00000,262.00000,1512.00000,1803.00000,1232.00000,-192.00000,1040.00000,36.00000,1004.00000,1004.00000,,1002.00000,1808.00000,1232.00000,400.00000,403.00000,2.51000,2.50000
2019-09-30,6272.00000,3509.00000,2763.00000,247.00000,1539.00000,1817.00000,946.00000,-124.00000,822.00000,62.00000,760.00000,760.00000,,760.00000,1521.00000,946.00000,401.00000,404.00000,1.89000,1.88000
2019-06-30,6316.00000,3493.00000,2823.00000,246.00000,1565.00000,1327.00000,1496.00000,-103.00000,1393.00000,274.00000,1119.00000,1119.00000,,1119.00000,2067.00000,1496.00000,400.00000,403.00000,2.80000,2.77000
2019-03-31,6125.00000,3418.00000,2707.00000,248.00000,1528.00000,1787.00000,920.00000,-103.00000,817.00000,2.00000,815.00000,815.00000,,815.00000,1475.00000,920.00000,400.00000,403.00000,2.04000,2.02000
2018-12-31,6507.00000,3583.00000,2924.00000,251.00000,1510.00000,1776.00000,1148.00000,-136.00000,1012.00000,114.00000,898.00000,898.00000,,898.00000,1706.00000,1148.00000,402.00000,406.00000,2.24000,2.21000
2018-09-30,5920.00000,3305.00000,2615.00000,240.00000,1490.00000,1703.00000,912.00000,-102.00000,810.00000,101.00000,709.00000,709.00000,,709.00000,1475.00000,912.00000,402.00000,406.00000,1.76000,1.75000
