,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3002.00000,1544.00000,1458.00000,325.00000,302.00000,-482.00000,1109.00000,349.00000,-41.00000,308.00000,144.00000,164.00000,165.00000,165.00000,338.00000,349.00000,50.34500,51.33600,3.27000,3.24000
2022-09-30,2690.00000,1342.00000,1348.00000,278.00000,486.00000,-288.00000,1052.00000,296.00000,-98.00000,198.00000,69.00000,129.00000,129.00000,129.00000,526.00000,296.00000,50.32500,51.31500,2.57000,2.56000
2022-06-30,2597.00000,1313.00000,1284.00000,262.00000,469.00000,-303.00000,1034.00000,250.00000,-87.00000,163.00000,39.00000,124.00000,123.00000,123.00000,350.00000,250.00000,50.36500,50.36500,2.43000,2.43000
2022-03-31,2248.00000,1175.00000,1073.00000,234.00000,700.00000,,934.00000,139.00000,-28.00000,111.00000,46.00000,65.00000,65.00000,65.00000,223.00000,139.00000,50.40900,50.40900,1.30000,1.30000
2021-12-31,2130.00000,1277.00000,853.00000,179.00000,402.00000,-248.00000,829.00000,24.00000,-57.00000,-33.00000,4.00000,-37.00000,-46.00000,-46.00000,30.00000,24.00000,49.80300,49.80300,-0.94000,-0.94000
2021-09-30,1858.00000,1051.00000,807.00000,138.00000,404.00000,-105.00000,647.00000,160.00000,-34.00000,126.00000,31.00000,95.00000,95.00000,95.00000,273.00000,160.00000,49.59700,49.59700,1.92000,1.92000
2021-06-30,1703.00000,949.00000,754.00000,147.00000,359.00000,-82.00000,588.00000,166.00000,-28.00000,138.00000,70.00000,68.00000,68.00000,68.00000,213.00000,166.00000,49.82200,49.82200,1.37000,1.37000
2021-03-31,1378.00000,787.00000,591.00000,126.00000,374.00000,,500.00000,91.00000,-81.00000,10.00000,44.00000,-34.00000,-34.00000,-34.00000,129.00000,91.00000,49.86800,49.86800,-0.68000,-0.68000
2020-12-31,1327.83900,839.01500,488.82390,117.51500,263.12700,,513.64200,-24.81810,-19.51200,-44.33000,6.54300,-50.87300,-50.87300,-47.94500,-7.25510,-24.81810,49.74000,49.74000,-1.03000,-1.03000
2020-09-30,1115.70100,635.51100,480.19010,88.79600,308.32000,,397.11600,83.07410,-30.40400,52.67000,37.63500,15.03500,15.03500,14.10700,126.30910,83.07410,49.72100,49.72100,0.28000,0.28000
2020-06-30,878.36900,451.19700,427.17200,73.25400,254.48000,,327.73400,99.43800,-10.09800,89.34000,33.39300,55.94700,55.94700,54.94700,122.09000,99.43800,49.71000,49.71000,1.11000,1.11000
2020-03-31,652.09100,339.27700,312.81400,73.43500,269.07300,,342.50800,-29.69400,13.01400,-16.68000,4.42900,-21.10900,-21.10900,-22.10900,-8.14400,-29.69400,49.71000,49.71000,-0.44000,-0.44000
2019-12-31,674.27100,365.92410,308.34690,58.02000,319.21400,,377.23400,-68.88710,5.91300,-62.97400,-8.97600,-53.99800,-53.99800,-54.99800,-48.08510,-68.88720,48.69300,48.69300,-1.19000,-1.19000
2019-09-30,603.03100,318.68900,284.34200,59.49500,306.77200,,366.26700,-81.92500,14.99800,-66.92700,79.15500,-146.08200,-146.08200,-147.08200,-62.38200,-81.92500,49.71100,49.71100,-2.96000,-2.96000
2019-06-30,545.24200,272.81200,272.43000,53.92300,230.99500,,284.91800,-12.48800,19.78800,7.30000,-8.91700,16.21700,16.21700,15.21700,4.79300,-12.48800,49.31900,49.31900,0.31000,0.31000
2019-03-31,473.77000,236.76600,237.00400,52.36900,174.49600,,226.86500,10.13900,5.21600,15.35500,3.49100,11.86400,11.86400,6.02300,25.83300,10.13900,45.98000,45.98000,0.13000,0.13000
2018-12-31,428.01890,223.23500,204.78390,38.96200,166.64000,,205.60200,-0.81810,-6.01300,-6.83100,-4.49500,-2.33600,-2.33600,-2.33600,22.52090,-0.81810,44.53000,44.53000,-0.05000,-0.05000
2018-09-30,355.28100,185.56300,169.71800,35.47800,145.24300,,180.72100,-11.00300,-3.30900,-14.31200,-4.23400,-10.07800,-10.07800,-10.07800,0.29200,-11.00300,44.58900,44.58900,-0.23000,-0.23000
2018-06-30,335.37700,175.62900,159.74800,33.43700,154.55300,,187.99000,-28.24200,9.29000,-18.95200,-7.70000,-11.25200,-11.25200,-11.25200,-16.76000,-28.24200,44.15700,44.15700,-0.25000,-0.25000
2018-03-31,320.97600,158.21800,162.75800,38.39600,153.78100,,192.17700,-29.41900,4.06200,-25.35700,-12.43800,-12.91900,-12.91900,-12.91900,-18.33500,-29.41900,44.15700,44.15700,-0.29000,-0.29000
