,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2983.88700,1208.78600,1775.10100,332.82600,243.09600,575.92200,1199.17900,-56.20600,1142.97300,164.17800,978.79500,978.79500,978.79500,1302.68700,1199.17900,141.29900,141.96600,6.93000,6.89000
2022-09-30,2724.42400,1041.22600,1683.19800,318.51500,253.98000,572.49500,1110.70300,-40.67500,1070.02800,43.96300,1026.06500,1026.06500,1025.99100,1212.64100,1110.70300,141.82900,142.56300,7.23000,7.20000
2022-06-30,2486.73900,978.56380,1508.17500,296.88100,236.77800,533.65920,974.51660,-24.81700,949.69910,144.30100,805.39810,805.39810,805.37390,1075.36500,974.51650,150.49400,151.55500,5.45000,5.42000
2022-03-31,2288.67600,892.09100,1396.58500,285.18900,216.48900,501.67800,894.90700,-48.62200,846.28500,115.62500,730.66000,730.66000,730.57200,987.03400,894.90700,150.14500,151.18600,4.87000,4.83000
2021-12-31,2352.63000,908.16200,1444.46800,265.03100,213.47900,478.51000,965.95790,-39.05300,926.90500,209.38800,717.51700,717.51700,717.44400,1051.50300,965.95790,151.25100,152.33100,4.74000,4.71000
2021-09-30,2083.83800,813.62400,1270.21400,258.15300,193.26100,451.41400,818.79980,-52.45200,766.34800,-302.13700,1068.48500,1068.48500,1068.41700,903.62380,818.79980,152.33000,153.41000,7.01000,6.96000
2021-06-30,1925.47100,772.24120,1153.23000,241.42800,192.02200,433.44980,719.77990,-10.93700,708.84300,75.78500,633.05800,633.05800,632.97800,804.42690,719.78020,154.08600,155.43700,4.13000,4.08000
2021-03-31,1803.77300,709.62900,1094.14400,238.95700,183.04000,421.99700,672.14690,-31.74400,640.40300,73.23300,567.17000,567.17000,567.49600,756.51180,672.14690,153.80100,155.15900,3.69000,3.66000
2020-12-31,1650.87000,669.73300,981.13700,229.06400,181.90900,410.97300,570.16390,-42.76200,527.40200,70.41900,456.98300,456.98300,457.25100,654.42100,570.16390,154.27300,155.56000,2.96000,2.94000
2020-09-30,1538.62000,620.56200,918.05800,219.03800,172.63100,391.66900,526.38900,-42.58300,483.80600,63.66400,420.14200,420.14200,420.56700,606.45500,526.38900,155.28100,156.44200,2.71000,2.69000
2020-06-30,1459.59300,621.54410,838.04880,217.10000,167.79100,384.89090,453.15780,-48.08900,405.06910,-5.24600,410.31500,410.31500,411.25300,532.09480,453.15780,156.79700,158.00500,2.66000,2.64000
2020-03-31,1423.96400,590.15800,833.80600,215.43300,185.76000,657.84200,175.96400,-60.76500,115.19900,37.19000,78.00900,78.00900,78.45200,514.60300,175.96400,156.06700,157.17200,0.50000,0.50000
2019-12-31,1509.45300,633.61800,875.83500,220.75100,192.25300,413.00400,462.83090,-37.90400,424.92700,44.62200,380.30500,380.30500,380.55500,551.36490,462.83090,157.29000,158.62000,2.42000,2.40000
2019-09-30,1413.41400,604.24100,809.17290,210.58000,188.34500,398.92500,410.24790,-38.73200,371.51600,25.12000,346.39600,346.39600,346.52500,508.83590,410.24790,158.69700,160.13100,2.18000,2.16000
2019-06-30,1258.43500,592.78490,665.64990,206.71010,190.04000,396.75000,268.89990,-37.59000,231.30990,13.98200,217.32800,217.32800,217.84490,396.78590,268.89990,156.05300,156.94900,1.32000,1.30000
2019-03-31,1097.31100,486.94500,610.36600,184.88700,182.18400,367.07110,243.29500,-21.90500,221.39000,28.74500,192.64500,192.64500,192.72800,316.74000,243.29500,156.34900,157.18200,1.23000,1.23000
2018-12-31,1119.89800,408.26000,711.63790,165.90300,112.46200,278.36500,433.27290,-17.31000,415.96300,46.86300,369.10000,369.10000,369.10000,449.07890,433.27290,152.14800,152.64800,2.43000,2.42000
2018-09-30,1093.26000,381.38700,711.87300,153.53000,114.43800,267.96800,443.90500,-16.33700,427.56800,31.62400,395.94400,395.94400,395.94400,459.99200,443.90500,155.22100,156.08300,2.55000,2.54000
2018-06-30,1070.00400,377.56600,692.43790,151.90500,116.37000,268.27490,424.16300,-17.67400,406.48900,57.72200,348.76700,348.76700,348.76700,439.15200,424.16300,156.34600,157.37800,2.24000,2.23000
2018-03-31,1021.29400,368.35600,652.93800,153.23900,113.23700,266.47600,386.46200,-20.47900,365.98300,59.10200,306.88100,306.88100,306.88100,402.74500,386.46200,156.22100,157.20100,1.96000,1.95000
2017-12-31,975.82200,347.00200,628.82000,156.70000,105.26500,261.96500,366.85500,-19.54800,347.30700,481.62600,-134.31900,-134.31900,-134.31900,382.98500,366.85500,156.58700,156.58700,-0.86000,-0.86000
2017-09-30,969.58100,353.11700,616.46400,146.68700,107.43200,254.11900,362.34500,-26.19300,336.15200,55.21600,280.93600,280.93600,280.93600,377.62700,362.34500,156.82600,157.84600,1.79000,1.78000
2017-06-30,938.64690,346.59800,592.04890,136.37300,104.03900,240.41200,351.63680,-26.60500,325.03200,68.87000,256.16200,256.16200,256.16200,365.96080,351.63690,156.46800,157.48100,1.64000,1.62000
2017-03-31,913.80900,343.27400,570.53500,130.17000,96.25200,226.42200,344.11300,-24.96400,319.14900,65.58700,253.56200,253.56200,253.56200,358.31100,344.11300,156.74900,157.74600,1.62000,1.61000
2016-12-31,876.88500,318.50700,558.37810,130.91200,93.53200,224.44400,333.93400,-27.08900,306.84500,68.59400,238.25100,238.25100,238.25100,348.82600,333.93400,156.33500,157.12300,1.52000,1.52000
2016-09-30,750.67300,277.83600,472.83700,129.23300,94.38800,223.62100,249.21600,-26.99600,222.22000,44.11900,178.10100,178.10100,178.10100,263.63800,249.21600,156.12900,157.02100,1.14000,1.13000
2016-06-30,919.17110,337.56800,581.60300,127.45400,103.79700,231.25100,350.35210,-21.86500,328.48700,56.94600,271.54100,271.54100,271.54100,365.24010,350.35210,155.86900,156.77900,1.74000,1.73000
2016-03-31,712.43300,274.59900,437.83400,115.58900,87.40700,202.99600,234.83800,-24.90700,209.93100,34.15400,175.77700,175.77700,175.77700,250.61800,234.83800,155.69000,156.42900,1.13000,1.12000
2015-12-31,710.24500,280.98000,429.26500,118.27200,96.53200,214.80400,214.46100,-28.98600,185.47500,33.26800,152.20700,152.20700,152.20700,230.99000,214.46100,155.25200,155.99600,0.98000,0.98000
2015-09-30,642.64400,270.24400,372.40000,119.94300,91.66300,211.60600,160.79400,-26.49500,134.29900,29.40200,104.89700,104.89700,104.89700,180.52900,160.79400,156.82000,157.98400,0.67000,0.66000
2015-06-30,756.33220,323.26700,433.06520,128.83900,101.73900,230.57800,202.48710,-27.54900,174.93800,32.91900,142.01900,142.01900,142.01900,222.45310,202.48710,162.28200,163.70100,0.89000,0.88000
2015-03-31,738.45900,320.28200,418.17700,124.58300,98.60800,223.19100,194.98600,-28.53200,166.45400,34.81600,131.63800,131.63800,131.63800,215.49600,194.98600,161.55900,162.79400,0.81000,0.81000
2014-12-31,676.35700,283.21300,393.14400,133.55700,104.87300,238.43000,154.71400,-160.98200,-6.26800,-26.53600,20.26800,20.26800,20.26800,173.61500,154.71400,164.03600,165.31700,0.12000,0.12000
2014-09-30,642.90100,288.46700,354.43400,143.63700,101.64400,245.28100,109.15300,-10.14600,99.00700,26.77400,72.23300,72.23300,72.23300,130.31200,109.15300,164.84500,166.58000,0.44000,0.43000
2014-06-30,734.34310,326.66500,407.67810,138.44800,96.21600,234.66410,173.01400,-6.40800,166.60600,37.87500,128.73100,128.73100,128.73100,195.02400,173.01380,166.01600,168.11800,0.78000,0.77000
2014-03-31,831.59900,342.82600,488.77300,134.16100,93.44900,227.61000,261.16300,-9.91700,251.24600,47.66500,203.58100,203.58100,203.58100,280.40300,261.16300,166.25300,167.98900,1.22000,1.21000
2013-12-31,705.12900,285.81400,419.31500,134.58700,96.74600,231.33300,187.98210,-11.23700,176.74500,37.49900,139.24600,139.24600,139.24600,209.16710,187.98210,166.41400,168.20600,0.84000,0.83000
2013-09-30,658.33700,277.65700,380.68000,132.27300,98.49600,230.76900,149.91100,-10.04700,139.86400,28.66700,111.19700,111.19700,111.19700,170.54800,149.91100,165.88600,168.73400,0.67000,0.66000
2013-06-30,720.03200,306.80400,413.22790,127.69400,97.89900,225.59320,187.63480,-10.54500,177.09000,42.32000,134.77000,134.77000,134.77000,206.73280,187.63480,166.08900,169.26000,0.82000,0.80000
2013-03-31,729.02900,309.50800,419.52100,118.78800,98.48700,217.27500,202.24600,-10.13100,192.11500,25.73300,166.38200,166.38200,166.38200,224.74100,202.24600,166.23400,169.18000,1.00000,0.98000
2012-12-31,673.01100,303.91500,369.09600,121.60800,94.24100,215.84900,153.24690,-8.37300,144.87400,38.24400,106.63000,106.63000,106.63000,173.84500,153.24690,166.26800,169.07600,0.64000,0.63000
2012-09-30,720.70900,317.22500,403.48400,119.74200,97.18500,216.92700,186.55700,-10.01500,176.54200,41.17500,135.36700,135.36700,135.36700,211.90000,186.55700,166.53100,169.82400,0.81000,0.80000
2012-06-30,892.46510,361.66300,530.80220,118.71000,93.79300,212.50290,318.29930,-12.40700,305.89210,58.01500,247.87700,247.87700,247.87700,341.58130,318.29910,166.79500,170.14700,1.48000,1.44000
2012-03-31,840.52100,355.14900,485.37200,110.10200,90.99600,201.09790,284.27400,-10.24100,274.03300,68.68700,205.34600,205.34600,205.34600,305.29610,284.27400,167.07000,170.14600,1.23000,1.21000
2011-12-31,642.48200,272.85500,369.62700,116.36300,93.80100,210.16400,159.46300,-12.55600,146.90700,36.11000,110.79700,110.79700,110.79700,184.10800,159.46300,166.34300,169.10300,0.67000,0.66000
2011-09-30,796.47600,340.34900,456.12700,107.76200,94.07600,201.83800,254.28900,-7.02700,247.26200,55.26700,191.99500,191.99500,191.99500,277.47300,254.28900,166.68400,169.83500,1.15000,1.13000
2011-06-30,892.43890,356.18000,536.25890,100.92900,91.26100,192.19000,344.06890,-10.02600,334.04300,89.02600,245.01710,245.01710,245.01700,366.60190,344.06900,167.26100,170.35200,1.47000,1.44000
2011-03-31,834.05900,327.69600,506.36300,95.61700,98.96700,194.58400,311.77900,-10.25900,301.52000,91.73700,209.78300,209.78300,209.78300,326.05400,311.77900,167.62900,171.31300,1.25000,1.22000
2010-12-31,766.32700,311.39800,454.92900,94.89700,91.16600,186.06300,268.86600,-17.67500,251.19100,65.69900,185.49200,185.49200,185.49200,297.31900,268.86600,166.88600,169.51300,1.11000,1.09000
2010-09-30,682.34200,263.96900,418.37300,94.72000,88.03700,182.75700,235.61600,-12.30400,223.31200,69.11600,154.19600,154.19600,154.19600,256.39900,235.61600,167.18700,169.83900,0.92000,0.91000
2010-06-30,559.41890,227.91900,331.50000,83.30900,87.34900,170.65800,160.84200,-10.74000,150.10200,37.01700,113.08500,113.08500,113.08500,195.54500,160.84200,170.65200,173.03400,0.66000,0.65000
2010-03-31,478.29900,208.56500,269.73400,84.74100,93.71400,178.45500,91.27900,-11.00800,80.27100,23.25500,57.01600,57.01600,57.01600,112.69900,91.27900,171.50600,173.35700,0.33000,0.33000
2009-12-31,440.35500,207.28600,233.06900,83.30100,102.67300,185.97400,47.09500,-9.07900,38.01600,16.22200,21.79400,21.79400,21.79400,70.33500,47.09500,171.40800,173.80800,0.13000,0.13000
2009-09-30,342.68700,171.89200,170.79500,78.20900,77.63600,155.84500,14.95000,7.84200,22.79200,2.38700,20.40500,20.40500,20.40500,38.08400,14.95000,170.69800,172.71800,0.12000,0.12000
2009-06-30,281.50200,164.62100,116.88110,79.22700,72.62100,151.84800,-34.96700,-11.40900,-46.37600,-20.80000,-25.57600,-25.57600,-25.57600,-8.59700,-34.96710,170.25300,170.25300,-0.12000,-0.12000
2009-03-31,309.61200,209.22300,100.38900,82.60900,90.06100,172.67000,-72.28100,-4.88600,-77.16700,5.66000,-82.82700,-82.82700,-82.82700,-37.72800,-72.28100,169.93400,169.93400,-0.49000,-0.49000
