,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4881.10000,1920.90000,2960.20000,1490.20000,-123.90000,2400.10000,560.10010,-291.70000,268.40000,-85.30000,353.70000,383.40000,,384.30000,,560.10010,513.90000,513.90000,0.75000,0.75000
2022-09-30,5526.10000,2111.90000,3414.20000,1479.90000,-182.40000,2484.10000,930.10010,-273.10000,657.00000,-16.10000,673.10000,683.30000,,683.70000,1751.90000,930.10010,513.73000,515.31600,1.33000,1.33000
2022-06-30,4639.70000,1564.40000,3075.30000,1315.80000,47.50000,2070.90000,1004.40000,-264.60000,739.80000,54.00000,685.80000,520.80000,,524.50000,1784.10000,1004.40000,513.62300,515.16200,1.02000,1.02000
2022-03-31,4592.60000,1500.70000,3091.90000,1311.40000,,2103.80000,988.10030,-232.90000,755.20000,52.80000,702.40000,718.10000,,714.70000,1803.40000,988.10030,506.05000,507.65900,1.41000,1.41000
2021-12-31,4061.40000,1340.20000,2721.20000,1304.10000,,2037.49900,683.70040,-230.90000,452.80000,-70.00000,522.79990,538.59990,,538.90010,1626.20000,683.70090,500.52200,501.78400,1.06000,1.08000
2021-09-30,4623.00000,1441.40000,3181.60000,1373.90000,,2074.20000,1107.40000,-257.70000,849.70000,69.80000,779.90000,796.90000,,796.00000,1807.70000,1107.40000,501.23400,502.60700,1.59000,1.58000
2021-06-30,3826.50000,1124.00000,2702.50000,1185.30000,0.00000,1892.60000,809.89990,-205.30000,604.60000,61.20000,543.40000,573.80000,,578.20000,1461.70000,809.89990,499.91700,500.98400,1.16000,1.15000
2021-03-31,4281.10000,1560.70000,2720.40000,1213.80000,,1910.10000,810.30000,-205.50000,604.80000,54.50000,550.30000,578.80000,,575.00000,1562.10000,810.30000,497.05900,498.16400,1.16000,1.15000
2020-12-31,3610.60000,1053.40000,2557.19900,1300.50000,,1987.00000,570.20000,-180.50000,389.70000,-17.40000,407.10010,434.70020,,435.50010,1311.10000,570.20040,495.71800,497.22700,0.88000,0.87000
2020-09-30,4066.40000,1200.40000,2866.00000,1278.20000,,1922.80000,943.20000,-210.90000,732.30000,-1.20000,733.50000,748.20000,,748.60000,1643.50000,943.20000,496.17800,497.45900,1.51000,1.50000
2020-06-30,3494.00000,964.90000,2529.10000,1126.90000,,1806.40000,722.70000,-214.80000,507.90000,12.60000,495.30000,514.50000,,520.80000,1492.70000,722.70000,495.65500,497.33800,1.05000,1.05000
2020-03-31,3747.50000,1151.00000,2596.50000,1172.70000,,1844.90000,751.59990,-235.40000,516.20000,46.50000,469.70000,499.30000,,495.20000,1447.20000,751.59990,494.59700,496.60900,1.00000,1.00000
2019-12-31,3616.00000,1137.20000,2478.80000,1386.80000,,2184.10100,294.69900,-206.60000,88.10000,-43.60000,131.70010,152.70010,,153.50000,1089.59900,294.69950,493.69400,495.30600,0.31000,0.31000
2019-09-30,4315.00000,1415.10000,2899.90000,1296.50000,,1941.70000,958.20000,-198.90000,759.30000,40.60000,718.70000,733.90000,,733.50000,1628.90000,958.20000,493.83900,495.46200,1.49000,1.48000
