,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1503.00000,818.00000,685.00000,142.00000,242.00000,,425.00000,260.00000,-35.00000,225.00000,39.00000,186.00000,186.00000,,186.00000,310.00000,260.00000,52.20800,52.55900,3.59000,3.58000
2022-09-30,1378.00000,750.00000,628.00000,143.00000,241.00000,,426.00000,202.00000,20.00000,222.00000,52.00000,170.00000,170.00000,,170.00000,257.00000,202.00000,51.83400,52.15800,3.28000,3.26000
2022-06-30,1468.00000,794.00000,674.00000,148.00000,248.00000,-372.00000,819.00000,-145.00000,-8.00000,-153.00000,-55.00000,-98.00000,-98.00000,,-98.00000,-94.00000,-145.00000,52.13800,52.13800,-1.87000,-1.87000
2022-03-31,1432.00000,795.00000,637.00000,137.00000,251.00000,,425.00000,212.00000,38.00000,250.00000,45.00000,205.00000,205.00000,,205.00000,264.00000,212.00000,53.02100,53.44700,3.86000,3.83000
2021-12-31,1467.00000,798.00000,669.00000,145.00000,246.00000,,446.00000,223.00000,3.00000,226.00000,35.00000,191.00000,191.00000,,191.00000,276.00000,223.00000,53.44600,53.90200,3.58000,3.54000
2021-09-30,1436.00000,790.00000,646.00000,141.00000,233.00000,,409.00000,237.00000,-9.00000,228.00000,29.00000,199.00000,199.00000,,199.00000,285.00000,237.00000,53.41800,53.86700,3.72000,3.69000
2021-06-30,1377.00000,719.00000,658.00000,141.00000,240.00000,0.00000,411.00000,247.00000,-9.00000,238.00000,19.00000,219.00000,219.00000,,219.00000,291.00000,247.00000,53.44900,53.90800,4.10000,4.07000
2021-03-31,1347.00000,692.00000,655.00000,140.00000,216.00000,,383.00000,272.00000,4.00000,276.00000,48.00000,228.00000,228.00000,,228.00000,316.00000,272.00000,53.48400,53.96400,4.26000,4.22000
2020-12-31,1308.00000,690.00000,618.00000,137.00000,218.00000,,387.00000,231.00000,-15.00000,216.00000,17.00000,199.00000,199.00000,,199.00000,277.00000,231.00000,53.44100,53.91300,3.72000,3.69000
2020-09-30,1132.00000,639.00000,493.00000,113.00000,190.00000,,343.00000,150.00000,-12.00000,138.00000,22.00000,116.00000,116.00000,,116.00000,185.00000,150.00000,53.30000,53.71600,2.18000,2.16000
2020-06-30,956.00000,537.00000,419.00000,98.00000,183.00000,,300.00000,119.00000,-16.00000,103.00000,3.00000,100.00000,100.00000,,100.00000,153.00000,119.00000,53.18800,53.67600,1.87000,1.85000
2020-03-31,1052.00000,579.00000,473.00000,105.00000,196.00000,,322.00000,151.00000,-48.00000,103.00000,14.00000,89.00000,89.00000,,89.00000,185.00000,151.00000,53.76100,54.31800,1.66000,1.65000
2019-12-31,1192.00000,648.00000,544.00000,118.00000,209.00000,,356.00000,188.00000,-9.00000,179.00000,10.00000,169.00000,169.00000,,169.00000,224.00000,188.00000,53.99100,54.59400,3.14000,3.09000
2019-09-30,1130.00000,595.00000,535.00000,110.00000,202.00000,,350.00000,185.00000,-26.00000,159.00000,23.00000,136.00000,136.00000,,136.00000,233.00000,185.00000,54.08600,54.63800,2.52000,2.50000
2019-06-30,1097.00000,577.00000,520.00000,108.00000,217.00000,,360.00000,160.00000,-31.00000,129.00000,5.00000,124.00000,124.00000,,124.00000,209.00000,160.00000,54.02800,54.64900,2.28000,2.26000
2019-03-31,1066.00000,565.00000,501.00000,111.00000,198.00000,,342.00000,159.00000,-28.00000,131.00000,16.00000,115.00000,115.00000,,115.00000,207.00000,159.00000,53.90500,54.55500,2.14000,2.12000
2018-12-31,1137.00000,598.00000,539.00000,121.00000,211.00000,,360.00000,179.00000,-31.00000,148.00000,33.00000,115.00000,115.00000,,115.00000,226.00000,179.00000,53.59200,54.30000,2.14000,2.12000
2018-09-30,1092.00000,587.00000,505.00000,113.00000,195.00000,,343.00000,162.00000,-19.00000,143.00000,16.00000,127.00000,127.00000,,127.00000,210.00000,162.00000,53.74000,54.42500,2.37000,2.34000
2018-06-30,1012.00000,540.00000,472.00000,109.00000,214.00000,,347.00000,125.00000,-25.00000,100.00000,30.00000,70.00000,70.00000,,70.00000,175.00000,125.00000,53.53800,54.25600,1.31000,1.29000
2018-03-31,977.00000,512.00000,465.00000,101.00000,191.00000,,321.00000,144.00000,-11.00000,133.00000,24.00000,109.00000,109.00000,,109.00000,189.00000,144.00000,53.28600,53.98600,2.04000,2.01000
2017-12-31,1026.00000,557.00000,469.00000,98.00000,199.00000,,336.00000,133.00000,-55.00000,78.00000,74.00000,4.00000,4.00000,,4.00000,195.00000,133.00000,53.02200,53.68900,0.07000,0.07000
2017-09-30,935.00000,506.00000,429.00000,96.00000,184.00000,,338.00000,91.00000,-98.00000,-7.00000,5.00000,-12.00000,-12.00000,,-12.00000,179.00000,91.00000,52.22100,52.22100,-0.23000,-0.23000
2017-06-30,896.00000,485.00000,411.00000,99.00000,182.00000,,353.00000,58.00000,-39.00000,19.00000,2.00000,17.00000,17.00000,,17.00000,136.00000,58.00000,51.99640,53.12870,0.33000,0.32000
2017-03-31,865.00000,464.00000,401.00000,96.00000,184.00000,,361.00000,40.00000,-42.00000,-2.00000,-10.00000,8.00000,8.00000,,8.00000,113.00000,40.00000,51.84200,52.94700,0.16000,0.16000
2016-12-31,942.00000,510.00000,432.00000,92.00000,189.00000,,361.00000,71.00000,-51.00000,20.00000,3.00000,17.00000,17.00000,,17.00000,143.00000,71.00000,51.57910,51.57910,0.34000,0.34000
2016-09-30,904.00000,490.00000,414.00000,96.00000,186.00000,,438.00000,-24.00000,-53.00000,-77.00000,6.00000,-83.00000,-83.00000,,-83.00000,128.00000,-24.00000,51.69020,51.69020,-1.61000,-1.61000
2016-06-30,879.00000,473.00000,406.00000,95.00000,189.00000,,383.00000,23.00000,-56.00000,-33.00000,12.00000,-45.00000,-45.00000,,-45.00000,106.00000,23.00000,51.53300,51.53300,-0.88000,-0.88000
2016-03-31,849.00000,459.00000,390.00000,93.00000,187.00000,,380.00000,10.00000,-49.00000,-39.00000,-13.00000,-26.00000,-26.00000,,-26.00000,92.00000,10.00000,51.30000,51.30000,-0.50000,-0.50000
2015-12-31,951.00000,523.00000,428.00000,98.00000,207.00000,,422.00000,6.00000,-50.00000,-44.00000,-17.00000,-27.00000,-27.00000,,-27.00000,89.00000,6.00000,50.99630,50.99630,-0.53000,-0.53000
2015-09-30,916.00000,502.00000,414.00000,100.00000,187.00000,,389.00000,25.00000,-50.00000,-25.00000,4.00000,-29.00000,-29.00000,,-29.00000,106.00000,25.00000,51.15200,51.15200,-0.57000,-0.57000
2015-06-30,890.00000,497.00000,393.00000,100.00000,195.00000,,407.00000,-14.00000,-39.00000,-53.00000,24.00000,-77.00000,-77.00000,,-77.00000,73.00000,-14.00000,50.91700,50.91700,-1.50000,-1.50000
2015-03-31,893.00000,484.00000,409.00000,96.00000,188.00000,,389.00000,20.00000,-78.00000,-58.00000,-33.00000,-25.00000,-25.00000,,-25.00000,105.00000,20.00000,50.66700,50.66700,-0.50000,-0.50000
2014-12-31,791.03900,454.65200,336.38700,79.20800,163.59500,,360.81600,-24.42900,-67.91900,-92.34800,-40.24000,-52.10800,-52.10800,,-52.10800,31.34800,-24.42900,50.78900,51.38000,-1.02000,-1.02000
2014-09-30,303.27200,151.76600,151.50600,25.22500,61.52200,,124.55000,26.95600,-2.15000,24.80600,9.86100,14.94500,14.94500,,14.94500,36.08300,26.95600,50.83500,51.46100,0.29000,0.29000
2014-06-30,288.42100,146.25200,142.16900,23.71000,62.07600,,109.10400,33.06500,-2.06800,30.99700,3.44000,27.55700,27.55700,,27.55700,42.15800,33.06500,50.60600,51.27800,0.54000,0.54000
2014-03-31,288.26800,140.33000,147.93800,22.85700,63.80700,,94.53000,53.40800,0.13700,53.54500,11.93900,41.60600,41.60600,,41.60600,62.41100,53.40800,50.40200,50.97400,0.83000,0.82000
2013-12-31,284.38000,143.96200,140.41800,23.56500,60.47800,,91.60300,48.81510,1.56400,50.37900,9.07900,41.30000,41.30000,,41.29200,57.50310,48.81500,50.69300,51.06300,0.83000,0.81000
2013-09-30,263.52300,134.91300,128.61000,22.37600,56.84700,,81.84100,46.76900,0.37200,47.14100,8.54100,38.60000,38.60000,,38.60000,54.66900,46.76900,50.59000,50.92400,0.76000,0.76000
2013-06-30,253.16000,132.25300,120.90700,23.20100,57.88300,,84.66600,36.24100,1.47500,37.71600,7.15800,30.55800,30.55800,0.00800,30.56600,44.28100,36.24100,50.90000,51.28300,0.60000,0.60000
2013-03-31,236.93700,123.87200,113.06500,21.85800,58.79200,,84.89000,28.17500,0.58900,28.76400,5.22200,23.54200,23.54200,,23.54200,35.54700,28.17500,50.98000,51.36600,0.46000,0.46000
2012-12-31,253.17900,128.71900,124.46010,22.60500,54.27700,,80.34200,44.11800,-0.05600,44.06200,9.26300,34.79900,34.79900,0.19100,34.99000,60.50300,44.11810,51.56600,51.84300,0.68000,0.68000
2012-09-30,252.03700,125.11300,126.92400,22.00700,54.80200,-9.11400,88.15900,38.76500,-0.26700,38.49800,11.91700,26.58100,26.58100,0.51600,27.09700,45.70700,38.76500,51.56600,51.80900,0.53000,0.52000
2012-06-30,247.07700,126.70000,120.37700,22.33600,56.56000,,80.91800,39.45900,0.26000,39.71900,9.36600,30.35300,30.35300,0.30000,30.65300,45.46400,39.45900,51.77100,52.03000,0.59000,0.59000
2012-03-31,243.87500,123.99200,119.88300,20.41600,56.43400,,77.87400,42.00900,-0.11400,41.89500,11.73100,30.16400,30.16400,,30.16400,47.96800,42.00900,51.99800,52.30100,0.58000,0.58000
2011-12-31,247.30800,125.78800,121.51990,23.17400,55.35000,,79.39700,42.12290,-1.01100,41.11200,8.25300,32.85900,32.85900,2.18500,35.04400,48.13790,42.12300,53.85400,54.19100,0.69000,0.68000
2011-09-30,253.33800,129.78500,123.55300,22.58400,50.92000,0.00000,74.67300,48.88000,-0.89800,47.98200,13.79500,34.18700,34.18700,10.81400,45.00100,54.71400,48.88000,53.33900,53.62800,0.84000,0.84000
2011-06-30,245.54100,123.84300,121.69800,22.48700,51.63800,,75.02700,46.67100,-0.42000,46.25100,13.08200,33.16900,33.16900,-0.20500,32.96400,52.89000,46.67100,54.54600,54.95800,0.60000,0.60000
2011-03-31,237.30100,117.30300,119.99800,21.68100,51.23400,,75.63600,44.36200,0.01200,44.37400,14.24600,30.12800,30.12800,31.50600,61.63400,50.29400,44.36200,55.35300,55.77400,1.11000,1.10000
2010-12-31,234.01900,119.66300,114.35600,21.73600,49.75100,,71.32600,43.03000,-0.27800,42.75200,13.11700,29.63500,29.63500,-1.41800,28.21700,50.54100,43.02990,57.14300,57.42800,0.50000,0.50000
2010-09-30,229.80700,120.56000,109.24700,21.86200,46.21500,,68.91600,40.33100,0.32700,40.65800,13.41100,27.24700,27.24700,-1.09600,26.15100,48.00800,40.33100,56.73900,56.99800,0.46000,0.46000
2010-06-30,218.55800,119.14900,99.40900,20.65300,45.63700,,67.49600,31.91300,0.60300,32.51600,10.33100,22.18500,22.18500,0.49200,22.67700,40.12000,31.91300,57.48900,57.73700,0.39000,0.39000
2010-03-31,211.97500,114.21200,97.76300,18.32400,43.99100,,64.82200,32.94100,0.74000,33.68100,8.13400,25.54700,25.54700,-0.81400,24.73300,40.75500,32.94100,58.01600,58.26500,0.43000,0.42000
2009-12-31,157.41900,99.07500,58.34400,1.92500,32.10200,,30.62900,27.71500,1.26400,28.97900,9.96200,19.01700,19.01700,,17.63000,36.21900,27.71500,59.30600,59.42500,0.29000,0.29000
2009-09-30,200.77800,109.08000,91.69800,21.45400,48.84200,,76.46000,15.23800,1.10200,16.34000,5.22900,11.11100,11.11100,,11.11100,23.70000,15.23800,58.95400,59.08300,0.19000,0.19000
2009-06-30,187.67600,105.94000,81.73600,20.94900,42.47500,1.05800,68.58400,13.15200,0.09700,13.24900,4.23800,9.01100,9.01100,,9.01100,21.14600,13.15200,59.27100,59.35200,0.15000,0.15000
2009-03-31,192.60900,106.80000,85.80900,22.14900,44.55600,,71.63500,14.17400,-0.42300,13.75100,4.39900,9.35200,9.35200,,9.35200,22.12700,14.17400,60.26600,60.33200,0.16000,0.16000
