,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-11-30,5220.70000,3515.60000,1705.10000,894.20000,,905.30000,799.79980,-69.80000,730.00000,147.10000,582.90000,608.30000,605.90000,939.39980,799.79980,595.90000,602.00000,1.01000,1.01000
2022-08-31,4717.60000,3269.90000,1447.70000,791.40000,430.90000,362.10000,1085.60000,-66.00000,1019.60000,216.10000,803.50000,823.30000,820.00000,1219.90000,1085.60000,600.20000,606.00000,1.37000,1.35000
2022-05-31,4891.20100,3121.30000,1769.90100,809.40000,24.00000,753.80000,1016.10100,-75.50000,940.60020,134.50000,806.10020,825.80000,822.80000,1155.80100,1016.10000,607.50000,612.60000,1.36000,1.35000
2022-02-28,4537.70000,3134.00000,1403.70000,751.40000,170.10000,588.40000,815.30030,-59.40000,755.90000,123.20000,632.70000,662.60000,660.30000,959.00030,815.30030,606.80000,612.40000,1.09000,1.08000
2021-11-30,5024.00000,3392.80000,1631.20000,828.80000,,831.10000,800.10010,-65.00000,735.10000,159.70000,575.40000,608.40000,597.20000,941.20010,800.10010,608.60000,613.00000,0.98000,0.97000
2021-08-31,4539.90000,2942.50000,1597.40000,757.40000,,753.10000,844.30000,-66.30000,778.00000,168.90000,609.10000,638.20000,627.00000,990.10000,844.30000,610.40000,614.80000,1.03000,1.02000
2021-05-31,4523.60000,2940.70000,1582.90000,823.00010,,1035.00100,547.89870,-69.30000,478.59990,106.90000,371.69980,399.89970,416.80000,694.69870,547.89890,614.10000,619.10000,0.68000,0.68000
2021-02-28,4520.00000,2966.10000,1553.90000,716.30000,,727.30000,826.59990,-72.60000,754.00000,162.00000,592.00000,603.80000,595.70000,985.99990,826.59990,615.00000,619.40000,0.97000,0.96000
2020-11-30,4719.40000,2998.30000,1721.10000,804.10000,,804.50000,916.60010,-67.70000,848.90000,189.40000,659.50000,695.90000,688.40000,1065.60000,916.60010,614.80000,619.60000,1.12000,1.11000
2020-08-31,4364.00000,2773.60000,1590.40000,736.20000,,736.70000,853.70000,-77.80000,775.90000,170.80000,605.10000,646.40000,638.90000,999.79990,853.70000,614.10000,619.80000,1.04000,1.03000
2020-05-31,5023.00000,3254.89900,1768.10100,927.10000,,938.60300,829.49800,-96.50000,732.99990,139.60000,593.40000,627.00010,625.70010,967.79810,829.49880,608.10000,613.30000,1.02000,1.02000
