,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1329.30000,691.60000,637.70010,163.90000,84.50000,270.70000,367.00000,-16.30000,350.70000,41.30000,309.40000,309.40000,309.40000,539.10000,367.00000,159.80000,160.20000,1.94000,1.93000
2022-09-30,1406.90000,738.19990,668.69990,149.60000,87.80000,280.70010,387.99990,-15.70000,372.30000,70.10000,302.19990,302.19990,302.20000,570.39980,388.00000,162.40000,163.30000,1.90000,1.89000
2022-06-30,1232.60000,649.30000,583.30000,156.50000,77.00000,257.50000,325.80000,-11.70000,314.10000,46.80000,267.30000,267.30000,267.30000,489.60000,325.80000,160.90000,161.50000,1.66000,1.66000
2022-03-31,1335.60000,698.00000,637.60000,160.70000,83.00000,270.30000,367.29990,-13.20000,354.10000,48.30000,305.80000,305.80000,305.80000,532.70000,367.29990,163.70000,164.40000,1.87000,1.86000
2021-12-31,1510.40000,795.70000,714.70000,151.10000,82.00000,268.80000,445.90000,-9.80000,436.10000,36.20000,399.90000,399.90000,399.90000,628.40000,445.90000,165.10000,166.40000,2.42000,2.40000
2021-09-30,1310.90000,697.19990,613.70030,149.20000,100.60000,286.19990,327.50040,-11.40000,316.10000,-10.10000,326.19990,326.19990,326.20000,498.60040,327.50010,165.20000,167.00000,1.97000,1.95000
2021-06-30,1116.40000,557.80000,558.60000,130.80000,85.10000,218.80000,339.80000,-3.60000,336.20000,-1.60000,337.80000,337.80000,337.80000,430.80000,339.80000,165.10000,167.00000,2.05000,2.02000
2021-03-31,1171.80000,593.40000,578.40000,130.70000,70.20000,203.70000,374.70000,0.80000,375.50000,50.50000,325.00000,325.00000,325.00000,464.00000,374.70000,165.00000,166.80000,1.97000,1.95000
2020-12-31,1510.00000,748.30000,761.70000,121.60000,66.60000,190.99990,570.70010,0.20000,570.90000,61.60000,509.30000,509.30000,509.30000,657.10010,570.70010,165.40000,167.00000,3.08000,3.05000
2020-09-30,956.70000,497.80010,458.89980,126.20000,62.40000,191.40000,267.49980,-1.50000,266.00000,19.10000,246.90000,246.90000,246.90000,358.19980,267.49980,168.50000,169.90000,1.48000,1.47000
2020-06-30,736.80000,402.70000,334.10000,117.00000,55.00000,186.60000,147.50000,-3.50000,144.00000,14.30000,129.70000,129.70000,129.70000,238.10000,147.50000,167.00000,168.30000,0.78000,0.77000
2020-03-31,766.10000,390.50000,375.60000,113.20000,58.60000,176.10000,199.50000,3.50000,203.00000,21.90000,181.10000,181.10000,181.10000,291.30000,199.50000,170.00000,171.10000,1.07000,1.06000
2019-12-31,896.10000,451.80000,444.30000,107.70000,55.40000,167.00000,277.30000,1.40000,278.70000,21.60000,257.10000,257.10000,257.10000,368.50000,277.30000,170.20000,171.60000,1.51000,1.50000
2019-09-30,827.40000,421.40000,406.00000,106.80000,55.80000,172.10010,233.89990,0.10000,234.00000,23.40000,210.60000,210.60000,210.60000,326.79990,233.90000,173.50000,174.50000,1.25000,1.23000
2019-06-30,767.00000,454.50000,312.50000,100.60000,46.80000,152.90000,159.60000,2.30000,161.90000,17.80000,144.10000,144.10000,144.10000,253.30000,159.60000,172.60000,173.40000,0.83000,0.83000
2019-03-31,810.40000,410.20000,400.20000,107.50000,47.90000,162.60000,237.60000,3.70000,241.30000,27.30000,214.00000,214.00000,214.00000,329.60000,237.60000,173.80000,174.60000,1.23000,1.23000
