,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,52747.00000,17488.00000,35259.00000,6844.00000,8016.00000,14860.00000,20399.00000,-60.00000,20339.00000,3914.00000,16425.00000,16425.00000,16425.00000,24047.00000,20399.00000,7451.00000,7473.00000,2.20000,2.20000
2022-09-30,50122.00000,15452.00000,34670.00000,6628.00000,6524.00000,13152.00000,21518.00000,54.00000,21572.00000,4016.00000,17556.00000,17556.00000,17556.00000,24308.00000,21518.00000,7457.00000,7485.00000,2.35000,2.35000
2022-06-30,51865.00000,16429.00000,35436.00000,6849.00000,8053.00000,14902.00000,20534.00000,-47.00000,20487.00000,3747.00000,16740.00000,16740.00000,16740.00000,24513.00000,20534.00000,7496.00000,7540.00000,2.24000,2.24000
2022-03-31,49360.00000,15615.00000,33745.00000,6306.00000,7075.00000,13381.00000,20364.00000,-174.00000,20190.00000,3462.00000,16728.00000,16728.00000,16728.00000,24137.00000,20364.00000,7493.00000,7534.00000,2.23000,2.22000
2021-12-31,51728.00000,16960.00000,34768.00000,5758.00000,6763.00000,12521.00000,22247.00000,268.00000,22515.00000,3750.00000,18765.00000,18765.00000,18765.00000,25743.00000,22247.00000,7505.00000,7555.00000,2.50000,2.48000
2021-09-30,45317.00000,13646.00000,31671.00000,5599.00000,5834.00000,11433.00000,20238.00000,286.00000,20524.00000,19.00000,20505.00000,20505.00000,20505.00000,23450.00000,20238.00000,7513.00000,7567.00000,2.73000,2.71000
2021-06-30,46152.00000,13991.00000,32161.00000,5687.00000,7379.00000,13066.00000,19095.00000,310.00000,19405.00000,2947.00000,16458.00000,16458.00000,16458.00000,22439.00000,19095.00000,7547.00000,7608.00000,2.18000,2.17000
2021-03-31,41706.00000,13045.00000,28661.00000,5204.00000,6409.00000,11613.00000,17048.00000,188.00000,17236.00000,1779.00000,15457.00000,15457.00000,15457.00000,19984.00000,17048.00000,7539.00000,7597.00000,2.05000,2.03000
2020-12-31,43076.00000,14194.00000,28882.00000,4899.00000,6086.00000,10985.00000,17897.00000,440.00000,18337.00000,2874.00000,15463.00000,15463.00000,15463.00000,20658.00000,17897.00000,7555.00000,7616.00000,2.05000,2.03000
2020-09-30,37154.00000,11002.00000,26152.00000,4926.00000,5350.00000,10276.00000,15876.00000,248.00000,16124.00000,2231.00000,13893.00000,13893.00000,13893.00000,18521.00000,15876.00000,7566.00000,7637.00000,1.84000,1.82000
