,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,469.39900,96.75700,372.64200,218.65600,188.61400,407.26990,-34.62790,8.77400,-25.85400,3.18000,-29.03400,-29.03400,-29.03400,-18.40890,-34.62790,315.41000,315.41000,-0.09000,-0.09000
2022-09-30,436.53300,93.59900,342.93400,205.38800,168.88800,374.27600,-31.34200,8.28300,-23.05900,2.92600,-25.98500,-25.98500,-25.98500,-13.30500,-31.34200,315.99000,315.99000,-0.08000,-0.08000
2022-06-30,406.13800,81.92500,324.21300,177.69900,149.65300,327.35200,-3.13900,3.12800,-0.01100,4.86800,-4.87900,-4.87900,-4.87900,15.11700,-3.13900,314.79500,314.79500,-0.02000,-0.02000
2022-03-31,363.03000,74.46200,288.56800,150.60800,127.54600,278.15400,10.41400,0.44000,10.85400,1.11600,9.73800,9.73800,9.73800,28.62900,10.41400,313.45600,345.66800,0.03000,0.03000
2021-12-31,326.19800,67.14900,259.04900,133.04900,117.54500,250.59410,8.45490,0.07700,8.53200,1.36300,7.16900,7.16900,7.16900,25.88590,8.45500,309.04800,309.04800,0.02000,0.02000
2021-09-30,270.48800,63.33200,207.15600,112.67500,99.37600,212.05100,-4.89500,0.12800,-4.76700,0.71700,-5.48400,-5.48400,-5.48400,10.56000,-4.89500,310.24700,310.24700,-0.02000,-0.02000
2021-06-30,233.54900,57.09800,176.45100,94.77900,91.55800,186.33700,-9.88600,0.22800,-9.65800,-0.29600,-9.36200,-9.36200,-9.36200,4.34200,-9.88600,308.01900,308.01900,-0.03000,-0.03000
2021-03-31,198.54900,46.66600,151.88300,79.26600,85.44700,164.71300,-12.83000,0.30100,-12.52900,0.53900,-13.06800,-13.06800,-13.06800,0.44500,-12.83000,306.03400,306.03400,-0.04000,-0.04000
2020-12-31,177.53100,40.85600,136.67500,67.69800,77.91500,145.61300,-8.93800,-6.22900,-15.16700,0.99300,-16.16000,-16.16000,-16.16000,10.83400,-8.93800,300.35000,300.35000,-0.05090,-0.05090
2020-09-30,154.67500,33.98400,120.69100,56.44000,73.51800,129.95800,-9.26700,-5.28800,-14.55500,0.59500,-15.15000,-15.15000,-15.15000,9.37200,-9.26700,302.55400,302.55400,-0.05000,-0.05000
2020-06-30,140.01200,28.87800,111.13400,45.66400,64.81600,110.48000,0.65400,0.17200,0.82600,0.54200,0.28400,0.28400,0.28400,10.50300,0.65400,299.26700,330.84700,0.00090,0.00090
2020-03-31,131.24800,26.47900,104.76900,40.82400,60.16700,100.99100,3.77800,2.89600,6.67400,0.19500,6.47900,6.47900,6.47900,9.89500,3.77800,295.45500,327.80100,0.02000,0.02000
2019-12-31,113.64400,25.72400,87.92000,35.89400,54.29200,90.18600,-2.26600,3.51800,1.25200,0.36100,0.89100,0.89100,0.89100,3.05200,-2.26600,139.87300,139.87300,0.09000,0.09000
2019-09-30,95.86400,23.29700,72.56700,28.68400,48.10100,76.78500,-4.21800,0.09000,-4.12800,0.03300,-4.16100,-4.16100,-4.16100,1.22500,-4.21800,103.87600,103.87600,-0.04000,-0.04000
2019-06-30,83.22200,20.97800,62.24400,24.03200,42.20600,66.23800,-3.99400,0.32600,-3.66800,0.28100,-3.94900,-3.94900,-3.94900,-0.11200,-3.99400,82.04400,82.04400,-0.05000,-0.05000
2019-03-31,70.05000,18.95000,51.10000,22.81500,37.94700,60.76200,-9.66200,0.23000,-9.43200,0.05900,-9.49100,-9.49100,-9.49100,-6.52300,-9.66200,77.06100,77.06100,-0.12000,-0.12000
2018-12-31,,,,,,,,,,,,,,,,,,,0.00000
2018-09-30,51.07400,12.09800,38.97600,14.15900,29.45200,43.61100,-4.63500,0.31100,-4.32400,0.34900,-4.67300,-4.67300,-4.67300,-4.63500,-4.63500,73.35300,73.35300,-0.06000,-0.06000
2017-12-31,,,,,,,,,,,,,,,,,,,0.00000
