,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3237.00000,1094.00000,2143.00000,653.00000,,962.00000,1181.00000,-143.00000,1038.00000,248.00000,790.00000,790.00000,789.00000,1490.00000,1181.00000,234.80000,235.60000,3.41000,3.40000
2022-09-30,3343.00000,1030.00000,2313.00000,735.00000,,1041.00000,1272.00000,-179.00000,1093.00000,135.00000,958.00000,958.00000,958.00000,1578.00000,1272.00000,233.20000,234.00000,4.11000,4.10000
2022-06-30,3250.00000,1061.00000,2189.00000,614.00000,,918.00000,1271.00000,-184.00000,1087.00000,268.00000,819.00000,819.00000,818.00000,1575.00000,1271.00000,236.70000,237.50000,3.46000,3.45000
2022-03-31,2915.00000,909.00000,2006.00000,619.00000,,921.00000,1085.00000,-173.00000,912.00000,209.00000,703.00000,703.00000,703.00000,1387.00000,1085.00000,239.30000,240.20000,2.94000,2.93000
2021-12-31,2852.00000,827.00000,2025.00000,598.00000,,896.00000,1129.00000,-144.00000,985.00000,225.00000,760.00000,760.00000,760.00000,1427.00000,1129.00000,246.90000,248.10000,3.13000,3.11000
2021-09-30,2852.00000,810.00000,2042.00000,609.00000,,906.00000,1136.00000,-150.00000,986.00000,233.00000,753.00000,753.00000,752.00000,1433.00000,1136.00000,245.30000,246.40000,3.07000,3.06000
2021-06-30,2799.00000,714.00000,2085.00000,624.00000,,918.00000,1167.00000,-126.00000,1041.00000,222.00000,819.00000,819.00000,819.00000,1461.00000,1167.00000,248.90000,250.00000,3.29000,3.28000
2021-03-31,2639.00000,721.00000,1918.00000,611.00000,,903.00000,1015.00000,-149.00000,866.00000,193.00000,673.00000,673.00000,672.00000,1307.00000,1015.00000,251.40000,252.60000,2.67000,2.66000
2020-12-31,2573.00000,715.00000,1858.00000,587.00000,,874.00000,984.00000,-117.00000,867.00000,196.00000,671.00000,671.00000,671.00000,1271.00000,984.00000,255.10000,256.60000,2.64000,2.62000
2020-09-30,2506.00000,795.00000,1711.00000,578.00000,0.00000,871.00000,840.00000,-116.00000,724.00000,155.00000,569.00000,569.00000,567.00000,1133.00000,840.00000,254.60000,256.10000,2.23000,2.22000
2020-06-30,2085.00000,607.00000,1478.00000,586.00000,0.00000,868.00000,610.00000,-107.00000,503.00000,111.00000,392.00000,392.00000,392.00000,892.00000,610.00000,255.40000,256.70000,1.53000,1.53000
2020-03-31,2625.00000,758.00000,1867.00000,622.00000,-385.00000,1299.00000,568.00000,-132.00000,436.00000,55.00000,381.00000,381.00000,380.00000,860.00000,568.00000,257.30000,258.70000,1.48000,1.47000
2019-12-31,2690.00000,813.00000,1877.00000,630.00000,,915.00000,962.00000,-134.00000,828.00000,162.00000,666.00000,666.00000,665.00000,1247.00000,962.00000,263.30000,265.60000,2.57000,2.55000
2019-09-30,2841.00000,877.00000,1964.00000,682.00000,,968.00000,996.00000,-128.00000,868.00000,211.00000,657.00000,657.00000,656.00000,1283.00000,996.00000,262.10000,264.30000,2.50000,2.49000
2019-06-30,2925.00000,864.00000,2061.00000,712.00000,0.00000,996.00000,1065.00000,-131.00000,934.00000,212.00000,722.00000,722.00000,720.00000,1349.00000,1065.00000,264.80000,267.10000,2.72000,2.70000
2019-03-31,2840.00000,864.00000,1976.00000,727.00000,0.00000,1010.00000,966.00000,-105.00000,861.00000,184.00000,677.00000,677.00000,676.00000,1249.00000,966.00000,267.10000,269.40000,2.53000,2.51000
2018-12-31,2896.00000,780.00000,2116.00000,757.00000,,1038.00000,1078.00000,-148.00000,930.00000,228.00000,702.00000,702.00000,700.00000,1360.00000,1078.00000,277.70000,280.20000,2.58000,2.56000
2018-09-30,2947.00000,926.00000,2021.00000,725.00000,,1001.00000,1020.00000,-112.00000,908.00000,206.00000,702.00000,702.00000,700.00000,1296.00000,1020.00000,275.50000,278.20000,2.54000,2.52000
2018-06-30,2898.00000,893.00000,2005.00000,706.00000,,979.00000,1026.00000,-102.00000,924.00000,214.00000,710.00000,710.00000,709.00000,1300.00000,1026.00000,281.30000,283.70000,2.52000,2.50000
2018-03-31,2717.00000,873.00000,1844.00000,737.00000,,1009.00000,835.00000,-128.00000,707.00000,155.00000,552.00000,552.00000,551.00000,1107.00000,835.00000,283.50000,285.90000,1.94000,1.93000
2017-12-31,2669.00000,674.00000,1995.00000,730.00000,,997.00000,998.00000,-105.00000,893.00000,-3075.00000,3968.00000,3968.00000,3966.00000,1266.00000,998.00000,287.90000,290.30000,13.79000,13.67000
2017-09-30,2670.00000,739.00000,1931.00000,771.00000,,1036.00000,895.00000,-95.00000,800.00000,294.00000,506.00000,506.00000,505.00000,1161.00000,895.00000,287.10000,289.50000,1.76000,1.75000
2017-06-30,2637.00000,782.00000,1855.00000,719.00000,,983.00000,872.00000,-92.00000,780.00000,283.00000,497.00000,497.00000,496.00000,1137.00000,872.00000,289.00000,291.20000,1.72000,1.71000
