,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4605.00000,3528.00000,1077.00000,550.00000,653.00000,424.00000,13.00000,437.00000,116.00000,321.00000,321.00000,313.00000,531.00000,424.00000,541.00000,543.00000,0.58000,0.58000
2022-09-30,3192.00000,1656.00000,1536.00000,448.00000,547.00000,989.00000,-144.00000,845.00000,232.00000,613.00000,613.00000,605.00000,1092.00000,989.00000,550.00000,552.00000,1.10000,1.10000
2022-06-30,3033.00000,1715.00000,1318.00000,552.00000,651.00000,667.00000,-220.00000,447.00000,139.00000,308.00000,308.00000,306.00000,770.00000,667.00000,566.00000,570.00000,0.56000,0.55000
2022-03-31,3455.00000,2164.00000,1291.00000,485.00000,577.00000,714.00000,-324.00000,390.00000,100.00000,290.00000,290.00000,283.00000,811.00000,714.00000,563.00000,567.00000,0.50000,0.50000
2021-12-31,4441.00000,3667.00000,774.00000,468.00000,561.00000,213.00000,-308.00000,-95.00000,-22.00000,-73.00000,-73.00000,-85.00000,310.00000,213.00000,569.00000,573.00000,-0.15000,-0.15000
2021-09-30,3045.00000,1571.00000,1474.00000,415.00000,494.00000,980.00000,-28.00000,952.00000,244.00000,708.00000,708.00000,701.00000,1064.00000,980.00000,575.00000,578.00000,1.22000,1.21000
2021-06-30,2890.00000,1638.00000,1252.00000,540.00000,624.00000,628.00000,-271.00000,357.00000,85.00000,272.00000,272.00000,253.00000,717.00000,628.00000,591.00000,595.00000,0.47000,0.45000
2021-03-31,3215.00000,1885.00000,1330.00000,437.00000,515.00000,815.00000,-37.00000,778.00000,196.00000,582.00000,582.00000,567.00000,899.00000,815.00000,589.00000,593.00000,0.96000,0.96000
2020-12-31,4087.00000,3346.00000,741.00000,442.00000,512.00000,229.00000,75.00000,304.00000,74.00000,230.00000,230.00000,224.00000,305.00000,229.00000,595.00000,598.00000,0.38000,0.37000
2020-09-30,2717.00000,1168.00000,1549.00000,388.00000,456.00000,1093.00000,386.00000,1479.00000,362.00000,1117.00000,1117.00000,1106.00000,1166.00000,1093.00000,603.00000,605.00000,1.83000,1.83000
2020-06-30,2418.00000,1187.00000,1231.00000,494.00000,588.00000,643.00000,-443.00000,200.00000,55.00000,145.00000,145.00000,122.00000,742.00000,643.00000,613.00000,616.00000,0.21000,0.21000
2020-03-31,3440.00000,2061.00000,1379.00000,464.00000,521.00000,858.00000,-713.00000,145.00000,55.00000,90.00000,90.00000,78.00000,920.00000,858.00000,608.00000,612.00000,0.13000,0.13000
2019-12-31,3778.00000,3091.00000,687.00000,431.00000,488.00000,199.00000,220.00000,419.00000,105.00000,314.00000,314.00000,300.00000,261.00000,199.00000,617.00000,620.00000,0.49000,0.48000
2019-09-30,2667.00000,1468.00000,1199.00000,352.00000,402.00000,797.00000,-97.00000,700.00000,187.00000,513.00000,513.00000,499.00000,856.00000,797.00000,622.00000,624.00000,0.80000,0.80000
2019-06-30,2513.00000,1358.00000,1155.00000,455.00000,515.00000,640.00000,16.00000,656.00000,191.00000,465.00000,465.00000,454.00000,709.00000,640.00000,621.00000,621.00000,0.74000,0.74000
2019-03-31,2752.00000,1660.00000,1092.00000,336.00000,394.00000,698.00000,8.00000,706.00000,167.00000,539.00000,539.00000,529.00000,766.00000,698.00000,621.00000,621.00000,0.85000,0.85000
2018-12-31,3583.00000,2818.00000,765.00000,329.00000,380.00000,385.00000,-354.00000,31.00000,7.00000,24.00000,24.00000,8.00000,445.00000,385.00000,621.00000,621.00000,0.01000,0.01000
2018-09-30,2541.00000,1491.00000,1050.00000,299.00000,342.00000,708.00000,123.00000,831.00000,216.00000,615.00000,615.00000,604.00000,761.00000,708.00000,621.00000,621.00000,0.97000,0.97000
2018-06-30,,,,,,,,,,,,,,,,,,0.00000
2018-03-31,2463.00000,1444.00000,1019.00000,324.00000,367.00000,652.00000,2.00000,654.00000,188.00000,466.00000,466.00000,457.00000,706.00000,652.00000,621.00000,621.00000,0.74000,0.74000
2017-12-31,3108.00000,2346.00000,762.00000,309.00000,351.00000,411.00000,-99.00000,312.00000,-570.00000,882.00000,882.00000,869.00000,411.00000,411.00000,,,,0.00000
2017-06-30,,,,,,,,,,,,,,,,,,0.00000
