,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,731.83590,311.38600,420.44990,108.80900,142.75300,,253.86310,166.58680,28.65000,195.23700,22.93600,172.30100,172.30100,,172.30100,194.34780,166.58680,158.43400,169.73400,1.11000,1.04000
2022-09-30,827.07300,341.69400,485.37900,111.71500,135.63200,,253.87200,231.50700,-5.31000,226.19700,42.71200,183.48500,183.48500,,183.48500,259.86600,231.50700,156.36400,166.73300,1.17000,1.10000
2022-06-30,840.76600,334.37700,506.38900,111.95100,139.53300,,258.39900,247.99000,-9.39800,238.59200,40.80500,197.78700,197.78700,,197.78700,274.80900,247.99000,159.56300,171.15900,1.24000,1.16000
2022-03-31,755.37000,300.43700,454.93300,108.11600,140.18500,,269.07800,185.85500,-5.49600,180.35900,18.43100,161.92800,161.92800,,161.92800,213.59100,185.85500,162.04800,175.57500,1.00000,0.92000
2021-12-31,885.04610,357.99800,527.04810,109.96600,142.74600,,270.61300,256.43510,-1.25400,255.18100,31.14100,224.04000,224.04000,,224.04000,286.42810,256.43510,164.96000,183.62500,1.38000,1.27000
2021-09-30,950.50100,379.50000,571.00100,107.22000,134.82900,,248.60100,322.40000,-24.64500,297.75500,41.03700,256.71800,256.71800,,256.71800,352.70100,322.40000,164.58300,181.98700,1.56000,1.41000
2021-06-30,1085.72800,438.73900,646.98900,110.02100,140.18700,,258.11710,388.87190,-4.84600,384.02600,55.70700,328.31900,328.31900,,328.31900,420.33100,388.87190,165.99500,186.75000,1.98000,1.76000
2021-03-31,781.60600,319.98800,461.61800,100.40200,129.79700,,228.60500,233.01300,-9.02000,223.99300,18.48100,205.51200,205.51200,,205.51200,266.74500,233.01300,166.49100,187.74000,1.23000,1.09000
2020-12-31,758.96890,309.17900,449.78990,100.79400,124.28200,,215.71100,234.07890,-11.15500,222.92400,26.59400,196.33010,196.33010,,196.32990,266.13390,234.07890,166.12000,183.04200,1.18000,1.05000
2020-09-30,819.48400,360.55600,458.92800,94.90900,115.84000,,189.26700,269.66100,-5.93000,263.73100,41.01300,222.71800,222.71800,,222.71800,299.81000,269.66100,166.01400,184.33800,1.34000,1.21000
2020-06-30,838.66100,367.18800,471.47300,94.10200,113.25900,,253.52400,217.94900,-0.65800,217.29100,28.38300,188.90800,188.90800,,188.90800,250.60800,217.94900,165.78900,180.25700,1.14000,1.05000
