,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1095.92000,780.18800,315.73200,207.83200,,208.43680,107.29530,-15.48300,91.81200,20.07600,71.73610,71.86310,71.46200,116.62530,107.29500,39.40900,39.80600,1.90000,1.88000
2022-09-30,1615.33900,1111.65200,503.68700,239.81000,,239.81000,263.87710,-11.70700,252.17000,62.20500,189.96500,190.05500,189.03600,273.83810,263.87710,39.21400,39.58000,4.82000,4.78000
2022-06-30,2055.81800,1389.01400,666.80410,247.91600,,247.91600,418.88810,-8.52300,410.36500,103.16000,307.20500,307.28300,305.60300,428.76710,418.88810,39.66000,40.06400,7.71000,7.63000
2022-03-31,1412.65000,965.46100,447.18900,211.46600,,211.46600,235.72300,-5.19800,230.52500,51.32200,179.20300,179.26100,178.21000,245.57800,235.72300,39.93200,40.39200,4.46000,4.41000
2021-12-31,1035.55800,713.18090,322.37710,196.98600,,194.48610,127.89100,-1.77700,126.11410,18.57200,107.54200,107.60900,103.28800,135.82600,127.89110,39.87600,40.48000,2.69000,2.64000
2021-09-30,1411.44800,969.54900,441.89900,204.62300,,204.62300,237.27600,-2.31700,234.95900,50.38600,184.57300,184.66500,184.66500,244.76000,237.27600,40.10100,40.69100,4.60000,4.54000
2021-06-30,1787.83300,1236.14800,551.68510,213.09900,,213.09900,338.58610,-1.96300,336.62300,76.98500,259.63800,259.69500,259.69500,345.88810,338.58610,40.12500,40.74500,6.47000,6.37000
2021-03-31,1060.74500,759.61400,301.13100,172.10000,,172.10000,129.03100,-2.58200,126.44900,27.86900,98.58000,98.65500,98.65500,136.33600,129.03100,40.21500,40.84600,2.45000,2.42000
2020-12-31,839.26010,600.16600,239.09410,164.74500,,164.74510,74.34900,-3.06000,71.28900,12.16300,59.12600,59.17300,59.17300,81.79300,74.34910,40.10600,40.86500,1.46000,1.43000
2020-09-30,1139.22900,810.53100,328.69800,180.46500,,180.46500,148.23300,-1.86100,146.37200,27.36000,119.01200,119.09800,119.09800,155.53900,148.23300,40.12300,40.83900,2.97000,2.92000
2020-06-30,1280.84600,907.36500,373.48100,167.62400,,167.62400,205.85690,-2.64300,203.21400,45.73300,157.48100,157.55500,157.55500,213.16790,205.85690,39.97300,40.71500,3.94000,3.87000
2020-03-31,677.28800,487.65900,189.62900,147.09700,,154.04100,35.58800,-4.78900,30.79900,-0.02500,30.82400,30.91200,30.91200,42.92500,35.58800,40.12500,40.95500,0.77000,0.75000
2019-12-31,582.23310,420.18410,162.04900,136.25200,,136.25200,25.79700,-5.23400,20.56300,2.59200,17.97100,18.02300,18.02300,33.37400,25.79710,39.83300,40.86500,0.45000,0.43000
2019-09-30,898.50000,640.56900,257.93100,153.39100,,153.39100,104.54000,-5.49800,99.04200,19.59300,79.44900,79.52500,79.52500,111.96600,104.54000,39.93300,40.86500,1.99000,1.95000
2019-06-30,1121.32800,791.01400,330.31400,157.79100,,157.79100,172.52300,-6.42400,166.09900,34.77800,131.32100,131.39000,131.39000,179.77000,172.52300,39.82700,40.84800,3.30000,3.22000
2019-03-31,597.45600,422.82500,174.63100,136.24500,,136.24500,38.38600,-6.61600,31.77000,-0.80200,32.57200,32.63700,32.63700,45.41000,38.38600,39.47900,40.69600,0.83000,0.80000
2018-12-31,543.08190,382.64010,160.44180,134.47300,,134.47290,25.96890,-6.44700,19.52200,2.78500,16.73700,16.81200,16.81200,32.97690,25.96890,40.31100,41.69300,0.44000,0.41000
2018-09-30,811.31100,576.30800,235.00300,142.66600,,142.66600,92.33700,-4.93100,87.40600,18.20600,69.20000,69.26100,69.26100,99.41800,92.33700,40.42200,41.79700,1.71000,1.66000
2018-06-30,1057.80400,749.14900,308.65500,146.61300,,146.61300,162.04200,-5.99100,156.05100,39.06200,116.98900,117.04900,117.04900,169.09900,162.04200,40.45300,41.81400,2.89000,2.80000
2018-03-31,585.90000,419.82700,166.07300,132.53200,,132.53200,33.54100,-3.52700,30.01400,-1.27900,31.29300,31.33900,31.33900,40.31000,33.54100,40.37000,41.86200,0.78000,0.75000
