,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1625.66700,1063.65700,562.00960,163.92000,163.92000,398.08980,-19.58700,378.50300,71.42200,307.08100,307.08100,307.08100,486.54880,398.08980,230.20800,231.53600,1.33000,1.33000
2022-09-30,1551.78600,1004.59600,547.19000,162.67000,162.67000,384.52000,-17.01800,367.50200,69.86100,297.64100,297.64100,297.64100,460.27000,384.52000,229.50000,230.71400,1.30000,1.29000
2022-06-30,1514.55200,988.17500,526.37700,161.53500,161.53500,364.84200,-18.37700,346.46500,64.09200,282.37300,282.37300,282.37300,441.93900,364.84200,230.10000,231.24700,1.23000,1.22000
2022-03-31,1458.52500,948.83300,509.69200,156.45200,156.45200,353.24000,-17.01800,336.22200,63.77500,272.44700,272.44700,272.44700,431.36100,353.24000,231.48100,233.06500,1.18000,1.17000
2021-12-31,1503.74500,982.39410,521.35100,160.20000,160.19990,361.15140,-21.86000,339.29110,57.61000,281.68100,281.68100,281.68100,438.76930,361.15140,230.95500,232.81300,1.23000,1.21000
2021-09-30,1440.68100,949.40200,491.27910,153.71600,153.71600,337.56310,-17.89500,319.66800,62.20800,257.46000,257.46000,257.46000,412.24310,337.56310,231.17100,233.00000,1.11000,1.10000
2021-06-30,1386.34600,912.71200,473.63400,157.02300,157.02300,316.61100,-24.85600,291.75500,60.07600,231.67900,231.67900,231.67900,391.80800,316.61100,230.82800,232.84100,1.00000,1.00000
2021-03-31,1215.74200,789.39200,426.34990,133.00500,133.00500,293.34490,-20.88900,272.45600,53.22300,219.23300,219.23300,219.23300,357.96190,293.34490,230.43500,232.29600,0.95000,0.94000
2020-12-31,1198.94700,769.96780,428.97920,130.86600,130.86610,298.11320,-21.40600,276.70700,55.68200,221.02500,221.02500,221.02510,362.99020,298.11280,229.43500,231.15000,0.95000,0.95000
2020-09-30,1126.94200,732.70500,394.23700,123.49600,123.49600,270.74100,-22.66600,248.07500,43.49400,204.58100,204.58100,204.58100,333.73500,270.74100,229.57600,231.46000,0.89000,0.88000
2020-06-30,1011.92200,669.19500,342.72700,115.73700,115.73700,226.99000,-20.53800,206.45200,40.23500,166.21700,166.21700,166.21700,288.32700,226.99000,229.22500,230.38100,0.73000,0.72000
2020-03-31,1202.21800,824.64700,377.57100,145.53100,145.53100,232.04000,119.03500,351.07500,70.45900,280.61600,280.61600,280.61600,298.10710,232.04000,228.96200,230.87200,1.23000,1.22000
2019-12-31,1304.82100,858.17490,446.64620,148.99100,148.99110,297.65500,-29.67500,267.98010,47.20300,220.77710,220.77710,220.77700,361.76200,297.65510,227.75900,229.39500,0.96000,0.96000
2019-09-30,1276.63300,823.26200,453.37100,152.31500,152.31500,301.05600,-26.82500,274.23100,53.48200,220.74900,220.74900,220.74900,356.31800,301.05600,228.04100,229.56000,0.97000,0.96000
2019-06-30,1289.41200,838.15300,451.25900,155.84900,155.84900,295.41000,-24.81100,270.59900,55.09600,215.50300,215.50300,215.50300,352.58300,295.41000,227.57700,229.32800,0.95000,0.94000
2019-03-31,1287.69100,851.30700,436.38400,153.12500,153.12500,283.25900,-26.32100,256.93800,52.67000,204.26800,204.26800,204.26800,340.75900,283.25900,226.86100,228.68600,0.90000,0.89000
2018-12-31,1271.32800,835.26790,436.06020,154.04000,154.04010,282.02010,-23.25000,258.77000,47.25000,211.52000,211.52000,211.52000,335.60310,282.02000,230.82300,232.71200,0.91000,0.91000
2018-09-30,1192.96200,782.99400,409.96800,144.70200,144.70200,265.26600,-20.33600,244.93000,53.71700,191.21300,191.21300,191.21300,313.39600,265.26600,231.50200,233.25000,0.83000,0.82000
2018-06-30,1208.93500,791.24800,417.68710,147.60100,147.60100,270.08610,-21.86500,248.22100,54.36100,193.86000,193.86000,193.86000,319.02910,270.08610,231.25200,233.29700,0.84000,0.83000
2018-03-31,1172.64700,776.80000,395.84700,137.67900,137.67900,258.16800,-22.34400,235.82400,54.48400,181.34000,181.34000,181.34000,307.00200,258.16800,230.92800,232.96500,0.79000,0.78000
2017-12-31,1143.08500,769.65030,373.43480,146.84900,146.84880,226.58590,-29.06100,197.52500,-41.00700,238.53200,238.53200,238.53200,278.80790,226.58590,230.22900,231.84500,1.03000,1.03000
2017-09-30,1084.79900,722.12700,362.67190,132.63400,132.63400,230.03800,-25.61100,204.42700,50.89600,153.53100,153.53100,153.53100,274.65900,230.03800,230.43900,232.25300,0.67000,0.66000
2017-06-30,1064.60400,702.19100,362.41300,132.86400,132.86400,229.54900,-26.19400,203.35500,52.87400,150.48100,150.48100,150.48100,273.39200,229.54900,230.15800,231.58800,0.65000,0.65000
2017-03-31,1007.68200,667.40200,340.28000,122.83300,122.83300,217.44700,-26.02500,191.42200,52.49600,138.92600,138.92600,138.92600,259.98800,217.44700,229.54800,231.00400,0.61000,0.60000
2016-12-31,972.95280,691.36290,281.58990,119.28600,119.28600,162.30390,-17.05200,145.25200,36.14400,109.10800,109.10800,109.10800,219.05190,162.30400,232.59300,233.73000,0.48000,0.47000
2016-09-30,945.03000,630.74400,314.28600,113.17000,113.17000,201.11600,-26.86800,174.24800,43.56100,130.68700,130.68700,130.68700,243.14700,201.11600,231.89400,232.72100,0.56000,0.56000
2016-06-30,977.70600,639.71100,337.99500,118.95900,118.95900,219.03600,-28.47500,190.56100,52.36800,138.19300,138.19300,138.19300,259.88700,219.03600,233.28500,234.79000,0.59000,0.59000
2016-03-31,944.39800,623.68100,320.71700,112.19400,112.19400,208.52300,-25.48100,183.04200,48.87200,134.17000,134.17000,134.17000,248.60900,208.52300,234.98300,236.21600,0.57000,0.57000
2015-12-31,987.98300,716.30690,271.67600,112.89000,62.84610,208.83000,-25.99000,182.84000,45.99900,136.84100,136.84100,136.84100,248.25900,208.82990,239.90600,241.58600,0.58000,0.57000
2015-09-30,998.52700,631.79000,366.73700,112.11600,129.12200,237.61500,-26.00900,211.60600,55.20800,156.39800,156.39800,156.39800,275.32900,237.61500,239.95900,241.23800,0.65000,0.65000
2015-06-30,1003.72600,633.92500,369.80100,112.70200,129.48200,240.31900,-25.17100,215.14800,59.63500,155.51300,155.51300,155.51300,277.37600,240.31900,241.49800,243.62100,0.64000,0.64000
2015-03-31,984.05900,635.96500,348.09400,110.88400,127.14210,220.95200,-24.16600,196.78600,54.67900,142.10700,142.10700,142.10700,256.21200,220.95200,240.94700,242.79700,0.59000,0.59000
2014-12-31,1024.14300,727.18700,296.95610,117.49100,69.87200,227.08410,-19.55000,207.53400,55.53400,151.99990,151.99990,152.00000,262.86810,227.08420,244.88500,247.10200,0.63000,0.62000
2014-09-30,1031.81100,677.73900,354.07200,119.20500,135.92900,218.14300,-28.18200,189.96100,48.15000,141.81100,141.81100,141.81100,254.76400,218.14300,245.43900,247.64300,0.58000,0.57000
2014-06-30,990.71800,630.64500,360.07300,113.31600,128.34500,231.72800,-23.30700,208.42100,58.35800,150.06300,150.06300,150.06300,264.65700,231.72800,245.20100,247.40300,0.61000,0.61000
2014-03-31,975.29200,625.17000,350.12200,112.62500,128.49100,221.63100,-22.71500,198.91600,58.33000,140.58600,140.58600,140.58600,254.88100,221.63100,244.91100,247.22900,0.57000,0.57000
2013-12-31,942.46780,609.84510,332.62270,106.68800,122.07800,210.54470,-24.08200,186.46300,50.79500,135.66790,135.66790,135.66800,242.26070,210.54470,243.91500,246.06500,0.56000,0.55000
2013-09-30,890.00600,572.12500,317.88100,98.96900,113.19500,204.68600,-24.53400,180.15200,52.28800,127.86400,127.86400,127.86400,234.23100,204.68600,244.04900,245.93000,0.52000,0.52000
2013-06-30,878.80900,567.59800,311.21100,94.91200,108.59800,202.61300,-20.82100,181.79200,53.47100,128.32100,128.32100,128.32100,231.17100,202.61300,243.66600,246.10400,0.53000,0.52000
2013-03-31,882.85300,574.07400,308.77910,97.60800,111.54390,197.23510,-20.84700,176.38800,51.24200,125.14600,125.14600,125.14600,226.07310,197.23510,243.28500,245.41100,0.51000,0.51000
2012-12-31,841.78990,544.64200,297.14790,93.82900,107.19410,189.95380,-19.15300,170.80100,50.90300,119.89790,119.89790,119.89800,217.57980,189.95390,241.51200,243.98600,0.49000,0.49000
2012-09-30,839.37300,541.45400,297.91900,96.02100,109.75500,188.16400,-22.47600,165.68800,50.29100,115.39700,115.39700,115.39700,215.27400,188.16400,242.13800,244.22900,0.48000,0.47000
2012-06-30,825.89800,531.75300,294.14500,95.64600,109.16700,184.97800,-20.69100,164.28700,50.60000,113.68700,113.68700,113.68700,210.72400,184.97800,241.16800,243.12100,0.47000,0.47000
2012-03-31,827.15200,536.28300,290.86900,95.03600,108.09300,182.77590,-21.07700,161.69900,51.54900,110.15000,110.15000,110.15000,207.76490,182.77590,240.18600,243.30700,0.46000,0.45000
2011-12-31,762.75120,489.75310,272.99810,92.12500,105.61820,167.37990,-20.40100,146.97900,45.07200,101.90710,101.90710,101.90700,191.38490,167.37980,240.38300,243.16100,0.42000,0.41670
2011-09-30,750.54600,493.26600,257.28000,86.01900,97.69400,159.58610,-20.54300,139.04300,41.06500,97.97800,97.97800,97.97800,180.85310,159.58610,241.38600,243.77100,0.41000,0.40000
2011-06-30,758.83400,499.95600,258.87800,89.68500,101.92300,156.95500,-19.72000,137.23500,43.09100,94.14400,94.14400,94.14400,178.36100,156.95500,240.60900,243.32200,0.39000,0.39000
2011-03-31,717.78300,472.80400,244.97900,81.49200,92.95900,152.02000,-18.63500,133.38500,42.95000,90.43500,90.43500,90.43500,171.87400,152.02000,239.59200,243.27900,0.38000,0.37330
2010-12-31,677.97500,446.59390,231.38110,83.22100,95.85710,135.52400,-20.51000,115.01400,33.77500,81.23900,81.23900,81.23900,156.30700,135.52400,238.58400,241.32600,0.33670,0.34000
2010-09-30,644.37400,429.07500,215.29900,75.86900,86.70600,128.59300,-19.77800,108.81500,31.45800,77.35700,77.35700,77.35700,147.04600,128.59300,237.96750,241.08450,0.32670,0.32000
2010-06-30,591.94100,395.49900,196.44200,69.84900,80.84700,115.59500,-18.35100,97.24400,29.85300,67.39100,67.39100,67.39100,132.46800,115.59500,237.75150,240.00450,0.28670,0.28000
2010-03-31,556.66200,375.72400,180.93800,67.54300,78.49200,102.44600,-17.26900,85.17700,27.23200,57.94500,57.94500,57.94500,119.23300,102.44600,239.89200,242.03250,0.24000,0.24000
2009-12-31,523.49990,359.07400,164.42590,64.73800,75.23290,89.19300,-17.61500,71.57800,19.69400,51.88400,51.88400,51.88400,106.37700,89.19300,240.27300,242.66250,0.21330,0.21110
2009-09-30,497.06000,344.65800,152.40200,63.85800,74.92700,77.47500,-18.08200,59.39300,16.37500,43.01800,43.01800,43.01800,94.11400,77.47500,240.43950,242.43300,0.17780,0.17780
2009-06-30,524.92900,361.57800,163.35100,61.01700,70.17100,93.18000,-18.14200,75.03800,23.22500,51.81300,51.81300,51.81300,108.21600,93.18000,240.09300,242.89880,0.21780,0.21330
2009-03-31,552.86600,370.64300,182.22300,64.53000,76.02100,106.20200,-17.57800,88.62400,29.56900,59.05500,59.05500,59.05500,122.84300,106.20200,239.44500,241.47220,0.24440,0.24440
