,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,24290.00000,9648.00000,14642.00000,3615.00000,4644.00000,10257.00000,4385.00000,846.00000,5231.00000,230.00000,5001.00000,5000.00000,2.00000,4995.00000,,4385.00000,5615.00000,5743.00000,0.89000,0.87000
2022-09-30,22638.00000,6063.00000,16575.00000,2696.00000,3391.00000,7632.00000,8943.00000,59.00000,9001.00000,356.00000,8645.00000,8645.00000,-21.00000,8608.00000,10126.00000,8943.00000,5607.00000,5718.00000,1.54000,1.51000
2022-06-30,27742.00000,8648.00000,19094.00000,2815.00000,3048.00000,6875.00000,12219.00000,-772.00000,11447.00000,1570.00000,9877.00000,9877.00000,34.00000,9906.00000,13394.00000,12219.00000,5593.00000,5712.00000,1.77000,1.73000
2022-03-31,25661.00000,9984.00000,15677.00000,2301.00000,2593.00000,6276.00000,9401.00000,-350.00000,9050.00000,1172.00000,7878.00000,7879.00000,-9.00000,7864.00000,10588.00000,9401.00000,5617.00000,5758.00000,1.40000,1.37000
2021-12-31,23838.00000,9736.00000,14102.00000,3446.00000,4104.00000,11111.00000,2991.00000,835.00000,3827.00000,249.00000,3578.00000,3578.00000,-186.00000,3393.00000,4326.00000,2991.00000,5601.00000,5708.00000,0.61000,0.59000
2021-09-30,24035.00000,9932.00000,14103.00000,2681.00000,2899.00000,7956.00000,6147.00000,1696.00000,7843.00000,-328.00000,8171.00000,8171.00000,-13.00000,8146.00000,7488.00000,6147.00000,5609.00000,5725.00000,1.45000,1.42000
2021-06-30,18899.00000,6996.00000,11903.00000,2239.00000,2923.00000,6297.00000,5606.00000,1343.00000,6949.00000,1123.00000,5826.00000,5825.00000,-236.00000,5563.00000,6914.00000,5606.00000,5598.00000,5678.00000,0.99000,0.98000
2021-03-31,14516.00000,4157.00000,10359.00000,1994.00000,2777.00000,5670.00000,4689.00000,1004.00000,5692.00000,808.00000,4884.00000,4885.00000,1.00000,4877.00000,5896.00000,4689.00000,5584.00000,5662.00000,0.87000,0.86000
2020-12-31,11427.00000,2711.00000,8716.00000,2659.00000,3739.00000,8013.00000,703.00000,-106.00000,598.00000,-64.00000,662.00000,662.00000,195.00000,846.00000,1811.00000,703.00000,5555.00000,5632.00000,0.16000,0.15000
2020-09-30,10277.00000,2007.00000,8270.00000,2300.00000,2658.00000,5822.00000,2448.00000,-1878.00000,570.00000,-347.00000,917.00000,917.00000,560.00000,1469.00000,3656.00000,2448.00000,5557.00000,5633.00000,0.26000,0.26000
2020-06-30,9864.00000,1826.00000,8038.00000,2078.00000,2659.00000,5966.00000,2072.00000,955.00000,3026.00000,422.00000,2604.00000,2604.00000,893.00000,3489.00000,3271.00000,2072.00000,5554.00000,5619.00000,0.63000,0.62000
2020-03-31,10083.00000,1940.00000,8143.00000,1672.00000,2541.00000,5116.00000,3027.00000,-184.00000,2842.00000,359.00000,2483.00000,2483.00000,881.00000,3355.00000,4193.00000,3027.00000,5545.00000,5613.00000,0.60000,0.60000
2019-12-31,1843.00000,443.00000,1400.00000,2557.00000,2616.00000,6328.00000,-4928.00000,-2940.00000,-7870.00000,-1982.00000,-5888.00000,-5887.00000,5314.00000,-584.00000,-3799.00000,-4928.00000,5569.00000,5675.00000,-0.10000,-0.11000
2019-09-30,12680.00000,2602.00000,10078.00000,2283.00000,3260.00000,7120.00000,2958.00000,7768.00000,10727.00000,3047.00000,7680.00000,7680.00000,4.00000,7680.00000,4511.00000,2958.00000,5545.00000,5649.00000,1.38000,1.36000
2019-06-30,13264.00000,2576.00000,10688.00000,1842.00000,3511.00000,6422.00000,4266.00000,-126.00000,4141.00000,-915.00000,5056.00000,5056.00000,,5046.00000,5794.00000,4266.00000,5562.00000,5672.00000,0.91000,0.89000
2019-03-31,13118.00000,2433.00000,10685.00000,1703.00000,3339.00000,6271.00000,4414.00000,-92.00000,4323.00000,433.00000,3890.00000,3889.00000,,3884.00000,5959.00000,4414.00000,5635.00000,5750.00000,0.69000,0.68000
