,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,1902.00000,478.00000,-841.00000,-363.00000,218.00000,-253.00000,-84.00000,399.00000,280.00000,1819.00000,-543.00000,-10541.00000,,,,-57.00000,-11141.00000,10243.00000,536.00000,10779.00000,-17.00000,-17.00000,-297.00000,-175.00000,10290.00000,972.00000,60.00000,-297.00000
2021-12-31,1896.00000,378.00000,-29.00000,349.00000,-396.00000,-367.00000,353.00000,-78.00000,-488.00000,1757.00000,-467.00000,-1115.00000,516.00000,,516.00000,-53.00000,-1119.00000,204.00000,200.00000,404.00000,-1000.00000,-1000.00000,-304.00000,-142.00000,-1042.00000,-419.00000,95.00000,-304.00000
2020-12-31,1992.00000,356.00000,-1285.00000,-929.00000,141.00000,124.00000,-6.00000,21.00000,280.00000,1343.00000,-364.00000,-79.00000,-501.00000,1575.00000,1074.00000,-39.00000,592.00000,-30.00000,-442.00000,-472.00000,-650.00000,-650.00000,-293.00000,-56.00000,-1471.00000,492.00000,28.00000,-293.00000
2019-12-31,858.00000,356.00000,89.00000,445.00000,165.00000,6.00000,-59.00000,39.00000,151.00000,1454.00000,-370.00000,-90.00000,-16.00000,,-16.00000,-17.00000,-493.00000,139.00000,273.00000,412.00000,-997.00000,-997.00000,-300.00000,-50.00000,-935.00000,24.00000,48.00000,-300.00000
2018-12-31,1213.00000,349.00000,244.00000,593.00000,-48.00000,-158.00000,15.00000,-57.00000,-248.00000,1558.00000,-337.00000,-131.00000,,,,-39.00000,-507.00000,25.00000,-65.00000,-40.00000,-805.00000,-805.00000,-280.00000,-40.00000,-1165.00000,-137.00000,71.00000,-280.00000
2017-12-31,849.00000,310.00000,-529.00000,-219.00000,-110.00000,-97.00000,126.00000,254.00000,173.00000,803.00000,-267.00000,-268.00000,,,,-14.00000,-549.00000,274.00000,169.00000,443.00000,-499.00000,-499.00000,-241.00000,-54.00000,-351.00000,-62.00000,47.00000,-241.00000
2016-12-31,906.00000,295.00000,-205.00000,90.00000,-59.00000,8.00000,7.00000,-59.00000,-103.00000,893.00000,-246.00000,-166.00000,,,,-27.00000,-439.00000,382.00000,-389.00000,-7.00000,-494.00000,-494.00000,-201.00000,-57.00000,-759.00000,-329.00000,31.00000,-201.00000
2015-12-31,285.00000,363.00000,225.00000,588.00000,61.00000,62.00000,-111.00000,-23.00000,-11.00000,862.00000,-520.00000,-2.00000,,,,-36.00000,-558.00000,-24.00000,347.00000,323.00000,-417.00000,-417.00000,-174.00000,202.00000,-66.00000,187.00000,40.00000,-174.00000
2014-12-31,620.00000,298.00000,35.00000,333.00000,23.00000,-15.00000,-13.00000,14.00000,9.00000,962.00000,-678.00000,-10.00000,,,,-17.00000,-705.00000,-239.00000,-38.00000,-277.00000,-245.00000,-245.00000,-144.00000,251.00000,-415.00000,-204.00000,46.00000,-144.00000
2013-12-31,1101.00000,319.00000,-605.00000,-286.00000,-23.00000,-81.00000,109.00000,-58.00000,-53.00000,762.00000,-377.00000,13.00000,,,,-58.00000,-422.00000,-124.00000,43.00000,-81.00000,-155.00000,-155.00000,-83.00000,-7.00000,-326.00000,25.00000,24.00000,-83.00000
2012-12-31,372.00000,320.00000,3.00000,323.00000,50.00000,6.00000,5.00000,-34.00000,27.00000,722.00000,-410.00000,-22.00000,,,,-68.00000,-500.00000,61.00000,2.00000,63.00000,17.00000,17.00000,-43.00000,12.00000,49.00000,277.00000,20.00000,-43.00000
2011-12-31,427.00000,311.00000,157.00000,468.00000,-83.00000,-112.00000,22.00000,-84.00000,-257.00000,638.00000,-553.00000,-2.00000,,,,114.00000,-441.00000,-180.00000,-16.00000,-196.00000,-11.00000,-11.00000,-34.00000,-12.00000,-253.00000,-58.00000,,-34.00000
2010-12-31,377.00000,300.00000,37.00000,337.00000,-90.00000,-98.00000,19.00000,-93.00000,-262.00000,452.00000,-513.00000,-20.00000,,,,-27.00000,-560.00000,-297.00000,-16.00000,-313.00000,-34.00000,-34.00000,-31.00000,-10.00000,-388.00000,-514.00000,,-28.00000
2009-12-31,498.00000,319.00000,-359.00000,-40.00000,-79.00000,30.00000,104.00000,83.00000,138.00000,596.00000,-176.00000,162.00000,15.00000,,15.00000,30.00000,31.00000,-80.00000,-9.00000,-89.00000,14.00000,14.00000,-33.00000,-4.00000,-112.00000,578.00000,,-23.00000
