,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-09-30,919.10000,238.90000,194.80000,433.70000,-415.60000,-292.80000,172.00000,136.00000,-529.70000,823.10000,-140.50000,-16.60000,150.40000,,150.40000,-1.10000,-7.80000,,-150.40000,-150.40000,-243.40000,-243.40000,-519.40000,-21.00000,-934.20000,-171.50000,68.10000,-519.40000
2021-09-30,1344.30000,189.80000,-438.00000,-248.20000,-138.10000,-202.80000,184.80000,263.80000,164.90000,1261.00000,-119.90000,-2488.50000,-13.60000,,-13.60000,-4.60000,-2626.60000,1485.60000,484.80000,1970.40000,-145.10000,-145.10000,-497.10000,-30.40000,1297.80000,-51.00000,51.70000,-497.10000
2020-09-30,1023.20000,172.70000,-118.50000,54.20000,-9.00000,30.40000,-5.00000,38.50000,43.10000,1120.50000,-99.00000,-550.90000,27.20000,,27.20000,4.70000,-618.00000,-300.70000,23.60000,-277.10000,-49.80000,-49.80000,-472.80000,0.80000,-798.90000,-288.00000,46.10000,-472.80000
2019-09-30,695.80000,152.20000,388.50000,540.70000,-10.40000,-4.90000,14.50000,-34.90000,-54.50000,1182.00000,-128.30000,-20.70000,61.20000,312.80000,374.00000,,225.00000,987.60000,-551.00000,436.60000,-961.60000,-961.60000,-459.80000,-1.10000,-985.90000,399.60000,43.10000,-459.80000
2018-09-30,535.50000,164.60000,185.20000,349.80000,-91.70000,-37.40000,67.20000,49.90000,414.70000,1300.00000,-125.00000,-9.90000,-1141.60000,1106.10000,-35.50000,,-170.40000,-250.00000,200.60000,-49.40000,-1400.50000,-1400.50000,-440.80000,1.80000,-1888.90000,-792.10000,38.50000,-440.80000
2017-09-30,825.70000,168.90000,-67.30000,101.60000,-53.00000,-30.40000,81.10000,131.20000,106.70000,1034.00000,-140.60000,92.90000,-1381.60000,912.60000,-469.00000,,-516.70000,,-98.20000,-98.20000,-160.70000,-160.70000,-390.70000,,-649.60000,-115.50000,38.50000,-390.70000
2016-09-30,729.70000,172.20000,81.20000,253.40000,-18.90000,4.60000,32.30000,-44.90000,-35.80000,947.30000,-116.50000,-139.10000,-1070.70000,886.30000,-184.40000,,-440.00000,,448.60000,448.60000,-471.40000,-471.40000,-378.20000,3.30000,-397.70000,99.10000,40.50000,-378.20000
2015-09-30,827.60000,162.50000,100.00000,262.50000,73.40000,-2.50000,17.30000,-17.90000,97.60000,1187.70000,-120.80000,-21.20000,-867.60000,762.70000,-104.90000,,-246.90000,594.30000,-325.00000,269.30000,-538.10000,-538.10000,-350.10000,10.80000,-608.10000,236.00000,41.50000,-350.10000
2014-09-30,826.80000,152.50000,96.90000,249.40000,-53.70000,12.90000,-20.70000,16.80000,-42.90000,1033.30000,-140.60000,-81.50000,-257.90000,,-257.90000,-3.40000,-483.40000,,146.00000,146.00000,-377.20000,-377.20000,-320.50000,29.90000,-521.80000,-9.60000,42.50000,-320.50000
2013-09-30,756.30000,145.20000,134.40000,279.60000,-12.30000,0.80000,3.30000,-46.70000,-21.10000,1014.80000,-145.70000,-84.80000,-22.20000,,-22.20000,-4.10000,-256.80000,,22.00000,22.00000,-230.40000,-230.40000,-276.30000,30.10000,-454.60000,297.00000,41.10000,-276.30000
2012-09-30,737.00000,138.60000,-126.30000,12.30000,-135.70000,21.40000,90.20000,-42.20000,-30.60000,718.70000,-137.00000,-16.20000,-350.00000,,-350.00000,,-503.20000,,157.00000,157.00000,-210.40000,-210.40000,-247.40000,18.10000,-282.70000,-85.00000,43.50000,-247.40000
2011-09-30,697.80000,131.30000,-34.40000,96.90000,-207.20000,-41.90000,15.00000,33.90000,-151.00000,643.70000,-115.00000,-45.90000,0.00000,,,,-160.90000,,,,-124.70000,-124.70000,-211.00000,37.80000,-297.90000,175.50000,39.50000,-211.00000
2010-09-30,464.30000,127.30000,-32.20000,95.10000,-131.70000,-166.40000,117.20000,138.20000,-65.40000,494.00000,-89.00000,,0.00000,,,,-89.00000,,,,-83.60000,-83.60000,-173.60000,15.80000,-241.40000,169.60000,36.30000,-173.60000
2009-09-30,220.70000,134.10000,61.50000,195.60000,228.20000,127.50000,-101.10000,-89.00000,110.10000,526.40000,-89.20000,-30.70000,-8.40000,,-8.40000,-4.10000,-132.40000,,-100.00000,-100.00000,-42.20000,-42.20000,-164.50000,-0.70000,-307.40000,61.60000,27.80000,-164.50000
