,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,11879.00000,2473.00000,97.00000,2570.00000,,,,-1875.00000,-1875.00000,12574.00000,-2711.00000,32.00000,-1.00000,-1.00000,-125.00000,-2805.00000,-2810.00000,,-2810.00000,-4577.00000,-4577.00000,-1655.00000,193.00000,-8849.00000,740.00000,,-1655.00000
2021-12-31,1288.00000,2405.00000,5.00000,2410.00000,,,,2161.00000,2161.00000,5859.00000,-2452.00000,270.00000,-9.00000,-9.00000,32.00000,-2159.00000,-1207.00000,,-1207.00000,-27.00000,-27.00000,-1604.00000,-8.00000,-2846.00000,809.00000,,-1604.00000
2020-12-31,-1107.00000,2351.00000,139.00000,2490.00000,,,,-435.00000,-435.00000,948.00000,-2411.00000,,-54.00000,-54.00000,40.00000,-2425.00000,4075.00000,,4075.00000,-156.00000,-156.00000,-1808.00000,-34.00000,2077.00000,730.00000,,-1808.00000
2019-12-31,2784.00000,2255.00000,256.00000,2511.00000,-1041.00000,-385.00000,1534.00000,-58.00000,236.00000,5531.00000,-1994.00000,,-164.00000,-164.00000,-843.00000,-3001.00000,314.00000,,314.00000,-777.00000,-777.00000,-1492.00000,-1042.00000,-2997.00000,-399.00000,,-1492.00000
2018-12-31,3353.00000,2069.00000,203.00000,2272.00000,-460.00000,-197.00000,304.00000,-31.00000,-1254.00000,4371.00000,-1752.00000,-1088.00000,-181.00000,-181.00000,-907.00000,-3928.00000,-5.00000,,-5.00000,-1708.00000,-1708.00000,-1485.00000,30.00000,-3168.00000,-2868.00000,,-1485.00000
2017-12-31,4156.00000,1986.00000,-2543.00000,-557.00000,-870.00000,-516.00000,1842.00000,745.00000,1883.00000,5482.00000,-1898.00000,-72.00000,-406.00000,-406.00000,-6.00000,-2382.00000,359.00000,,359.00000,-1372.00000,-1372.00000,-1309.00000,50.00000,-2272.00000,1034.00000,,-1309.00000
2016-12-31,2417.00000,1894.00000,-461.00000,1433.00000,,,,970.00000,970.00000,4820.00000,-1278.00000,,-4.00000,-4.00000,-724.00000,-2006.00000,678.00000,,678.00000,-1336.00000,-1336.00000,-1176.00000,-178.00000,-2012.00000,702.00000,,-1176.00000
2015-12-31,4101.00000,1842.00000,955.00000,2797.00000,,,,-1287.00000,-1287.00000,5611.00000,-1618.00000,,-141.00000,-141.00000,-728.00000,-2487.00000,933.00000,,933.00000,-2615.00000,-2615.00000,-893.00000,30.00000,-2545.00000,425.00000,,-893.00000
2014-12-31,3711.00000,1690.00000,508.00000,2198.00000,2753.00000,-1014.00000,-3149.00000,110.00000,-1668.00000,4241.00000,-2153.00000,,-14.00000,-14.00000,-677.00000,-2844.00000,-176.00000,,-176.00000,-1249.00000,-1249.00000,-554.00000,49.00000,-1930.00000,-603.00000,,-554.00000
2013-12-31,2728.00000,1720.00000,176.00000,1896.00000,,,,940.00000,940.00000,5564.00000,-2121.00000,,-76.00000,-76.00000,-615.00000,-2812.00000,-486.00000,1017.00000,531.00000,-500.00000,-500.00000,-462.00000,268.00000,-163.00000,2569.00000,,-462.00000
2012-12-31,2080.00000,1574.00000,2035.00000,3609.00000,,,,-419.00000,-419.00000,5270.00000,-2931.00000,160.00000,,,-580.00000,-3351.00000,-712.00000,,-712.00000,-222.00000,-222.00000,-360.00000,61.00000,-1233.00000,699.00000,58.00000,-360.00000
2011-12-31,2089.00000,1534.00000,531.00000,2065.00000,,,,-116.00000,-116.00000,4038.00000,-2355.00000,-2238.00000,,,-705.00000,-5298.00000,-628.00000,,-628.00000,-300.00000,-300.00000,-169.00000,31.00000,-1066.00000,-2310.00000,58.00000,-169.00000
2010-12-31,324.00000,1473.00000,1236.00000,2709.00000,,,,12.00000,12.00000,3045.00000,-1730.00000,507.00000,330.00000,330.00000,-512.00000,-1405.00000,1027.00000,,1027.00000,7.00000,7.00000,-114.00000,-104.00000,816.00000,2509.00000,54.00000,-114.00000
2009-12-31,-1982.00000,1527.00000,2198.00000,3725.00000,,,,80.00000,80.00000,1823.00000,-2306.00000,-606.00000,,,-380.00000,-3292.00000,713.00000,,713.00000,806.00000,806.00000,-324.00000,94.00000,1289.00000,-115.00000,66.00000,-324.00000
