,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,11845.00000,8467.00000,5039.00000,13506.00000,-1455.00000,-686.00000,1605.00000,-414.00000,-408.00000,24943.00000,-695.00000,-794.00000,92.00000,92.00000,774.00000,-623.00000,-12433.00000,,-12433.00000,-1225.00000,-1225.00000,-10043.00000,-1102.00000,-24803.00000,-545.00000,671.00000,-10043.00000
2021-12-31,11549.00000,8521.00000,4242.00000,12763.00000,-1321.00000,-142.00000,1628.00000,-410.00000,-1535.00000,22777.00000,-787.00000,-1902.00000,-21.00000,-21.00000,366.00000,-2344.00000,-8414.00000,,-8414.00000,-690.00000,-690.00000,-9261.00000,-674.00000,-19039.00000,1297.00000,692.00000,-9261.00000
2020-12-31,4622.00000,6471.00000,5526.00000,11997.00000,-929.00000,-40.00000,1514.00000,997.00000,969.00000,17588.00000,-798.00000,-39610.00000,1464.00000,1464.00000,1387.00000,-37557.00000,-2683.00000,,-2683.00000,-769.00000,-769.00000,-7716.00000,-333.00000,-11501.00000,-31475.00000,753.00000,-7716.00000
2019-12-31,7882.00000,2017.00000,4833.00000,6850.00000,-74.00000,-231.00000,97.00000,-182.00000,-1408.00000,13324.00000,-552.00000,-1135.00000,2116.00000,2116.00000,167.00000,596.00000,29946.00000,-3699.00000,26247.00000,-621.00000,-621.00000,-6366.00000,-552.00000,18708.00000,32635.00000,430.00000,-6366.00000
2018-12-31,5687.00000,1765.00000,5508.00000,7273.00000,-591.00000,-226.00000,734.00000,-124.00000,467.00000,13427.00000,-638.00000,-736.00000,368.00000,368.00000,,-1006.00000,-72.00000,3301.00000,3229.00000,-11941.00000,-11941.00000,-5580.00000,-104.00000,-14396.00000,-2014.00000,421.00000,-5580.00000
2017-12-31,5309.00000,1501.00000,3057.00000,4558.00000,-391.00000,93.00000,425.00000,-34.00000,93.00000,9960.00000,-529.00000,-308.00000,563.00000,563.00000,,-274.00000,-25.00000,23.00000,-2.00000,-1156.00000,-1156.00000,-4107.00000,-247.00000,-5512.00000,4203.00000,365.00000,-4107.00000
2016-12-31,5953.00000,1189.00000,1198.00000,2387.00000,-71.00000,-38.00000,-1187.00000,-3.00000,-1299.00000,7041.00000,-479.00000,-2757.00000,-2956.00000,-2956.00000,118.00000,-6074.00000,5617.00000,-23.00000,5594.00000,-5765.00000,-5765.00000,-3717.00000,-40.00000,-3928.00000,-3299.00000,353.00000,-3717.00000
2015-12-31,5144.00000,836.00000,562.00000,1398.00000,-1076.00000,-434.00000,1503.00000,1000.00000,993.00000,7535.00000,-532.00000,-12452.00000,48.00000,48.00000,,-12936.00000,16642.00000,-19.00000,16623.00000,-7431.00000,-7431.00000,-3294.00000,-146.00000,5752.00000,51.00000,282.00000,-3294.00000
2014-12-31,1774.00000,786.00000,1343.00000,2129.00000,-172.00000,-203.00000,-193.00000,214.00000,-354.00000,3549.00000,-612.00000,-622.00000,308.00000,308.00000,,-926.00000,-17.00000,12.00000,-5.00000,-433.00000,-433.00000,-2661.00000,-194.00000,-3293.00000,-1247.00000,241.00000,-2661.00000
2013-12-31,4128.00000,897.00000,550.00000,1447.00000,681.00000,-56.00000,-426.00000,493.00000,692.00000,6267.00000,-491.00000,-405.00000,1775.00000,1775.00000,,879.00000,,-601.00000,-601.00000,27.00000,27.00000,-2555.00000,-313.00000,-3442.00000,3694.00000,212.00000,-2555.00000
2012-12-31,5275.00000,1150.00000,475.00000,1625.00000,223.00000,-203.00000,-731.00000,156.00000,-555.00000,6345.00000,-333.00000,-688.00000,-1397.00000,-1397.00000,,-2418.00000,14586.00000,1000.00000,15586.00000,,,,-13655.00000,1931.00000,5874.00000,187.00000,0.00000
2011-12-31,3433.00000,1272.00000,836.00000,2108.00000,-498.00000,-87.00000,1497.00000,-206.00000,706.00000,6247.00000,-356.00000,-273.00000,-688.00000,-688.00000,1870.00000,553.00000,,,,,,,-6783.00000,-6783.00000,17.00000,163.00000,0.00000
2010-12-31,4178.00000,1184.00000,480.00000,1664.00000,-60.00000,-73.00000,-695.00000,-38.00000,-866.00000,4976.00000,-448.00000,-2621.00000,-92.00000,-92.00000,-1870.00000,-5031.00000,,,,,,,65.00000,65.00000,10.00000,167.00000,
2009-12-31,4636.51500,697.49200,-470.41200,227.08000,-322.19300,165.34700,210.32400,450.26300,503.74100,5367.33600,-312.56500,-170.00000,-4.20700,-4.20700,0.41700,-486.35500,-34.76600,,-34.76600,,,,-4846.38500,-4881.15100,-0.17000,156.71800,
