,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-06-30,2408.00000,727.00000,459.00000,1186.00000,-10.00000,-602.00000,210.00000,-152.00000,-554.00000,3040.00000,-1040.00000,-3.00000,98.00000,98.00000,,-945.00000,-18.00000,-4.00000,-22.00000,-2309.00000,-2309.00000,-840.00000,135.00000,-3036.00000,-1001.00000,331.00000,-840.00000
2021-06-30,2875.00000,651.00000,-449.00000,202.00000,-398.00000,-140.00000,440.00000,652.00000,554.00000,3631.00000,-637.00000,-1065.00000,-194.00000,-194.00000,32.00000,-1864.00000,137.00000,-744.00000,-607.00000,-733.00000,-733.00000,-753.00000,201.00000,-1892.00000,-64.00000,327.00000,-753.00000
2020-06-30,696.00000,611.00000,984.00000,1595.00000,625.00000,-3.00000,-308.00000,-325.00000,-11.00000,2280.00000,-623.00000,-1047.00000,-28.00000,-28.00000,,-1698.00000,1968.00000,755.00000,2723.00000,-893.00000,-893.00000,-503.00000,134.00000,1461.00000,2035.00000,213.00000,-503.00000
2019-06-30,1794.00000,557.00000,168.00000,725.00000,-169.00000,-375.00000,319.00000,223.00000,-2.00000,2517.00000,-742.00000,,1215.00000,1215.00000,,473.00000,-1.00000,-171.00000,-172.00000,-1555.00000,-1555.00000,-609.00000,163.00000,-2173.00000,806.00000,243.00000,-609.00000
2018-06-30,1117.00000,531.00000,350.00000,881.00000,-105.00000,-147.00000,349.00000,1.00000,564.00000,2562.00000,-629.00000,,271.00000,271.00000,,-358.00000,-2.00000,-8.00000,-10.00000,-759.00000,-759.00000,-546.00000,143.00000,-1172.00000,1045.00000,236.00000,-546.00000
2017-06-30,1256.00000,464.00000,59.00000,523.00000,-92.00000,-85.00000,54.00000,134.00000,11.00000,1790.00000,-492.00000,-1671.00000,-41.00000,-41.00000,,-2204.00000,1192.00000,165.00000,1357.00000,-413.00000,-413.00000,-486.00000,172.00000,630.00000,222.00000,219.00000,-486.00000
2016-06-30,1121.00000,415.00000,108.00000,523.00000,-101.00000,-69.00000,101.00000,214.00000,145.00000,1789.00000,-525.00000,-101.00000,-643.00000,-643.00000,,-1269.00000,608.00000,,608.00000,-890.00000,-890.00000,-423.00000,100.00000,-605.00000,-107.00000,184.00000,-423.00000
2015-06-30,1094.00000,409.00000,91.00000,500.00000,103.00000,-26.00000,147.00000,125.00000,349.00000,1943.00000,-473.00000,-241.00000,-902.00000,-902.00000,,-1616.00000,286.00000,13.00000,299.00000,-983.00000,-983.00000,-350.00000,139.00000,-895.00000,-608.00000,165.00000,-350.00000
2014-06-30,1209.10000,384.60000,136.80000,521.40000,-196.20000,-156.80000,34.00000,-45.20000,-195.30000,1535.20000,-510.20000,-9.20000,7.80000,7.80000,,-511.60000,-11.80000,5.10000,-6.70000,-667.20000,-667.20000,-301.80000,118.80000,-856.90000,133.40000,152.60000,-301.80000
2013-06-30,1023.80000,354.60000,56.20000,410.80000,-113.00000,-134.50000,-8.70000,47.90000,-208.30000,1226.30000,-461.00000,-8.70000,4.20000,4.20000,,-465.50000,257.20000,-198.50000,58.70000,-387.70000,-387.70000,-419.20000,136.70000,-611.50000,148.00000,145.80000,-419.20000
2012-06-30,860.50000,317.50000,6.30000,323.80000,-178.40000,-41.20000,68.30000,93.70000,-57.60000,1126.70000,-420.70000,-7.60000,,,,-428.30000,-128.80000,197.40000,68.60000,-592.70000,-592.70000,-204.00000,143.00000,-585.10000,94.70000,124.70000,-204.00000
2011-06-30,703.80000,332.40000,24.40000,356.80000,-124.70000,-95.10000,-17.00000,100.10000,-33.60000,1027.00000,-351.00000,-256.10000,0.20000,0.20000,,-606.90000,-16.50000,0.40000,-16.10000,-396.60000,-396.60000,-148.00000,247.60000,-313.10000,132.30000,94.80000,-148.00000
2010-06-30,482.40000,312.10000,4.80000,316.90000,79.20000,-60.80000,103.60000,114.20000,157.40000,956.70000,-270.60000,-10.70000,-0.10000,-0.10000,,-281.40000,-227.20000,-7.50000,-234.70000,-266.70000,-266.70000,-109.10000,204.40000,-406.10000,256.20000,57.00000,-109.10000
2009-06-30,226.80000,317.10000,-52.60000,264.50000,103.80000,125.70000,-11.90000,-37.40000,204.70000,696.00000,-279.80000,-68.50000,8.80000,8.80000,,-339.50000,287.60000,-93.50000,194.10000,-62.60000,-62.60000,-108.40000,102.70000,125.80000,462.80000,51.50000,-108.40000
