,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,-186.50000,1537.50000,334.20000,1871.70000,-108.50000,-64.60000,-16.10000,6.00000,-183.20000,1502.00000,-629.20000,,,,4.10000,-625.10000,,-505.80000,-505.80000,-51.50000,-51.50000,-329.30000,-2.90000,-889.50000,-37.40000,33.60000,-329.30000
2021-12-31,1008.50000,792.80000,-191.70000,601.09990,-137.60000,-143.90000,285.50000,-40.10000,-36.10000,1573.50000,-496.60000,,,,-13.30000,-509.90000,,-1005.20000,-1005.20000,,,-147.80000,-19.20000,-1172.20000,-132.70000,32.10000,-147.80000
2020-12-31,-945.70000,2414.40000,150.90000,2565.30000,160.80000,-46.20000,-50.10000,11.60000,76.10000,1695.70000,-416.00000,,,,2.40000,-413.60000,,-917.40000,-917.40000,,,-125.30000,-27.70000,-1070.40000,246.70000,24.20000,-125.30000
2019-12-31,246.20000,872.60000,806.20000,1678.80000,38.50000,-17.70000,-53.00000,4.50000,-27.70000,1897.30000,-477.90000,,,,44.60000,-433.30000,-1583.20000,-4.70000,-1587.90000,1.60000,1.60000,-424.40000,3.70000,-2007.00000,-534.50000,8.50000,-424.40000
2018-12-31,1134.60000,870.20000,480.60000,1350.80000,-38.40000,-10.60000,27.60000,-132.70000,-154.10000,2331.30000,-619.20000,,,,-49.90000,-669.10000,,-694.10000,-694.10000,16.00000,16.00000,-354.20000,23.40000,-1008.90000,639.30000,42.60000,-354.20000
2017-12-31,1587.80000,836.00000,-574.30000,261.70000,-7.20000,21.30000,31.00000,-28.30000,16.80000,1866.30000,-539.10000,,,,0.90000,-538.20000,-1464.10000,374.30000,-1089.80000,4.00000,4.00000,-353.40000,-57.20000,-1496.40000,-142.30000,58.30000,-353.40000
2016-12-31,1599.80000,454.90000,-1112.40000,-657.50000,65.60000,-23.20000,144.90000,-2.70000,184.60000,1126.90000,-167.30000,-11961.00000,-166.79990,-166.79990,8.50000,-12286.60000,9236.69900,-1.10000,9235.60000,2536.80000,2536.80000,-352.90000,-101.60000,11317.90000,130.00000,29.90000,-352.90000
2015-12-31,398.50000,325.50000,-35.70000,289.80000,60.80000,10.90000,-111.00000,66.90000,27.60000,715.90000,-263.20000,-91.20000,-1442.70000,-1442.70000,1462.40000,-334.70000,,-50.80000,-50.80000,-115.50000,-115.50000,-303.40000,-61.80000,-531.50000,-193.70000,18.40000,-303.40000
2014-12-31,517.80000,320.00000,392.80010,712.80010,22.30000,-16.50000,75.30000,-23.80000,57.30000,1287.90000,-250.70000,,-1388.10000,-1388.10000,1399.40000,-239.40000,-69.60000,-451.40000,-521.00000,44.40000,44.40000,-273.60000,-67.10000,-817.30000,182.30000,23.50000,-273.60000
2013-12-31,572.50000,340.80000,90.00000,430.80000,70.40000,4.20000,185.10000,-94.80000,164.90000,1168.20000,-240.30000,,-1186.50000,-1186.50000,1149.80000,-277.00000,,-801.29990,-801.29990,88.80000,88.80000,-234.60000,-112.10000,-1059.20000,-181.70000,19.50000,-234.60000
2012-12-31,439.10000,314.40000,165.50000,479.90010,105.50000,54.10000,-69.90000,-25.00000,64.70000,983.70000,-206.60000,-2258.30000,-66.40000,-66.40000,-103.80000,-2635.10000,1544.40000,-98.40000,1446.00000,34.10000,34.10000,-237.20000,-71.50000,1171.40000,-454.90000,14.00000,-237.20000
2011-12-31,677.10000,239.60000,82.20000,321.80000,-29.00000,-17.10000,-2.60000,-82.10000,-130.80000,868.10000,-230.80000,-41.30000,-883.30000,-883.30000,817.30000,-338.10000,-0.30000,-20.20000,-20.50000,-309.50000,-309.50000,-230.40000,-104.70000,-665.10000,-138.70000,24.70000,-230.40000
2010-12-31,709.90000,222.90000,56.00000,278.90000,-7.80000,-10.10000,45.30000,-266.50000,-239.10000,749.70000,-172.70000,-19.80000,-10.89990,-10.89990,-64.00000,-267.40000,188.40000,10.80000,199.20000,38.50000,38.50000,-204.80000,-40.50000,-7.60000,483.40000,27.40000,-204.80000
2009-12-31,723.20000,227.40000,119.50000,346.90000,-63.30000,1.80000,21.00000,-171.30000,-211.80000,858.30000,-158.80000,16.30000,-514.50000,-514.50000,428.80000,-228.20000,-0.40000,-8.30000,-8.70000,43.10000,43.10000,-173.30000,21.70000,-117.20000,518.00000,22.80000,-173.30000
