,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-08-31,4065.00000,1990.00000,-2651.00000,-661.00000,808.00000,-433.00000,244.00000,65.00000,495.00000,3899.00000,-426.00000,-2189.00000,,,,1550.00000,-1064.00000,3598.00000,-11.00000,3587.00000,-160.00000,-160.00000,-1659.00000,-3267.00000,-1499.00000,1288.00000,391.00000,-1659.00000
2021-08-31,2512.00000,1973.00000,642.00000,2615.00000,-1451.00000,165.00000,842.00000,-334.00000,428.00000,5555.00000,-523.00000,4096.00000,,,,499.00000,4072.00000,-2531.00000,-909.00000,-3440.00000,-51.00000,-51.00000,-1617.00000,-3928.00000,-9036.00000,525.00000,155.00000,-1617.00000
2020-08-31,424.00000,1927.00000,2192.00000,4119.00000,163.00000,63.00000,-25.00000,-47.00000,941.00000,5484.00000,-650.00000,-718.00000,,,,71.00000,-1297.00000,-1047.00000,-161.00000,-1208.00000,-1534.00000,-1534.00000,-1747.00000,-157.00000,-4647.00000,-460.00000,137.00000,-1747.00000
2019-08-31,3962.00000,2038.00000,334.00000,2372.00000,-789.00000,141.00000,954.00000,-266.00000,-740.00000,5594.00000,-1699.00000,-741.00000,,,,133.00000,-2307.00000,1972.00000,536.00000,2508.00000,-3986.00000,-3986.00000,-1643.00000,75.00000,-3047.00000,232.00000,119.00000,-1643.00000
2018-08-31,5031.00000,1770.00000,-477.00000,1293.00000,-391.00000,331.00000,1352.00000,-333.00000,1940.00000,8263.00000,-1367.00000,-4793.00000,,,,659.00000,-5501.00000,1010.00000,586.00000,1596.00000,-5054.00000,-5054.00000,-1739.00000,-98.00000,-5295.00000,-2522.00000,130.00000,-1739.00000
2017-08-31,4101.00000,1654.00000,-122.00000,1532.00000,-153.00000,98.00000,1684.00000,77.00000,1622.00000,7255.00000,-907.00000,-88.00000,,,,152.00000,-843.00000,-6196.00000,33.00000,-6163.00000,-5003.00000,-5003.00000,-1723.00000,-45.00000,-12934.00000,-6496.00000,91.00000,-1723.00000
2016-08-31,4191.00000,1718.00000,256.00000,1974.00000,115.00000,-644.00000,1572.00000,124.00000,1682.00000,7847.00000,-1265.00000,103.00000,,-2360.00000,-2360.00000,5.00000,-3517.00000,5200.00000,29.00000,5229.00000,-917.00000,-917.00000,-1563.00000,-143.00000,2606.00000,6807.00000,115.00000,-1563.00000
2015-08-31,4279.00000,1742.00000,-852.00000,890.00000,-338.00000,719.00000,268.00000,11.00000,495.00000,5664.00000,-384.00000,-4018.00000,,,,126.00000,-4276.00000,1813.00000,-226.00000,1587.00000,-723.00000,-723.00000,-1384.00000,-395.00000,-915.00000,354.00000,109.00000,-1384.00000
2014-08-31,2031.00000,1316.00000,336.00000,1652.00000,-616.00000,860.00000,-339.00000,93.00000,210.00000,3893.00000,-1039.00000,-251.00000,,-493.00000,-493.00000,52.00000,-1731.00000,-282.00000,,-282.00000,-93.00000,-93.00000,-1199.00000,-48.00000,-1622.00000,540.00000,114.00000,-1199.00000
2013-08-31,2548.00000,1283.00000,-197.00000,1086.00000,-449.00000,321.00000,182.00000,86.00000,667.00000,4301.00000,-1097.00000,-610.00000,-50.00000,-224.00000,-274.00000,-15.00000,-1996.00000,-300.00000,,-300.00000,-129.00000,-129.00000,-1040.00000,-27.00000,-1496.00000,809.00000,104.00000,-1040.00000
2012-08-31,2127.00000,1166.00000,407.00000,1573.00000,394.00000,1083.00000,-439.00000,105.00000,731.00000,4431.00000,-1550.00000,-536.00000,0.00000,-4025.00000,-4025.00000,251.00000,-5860.00000,3000.00000,,3000.00000,-1026.00000,-1026.00000,-787.00000,-17.00000,1170.00000,-259.00000,99.00000,-787.00000
2011-08-31,2714.00000,1086.00000,-114.00000,972.00000,-243.00000,-592.00000,384.00000,88.00000,-43.00000,3643.00000,-1213.00000,-188.00000,0.00000,,,-124.00000,-1525.00000,-17.00000,,-17.00000,-1793.00000,-1793.00000,-647.00000,15.00000,-2442.00000,-324.00000,135.00000,-647.00000
2010-08-31,2091.00000,1030.00000,207.00000,1237.00000,124.00000,-307.00000,167.00000,160.00000,416.00000,3744.00000,-1014.00000,-779.00000,500.00000,,500.00000,19.00000,-1274.00000,-576.00000,,-576.00000,-1523.00000,-1523.00000,-541.00000,-37.00000,-2677.00000,-207.00000,84.00000,-541.00000
2009-08-31,2006.00000,975.00000,357.00000,1332.00000,6.00000,533.00000,11.00000,52.00000,773.00000,4111.00000,-1927.00000,-405.00000,-500.00000,,-500.00000,56.00000,-2776.00000,987.00000,-70.00000,917.00000,-141.00000,-141.00000,-446.00000,-21.00000,309.00000,1644.00000,84.00000,-446.00000
