,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2023-01-31,2249.00000,3743.00000,1698.00000,5441.00000,-222.00000,-1370.00000,3.00000,-1388.00000,-3379.00000,4311.00000,-3000.00000,,,,-15.00000,-3015.00000,-552.00000,,-552.00000,-859.00000,-859.00000,-682.00000,-196.00000,-2289.00000,-993.00000,190.00000,-682.00000
2022-01-31,1666.00000,3429.00000,1324.00000,4753.00000,-61.00000,80.00000,438.00000,-1033.00000,-229.00000,6190.00000,-2461.00000,,,,-150.00000,-2611.00000,-1220.00000,,-1220.00000,-1475.00000,-1475.00000,-589.00000,-161.00000,-3445.00000,134.00000,203.00000,-589.00000
2021-01-31,2588.00000,3373.00000,-687.00000,2686.00000,-90.00000,7.00000,330.00000,-112.00000,1541.00000,6815.00000,-2700.00000,,,,-114.00000,-2814.00000,-848.00000,,-848.00000,-1197.00000,-1197.00000,-534.00000,-134.00000,-2713.00000,1288.00000,185.00000,-534.00000
2020-01-31,1512.00000,3289.00000,175.00000,3464.00000,-36.00000,-351.00000,342.00000,-427.00000,-312.00000,4664.00000,-2855.00000,327.00000,,,-83.00000,-2611.00000,-1141.00000,,-1141.00000,-410.00000,-410.00000,-486.00000,-46.00000,-2083.00000,-30.00000,155.00000,-486.00000
2019-01-31,3078.00000,2465.00000,-1680.00000,785.00000,-208.00000,-354.00000,213.00000,-55.00000,301.00000,4164.00000,-2882.00000,1928.00000,-157.00000,-157.00000,-75.00000,-1186.00000,864.00000,-1321.00000,-457.00000,-1945.00000,-1945.00000,-437.00000,-57.00000,-2896.00000,82.00000,154.00000,-437.00000
2018-01-31,1889.00000,2546.00000,119.00000,2665.00000,61.00000,-23.00000,158.00000,-1201.00000,-1141.00000,3413.00000,-2671.00000,-16.00000,,,-20.00000,-2707.00000,735.00000,696.00000,1431.00000,-1582.00000,-1582.00000,-443.00000,-87.00000,-681.00000,25.00000,151.00000,-443.00000
2017-01-31,1957.00000,2340.00000,453.00000,2793.00000,-110.00000,-382.00000,16.00000,-145.00000,-478.00000,4272.00000,-3567.00000,-401.00000,,,93.00000,-3875.00000,1861.00000,,1861.00000,-1698.00000,-1698.00000,-429.00000,-86.00000,-352.00000,45.00000,141.00000,-429.00000
2016-01-31,2049.00000,2089.00000,713.00000,2802.00000,-59.00000,-184.00000,440.00000,-47.00000,66.00000,4917.00000,-3304.00000,-168.00000,,,-98.00000,-3570.00000,-349.00000,,-349.00000,-583.00000,-583.00000,-385.00000,-21.00000,-1338.00000,9.00000,165.00000,-385.00000
2015-01-31,1747.00000,1948.00000,539.00000,2487.00000,-141.00000,-147.00000,135.00000,-47.00000,-19.00000,4215.00000,-2794.00000,-252.00000,,,-14.00000,-3060.00000,226.00000,,226.00000,-1173.00000,-1173.00000,-338.00000,-3.00000,-1288.00000,-133.00000,155.00000,-338.00000
2014-01-31,1531.00000,1703.00000,391.00000,2094.00000,-8.00000,-131.00000,196.00000,-139.00000,-52.00000,3573.00000,-2306.00000,-2344.00000,,,-121.00000,-4771.00000,2488.00000,-395.00000,2093.00000,-413.00000,-413.00000,-319.00000,,1361.00000,163.00000,107.00000,-319.00000
2013-01-31,1508.00000,1652.00000,443.00000,2095.00000,-126.00000,-78.00000,188.00000,-864.00000,-649.00000,2954.00000,-2013.00000,-122.00000,,,-48.00000,-2183.00000,-582.00000,1275.00000,693.00000,-1151.00000,-1151.00000,-267.00000,4.00000,-721.00000,50.00000,82.00000,-267.00000
2012-01-31,596.00000,1638.00000,438.00000,2076.00000,-63.00000,-361.00000,83.00000,218.00000,-14.00000,2658.00000,-1847.00000,-51.00000,,,-10.00000,-1908.00000,276.00000,19.00000,295.00000,-1429.00000,-1429.00000,-257.00000,4.00000,-1387.00000,-637.00000,81.00000,-257.00000
2011-01-31,1133.00000,1618.00000,271.00000,1889.00000,-11.00000,-88.00000,315.00000,-76.00000,344.00000,3366.00000,-1864.00000,-7.00000,,,-90.00000,-1961.00000,-172.00000,,-172.00000,-516.00000,-516.00000,-250.00000,-66.00000,-1004.00000,401.00000,79.00000,-250.00000
2010-01-31,57.00000,2638.00000,486.00000,3124.00000,-21.00000,-45.00000,54.00000,-250.00000,-259.00000,2922.00000,-2277.00000,-36.00000,,,-14.00000,-2327.00000,-50.00000,,-50.00000,-167.00000,-167.00000,-238.00000,21.00000,-434.00000,161.00000,83.00000,-238.00000
2009-01-31,1250.00000,1443.00000,635.00000,2078.00000,-28.00000,-193.00000,-53.00000,81.00000,-432.00000,2896.00000,-2090.00000,-80.00000,,,-9.00000,-2179.00000,-112.00000,2.00000,-110.00000,-465.00000,-465.00000,-227.00000,33.00000,-769.00000,21.00000,91.00000,-227.00000
