,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,925.50000,195.30000,173.60000,368.90000,912.80000,-359.20000,-1284.30000,,-730.70010,703.20000,-192.90000,,,-166.09990,-166.09990,-16.60000,-375.60000,-575.00000,,-575.00000,-244.70000,-244.70000,-571.60000,424.40000,-966.90000,-713.00000,106.20000,-334.80000
2021-12-31,1969.40000,205.30000,-260.20000,-54.90000,5581.20000,-421.60000,-5875.50000,,-715.89990,1078.10000,-108.80000,,,-717.29980,-717.29980,-21.80000,-847.90000,914.59990,,914.59990,-60.90000,-60.90000,-544.50000,-191.90000,117.30000,307.80000,140.10000,-307.70000
2020-12-31,807.50000,203.50000,380.70000,584.20000,3744.40000,-48.20000,-3812.70000,,-116.50000,1230.30000,-115.00000,,,-750.10010,-750.10010,5.50000,-859.60000,476.90000,,476.90000,-47.10000,-47.10000,-594.20000,-121.50000,-285.90000,138.10000,188.50000,-357.40000
2019-12-31,737.80000,177.60000,294.90000,472.50000,934.30000,-213.40000,-748.90000,,-28.00000,1116.60000,-124.30000,290.50000,,-1617.60000,-1617.60000,18.60000,-1432.80000,1529.20000,-330.80000,1198.40000,-469.80000,-469.80000,-652.70000,125.40000,201.30000,-104.20000,207.50000,-529.10000
2018-12-31,883.10000,142.10000,157.40000,299.50000,944.40000,-340.70000,-997.50000,,-393.80000,828.80000,-102.50000,-1469.30000,,-1263.10000,-1263.10000,-63.80000,-2898.70000,1418.40000,330.80000,1749.20000,-51.80000,-51.80000,-490.60000,333.20000,1540.00000,-712.30000,172.40000,-490.60000
2017-12-31,1161.00000,116.80000,240.60000,357.40000,-3419.40000,-342.50000,3440.70000,,-321.20000,1157.80000,-111.70000,-299.20000,,-563.50000,-563.50000,,-974.40000,402.29980,-28.70000,373.59980,-63.80000,-63.80000,-471.60000,330.80000,169.00000,447.50000,175.30000,-471.60000
2016-12-31,868.30000,101.20000,182.90000,284.10000,-3392.20000,-487.20000,3403.90000,,-475.50000,654.00000,-147.70000,-121.90000,,-736.29980,-736.29980,,-1005.90000,1156.40000,28.70000,1185.10000,-535.00000,-535.00000,-460.40000,280.40000,470.10000,-144.50000,159.70000,-460.40000
2015-12-31,964.10000,93.60000,12.70000,106.30000,-4489.90000,,4517.00000,29.40000,56.50010,1128.40000,-124.50000,,6.20000,-546.50000,-540.30000,,-664.80000,1014.20000,,1014.20000,-620.00000,-620.00000,-454.50000,8.70000,-51.60000,337.20000,150.30000,-454.50000
2014-12-31,1001.10000,89.40000,88.10000,177.50000,-265.80000,,165.90000,149.80000,49.90000,1200.40000,-133.20000,60.80000,-11.00000,-1743.80000,-1754.80000,,-1827.20000,1274.50000,,1274.50000,-258.60000,-258.60000,-424.00000,270.60000,862.50000,183.00000,138.00000,-424.00000
2013-12-31,982.80000,88.40000,-9.20000,79.20000,-593.10000,,654.70000,-309.00000,-247.40000,780.20000,-88.20000,135.10000,-105.40000,-181.39990,-286.79990,,-239.90000,1472.10000,-586.50000,885.59990,-452.60000,-452.60000,-379.70000,-112.60000,-59.30000,495.70000,133.10000,-379.70000
2012-12-31,587.30000,95.00000,188.90000,283.90000,113.80000,,-121.20000,-36.20000,-43.60000,819.30000,-98.70000,-37.20000,-35.30000,72.39990,37.09990,16.40000,-82.40000,81.89990,47.50000,129.39990,-242.00000,-242.00000,-289.00000,-244.30000,-645.90000,108.10000,136.40000,-289.00000
2011-12-31,622.00000,117.40000,228.00000,345.40000,213.40000,264.20000,-431.20000,,46.40000,964.80000,-94.40000,-31.70000,28.80000,445.40010,474.20010,,348.10000,-648.50000,-31.00000,-679.50000,-424.10000,-424.10000,-220.90000,2.40000,-1322.10000,-13.10000,115.10000,-220.90000
2010-12-31,636.80000,96.70000,-22.20010,74.49990,-223.30000,-336.20000,243.00000,,-316.50000,379.20000,-89.60000,-775.90000,30.80000,496.89990,527.69990,,-337.80000,-280.20000,570.00000,289.80000,-172.60000,-172.60000,-197.90000,14.80000,-65.90000,-21.50000,117.80000,-197.90000
2009-12-31,209.30000,77.60000,201.90000,279.50000,-468.40000,45.00000,305.10000,,-118.30000,362.70000,-32.70000,-34.20000,3.20000,-38.70000,-35.50000,,-102.40000,-442.10000,-12.00000,-454.10000,521.80000,521.80000,-168.90000,0.50000,-100.70000,176.80000,90.80000,-168.90000
