,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,2020.10000,604.20000,382.60000,986.80000,-200.20000,-666.70000,46.60000,-334.30000,-1079.30000,1919.90000,-644.50000,-1003.10000,40.00000,-1607.60000,732.10000,214.40000,946.50000,-793.90000,-793.90000,-618.50000,183.50000,-282.40000,33.10000,99.70000,-618.50000
2021-12-31,1864.40000,579.00000,484.00000,1063.00000,-287.80000,-228.10000,346.10000,-394.60000,-646.50000,2244.60000,-372.00000,-88.40000,-16.00000,-476.40000,560.40000,763.90000,1324.30000,-2547.80000,-2547.80000,-587.10000,-23.40000,-1834.00000,-60.90000,97.70000,-587.10000
2020-12-31,2030.40000,590.90000,349.50000,940.40000,10.30000,84.40000,227.20000,-348.60000,310.80000,3408.60000,-303.80000,,-18.60000,-322.40000,-215.70000,-204.60000,-420.30000,-2081.20000,-2081.20000,-488.00000,-30.60000,-3020.10000,64.80000,95.90000,-488.00000
2019-12-31,1541.30000,706.20000,412.30000,1118.50000,-73.20000,-75.50000,36.20000,-326.90000,-432.50000,2321.30000,-328.90000,-77.30000,-56.40000,-462.60000,-556.60000,-122.80000,-679.40000,-624.20000,-624.20000,-420.80000,-122.00000,-1846.40000,6.30000,101.70000,-420.80000
2018-12-31,1108.70000,608.40000,147.00000,755.40000,18.40000,-119.50000,113.80000,25.80000,202.20000,1943.70000,-251.00000,,-0.60000,-251.60000,-857.80000,-300.90000,-1158.70000,-522.60000,-522.60000,-322.90000,257.50000,-1746.70000,-48.70000,82.60000,-322.90000
2017-12-31,1727.90000,615.90000,-458.40000,157.50000,-49.90000,-90.00000,166.70000,64.10000,65.80000,1884.00000,-222.80000,-8810.30000,-14.30000,-9047.40000,6373.00000,356.30000,6729.30000,143.60000,143.60000,-319.00000,-39.80000,6514.10000,-685.60000,90.30000,-319.00000
2016-12-31,1132.70300,271.92500,12.68000,284.60500,-113.85500,-52.57700,-118.89300,108.53100,-119.66400,1308.57200,-239.02600,,-64.74800,-303.77400,-65.73000,-0.89900,-66.62900,86.83100,86.83100,-312.08200,-15.47300,-307.35300,684.04900,72.10900,-312.08200
2015-12-31,1053.84900,201.65600,100.64300,302.29900,-56.87300,-40.73300,160.11100,57.54400,130.75700,1447.46300,-234.34000,,-54.29300,-288.63300,797.51400,-630.22600,167.28800,-945.30100,-945.30100,-249.64700,47.30700,-980.35300,165.01200,72.34200,-249.64700
2014-12-31,865.88700,202.16900,77.18900,279.35800,-80.25200,-101.11200,78.60300,42.61800,-54.04400,1081.52800,-200.54500,,-109.50500,-310.05000,-499.18700,591.42300,92.23600,-1388.59400,-1388.59400,-215.26300,44.54600,-1467.07500,-704.15700,64.73500,-215.26300
2013-12-31,752.56100,187.79400,93.60000,281.39400,-41.47300,25.03100,34.68500,106.29800,93.53400,1083.76600,-166.68000,-79.94000,-91.69400,-338.31400,-10.45900,31.63400,21.17500,-699.51000,-699.51000,-204.97800,30.00500,-853.30800,-117.70100,58.00400,-204.97800
2012-12-31,631.03400,183.28800,40.89300,224.18100,-33.57800,19.92900,-51.12400,87.52700,63.22000,887.88600,-157.11200,-99.24200,-86.10100,-342.45500,985.69700,-284.83900,700.85800,-336.64000,-336.64000,-160.93900,83.29900,286.57800,829.89400,54.34800,-160.93900
2011-12-31,441.86000,180.90400,47.22900,228.13300,-93.69700,-19.22200,64.05300,105.58200,61.04100,735.81200,-153.80100,-44.43600,-79.53200,-277.76900,-9.10400,-43.34600,-52.45000,-297.83600,-297.83600,-153.51200,28.58900,-475.20900,-25.88900,48.17600,-153.51200
2010-12-31,462.48500,179.79500,36.77800,216.57300,-111.11300,-82.06000,155.11600,-20.87600,12.92600,706.59000,-125.16200,-298.16100,-66.62600,-489.94900,-144.62400,357.83500,213.21100,-273.46800,-273.46800,-156.42400,-6.88700,-223.56800,-10.74400,42.27600,-156.42400
2009-12-31,435.84800,185.04800,52.74600,237.79400,108.19000,145.86700,-82.60700,26.54000,185.98000,859.18600,-91.32800,-15.44000,-23.63100,-130.39900,471.64200,-494.98900,-23.34700,-493.76700,-493.76700,-162.56100,-3.15500,-682.83000,43.11700,23.27100,-162.56100
