,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,3034.00000,410.00000,-278.00000,132.00000,-461.00000,-455.00000,35.00000,-21.00000,-818.00000,2348.00000,-397.00000,-2.00000,12.00000,12.00000,277.00000,-110.00000,-520.00000,796.00000,276.00000,-1721.00000,-1721.00000,-1542.00000,-13.00000,-3000.00000,-819.00000,63.00000,-1542.00000
2021-12-31,2694.00000,410.00000,-108.00000,302.00000,-240.00000,-450.00000,37.00000,-37.00000,-439.00000,2557.00000,-288.00000,-731.00000,38.00000,38.00000,-3.00000,-984.00000,-261.00000,120.00000,-141.00000,-950.00000,-950.00000,-1463.00000,-10.00000,-2564.00000,-1037.00000,53.00000,-1463.00000
2020-12-31,2109.00000,427.00000,21.00000,448.00000,95.00000,43.00000,19.00000,42.00000,250.00000,2807.00000,-226.00000,,14.00000,14.00000,-2.00000,-214.00000,-4.00000,,-4.00000,-640.00000,-640.00000,-1379.00000,-26.00000,-2049.00000,583.00000,42.00000,-1379.00000
2019-12-31,2521.00000,426.00000,20.00000,446.00000,40.00000,98.00000,-16.00000,8.00000,28.00000,2995.00000,-301.00000,-4.00000,20.00000,20.00000,102.00000,-183.00000,423.00000,-1.00000,422.00000,-1415.00000,-1415.00000,-1321.00000,-12.00000,-2326.00000,477.00000,41.00000,-1321.00000
2018-12-31,2563.00000,461.00000,75.00000,536.00000,-60.00000,-108.00000,-46.00000,3.00000,-288.00000,2811.00000,-338.00000,,16.00000,16.00000,-3.00000,-325.00000,-1.00000,-850.00000,-851.00000,-1978.00000,-1978.00000,-1124.00000,-11.00000,-3964.00000,-1590.00000,40.00000,-1124.00000
2017-12-31,1687.00000,462.00000,95.00000,557.00000,-138.00000,-81.00000,39.00000,-121.00000,158.00000,2402.00000,-283.00000,-3.00000,43.00000,43.00000,-8.00000,-251.00000,-652.00000,849.00000,197.00000,-916.00000,-916.00000,-941.00000,-14.00000,-1674.00000,622.00000,36.00000,-941.00000
2016-12-31,2035.00000,470.00000,-240.00000,230.00000,-132.00000,9.00000,-3.00000,-64.00000,37.00000,2302.00000,-257.00000,-453.00000,188.00000,188.00000,-10.00000,-532.00000,991.00000,-526.00000,465.00000,-1916.00000,-1916.00000,-821.00000,17.00000,-2255.00000,-618.00000,39.00000,-821.00000
2015-12-31,1899.00000,477.00000,30.00000,507.00000,-42.00000,25.00000,-30.00000,23.00000,-107.00000,2299.00000,-254.00000,-6.00000,22.00000,22.00000,28.00000,-210.00000,1097.00000,-946.00000,151.00000,-1943.00000,-1943.00000,-742.00000,8.00000,-2526.00000,-900.00000,41.00000,-742.00000
2014-12-31,2946.00000,507.00000,-1606.00000,-1099.00000,-70.00000,-10.00000,-20.00000,-169.00000,-231.00000,1616.00000,-333.00000,3146.00000,28.00000,28.00000,1.00000,2842.00000,3090.00000,-1751.00000,1339.00000,-4198.00000,-4198.00000,-711.00000,19.00000,-3551.00000,372.00000,39.00000,-711.00000
2013-12-31,1679.00000,613.00000,119.00000,732.00000,-83.00000,24.00000,8.00000,183.00000,117.00000,2528.00000,-330.00000,-163.00000,40.00000,40.00000,-3.00000,-456.00000,-3.00000,1267.00000,1264.00000,-1900.00000,-1900.00000,-528.00000,24.00000,-1140.00000,839.00000,37.00000,-528.00000
2012-12-31,2870.00000,613.00000,-1114.00000,-501.00000,-13.00000,82.00000,-21.00000,-85.00000,-297.00000,2072.00000,-352.00000,92.00000,281.00000,281.00000,1026.00000,1047.00000,807.00000,208.00000,1015.00000,-1737.00000,-1737.00000,-865.00000,16.00000,-1571.00000,1601.00000,54.00000,-865.00000
2011-12-31,2071.00000,594.00000,-138.00000,456.00000,-303.00000,-51.00000,-55.00000,-32.00000,-571.00000,1956.00000,-336.00000,-1308.00000,37.00000,37.00000,28.00000,-1579.00000,981.00000,167.00000,1148.00000,-797.00000,-797.00000,-680.00000,8.00000,-321.00000,-8.00000,56.00000,-680.00000
2010-12-31,1503.00000,549.00000,-120.00000,429.00000,-170.00000,-223.00000,70.00000,-39.00000,-444.00000,1488.00000,-270.00000,-497.00000,11.00000,11.00000,84.00000,-672.00000,-33.00000,-157.00000,-190.00000,-235.00000,-235.00000,-636.00000,8.00000,-1053.00000,-160.00000,56.00000,-636.00000
2009-12-31,972.69700,684.84100,-382.52100,302.32000,223.05500,576.93200,-19.63600,2.99300,892.53500,2167.55200,-229.00300,-281.40400,2.62900,2.62900,-6.22200,-514.00000,873.57090,-1615.99800,-742.42710,101.73300,101.73300,-619.68100,4.05100,-1256.32400,485.17900,51.85800,-619.68100
