,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-09-30,3249.00000,1236.00000,357.00000,1593.00000,-176.00000,-1195.00000,302.00000,-455.00000,-2104.00000,2687.00000,-1887.00000,,-1.00000,-177.00000,-178.00000,130.00000,-1935.00000,-1088.00000,-1088.00000,-576.00000,-576.00000,-653.00000,-6.00000,-2323.00000,-1606.00000,93.00000,-653.00000
2021-09-30,3060.00000,1274.00000,-818.00000,456.00000,-508.00000,-567.00000,351.00000,684.00000,381.00000,3840.00000,-1209.00000,1188.00000,-2.00000,-44.00000,-46.00000,125.00000,58.00000,-2047.00000,-2047.00000,-26.00000,-26.00000,-636.00000,-22.00000,-2731.00000,1041.00000,91.00000,-636.00000
2020-09-30,2071.00000,1240.00000,107.00000,1347.00000,191.00000,86.00000,-64.00000,305.00000,580.00000,3874.00000,-1199.00000,29.00000,-18.00000,-183.00000,-201.00000,-52.00000,-1423.00000,-602.00000,-672.00000,-177.00000,-177.00000,-601.00000,-18.00000,-1468.00000,936.00000,89.00000,-601.00000
2019-09-30,1993.00000,1192.00000,137.00000,1329.00000,-226.00000,-157.00000,-55.00000,-97.00000,-789.00000,2513.00000,-1259.00000,-2292.00000,-1.00000,,-1.00000,88.00000,-3464.00000,1821.00000,1891.00000,-153.00000,-153.00000,-537.00000,-30.00000,1171.00000,214.00000,77.00000,-537.00000
2018-09-30,2973.00000,943.00000,-672.00000,271.00000,-2.00000,-144.00000,-44.00000,-144.00000,-223.00000,2963.00000,-1200.00000,-677.00000,-5.00000,,-5.00000,-24.00000,-1906.00000,-332.00000,-332.00000,-325.00000,-325.00000,-431.00000,-14.00000,-1102.00000,-48.00000,69.00000,-431.00000
2017-09-30,1778.00000,761.00000,267.00000,1028.00000,-55.00000,-246.00000,61.00000,35.00000,-150.00000,2599.00000,-1069.00000,-3081.00000,-18.00000,,-18.00000,4.00000,-4164.00000,3063.00000,2763.00000,-706.00000,-706.00000,-319.00000,-208.00000,1530.00000,-31.00000,92.00000,-319.00000
2016-09-30,1772.00000,705.00000,210.00000,915.00000,73.00000,148.00000,-130.00000,-9.00000,63.00000,2716.00000,-695.00000,,-9.00000,,-9.00000,20.00000,-684.00000,-713.00000,-413.00000,-1816.00000,-1816.00000,-216.00000,68.00000,-2377.00000,-339.00000,81.00000,-216.00000
2015-09-30,1224.00000,711.00000,215.00000,926.00000,66.00000,220.00000,-162.00000,48.00000,349.00000,2570.00000,-854.00000,539.00000,14.00000,,14.00000,31.00000,-270.00000,-1494.00000,-1494.00000,-411.00000,-411.00000,-147.00000,17.00000,-2035.00000,250.00000,69.00000,-147.00000
2014-09-30,856.00000,530.00000,-39.00000,491.00000,-93.00000,-148.00000,202.00000,23.00000,-149.00000,1178.00000,-632.00000,-8193.00000,15.00000,,15.00000,10.00000,-8800.00000,5142.00000,5142.00000,1900.00000,1900.00000,-104.00000,-23.00000,6915.00000,-707.00000,51.00000,-104.00000
2013-09-30,778.00000,519.00000,98.00000,617.00000,-126.00000,15.00000,-12.00000,-28.00000,-71.00000,1314.00000,-558.00000,-106.00000,-18.00000,,-18.00000,39.00000,-643.00000,-23.00000,-23.00000,-491.00000,-491.00000,-104.00000,18.00000,-600.00000,74.00000,36.00000,-104.00000
2012-09-30,576.00000,499.00000,341.00000,840.00000,-69.00000,-259.00000,106.00000,-33.00000,-247.00000,1187.00000,-690.00000,,-11.00000,,-11.00000,41.00000,-660.00000,123.00000,123.00000,-230.00000,-230.00000,-57.00000,-7.00000,-171.00000,355.00000,,-57.00000
2011-09-30,733.00000,506.00000,104.00000,610.00000,-114.00000,-299.00000,152.00000,-12.00000,-346.00000,1046.00000,-643.00000,,-80.00000,,-80.00000,79.00000,-644.00000,-385.00000,-385.00000,-156.00000,-156.00000,-59.00000,-58.00000,-658.00000,-262.00000,,-59.00000
2010-09-30,765.00000,526.00000,54.00000,580.00000,-79.00000,-239.00000,101.00000,281.00000,11.00000,1432.00000,-550.00000,,-4.00000,,-4.00000,54.00000,-500.00000,-1034.00000,-1034.00000,-48.00000,-48.00000,-59.00000,182.00000,-959.00000,-26.00000,,-59.00000
2009-09-30,-551.00000,1073.00000,-1.00000,1072.00000,137.00000,493.00000,-216.00000,-80.00000,367.00000,960.00000,-368.00000,-18.00000,19.00000,,19.00000,-60.00000,-427.00000,487.00000,487.00000,-19.00000,-19.00000,-60.00000,-193.00000,215.00000,754.00000,,-60.00000
