,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,1108.90000,938.70000,-7.40000,931.30000,-319.60000,-402.90000,394.70000,51.10000,-276.70000,1788.40000,-710.60000,-7.20000,1.00000,-716.80000,494.00000,-404.30000,89.70000,-489.10000,-489.10000,-602.80000,164.90000,-837.30000,238.70000,87.80000,-602.80000
2021-12-31,1144.00000,843.10000,58.30000,901.40000,-178.20000,-73.00000,200.40000,51.40000,0.60000,2061.90000,-630.80000,-3923.70000,-25.20000,-4579.70000,1727.70000,393.60000,2121.30000,36.90000,36.90000,-566.40000,11.40000,1603.20000,-900.30000,89.50000,-566.40000
2020-12-31,-1185.50000,812.70000,2381.20000,3193.90000,155.60000,-179.50000,55.90000,-241.20000,-209.20000,1860.20000,-483.70000,-370.80000,440.00000,-414.50000,208.80000,-65.50000,143.30000,95.30000,95.30000,-560.80000,-19.60000,-341.80000,1073.80000,82.10000,-560.80000
2019-12-31,1442.90000,775.30000,302.40000,1077.70000,-173.10000,22.30000,22.90000,10.40000,-117.50000,2420.70000,-723.80000,-384.60000,-90.70000,-1199.10000,-400.60000,-252.00000,-652.60000,-166.90000,-166.90000,-552.90000,22.80000,-1349.60000,-107.60000,84.00000,-552.90000
2018-12-31,1440.30000,730.40000,312.90000,1043.30000,-132.50000,-100.50000,99.80000,-91.80000,-225.00000,2277.70000,-750.70000,-220.60000,-58.70000,-1030.00000,-551.60000,341.80000,-209.80000,-447.90000,-447.90000,-494.80000,-20.20000,-1172.70000,82.60000,88.00000,-494.80000
2017-12-31,1518.60000,893.30000,-400.50000,492.80010,-91.50000,-85.50000,121.10000,98.40000,42.50000,2091.30000,-857.90000,-870.40000,1.30000,-1727.00000,510.40000,-43.70000,466.70000,-516.50000,-516.50000,-448.70000,-24.20000,-522.70000,-169.00000,90.50000,-448.70000
2016-12-31,1246.50000,850.70000,-201.30000,649.40000,0.90000,18.80000,-55.10000,65.00000,29.60000,1939.70000,-726.30000,-48.60000,1.30000,-773.60000,820.40000,-606.40000,214.00000,-662.80000,-662.80000,-427.50000,8.10000,-868.20000,287.60000,85.70000,-427.50000
2015-12-31,1017.20000,859.50000,190.90000,1050.40000,-24.00000,-48.60000,-46.10000,39.30000,-79.40000,1999.80000,-800.20000,-269.60000,154.00000,-915.80000,189.00000,-312.10000,-123.10000,-672.00000,-672.00000,-400.70000,44.90000,-1150.90000,-116.80000,78.20000,-400.70000
2014-12-31,1222.20000,872.00000,-103.60000,768.40000,-175.40000,-210.80000,174.70000,28.70000,-182.80000,1815.60000,-783.00000,-72.20000,6.90000,-848.30000,-907.80000,599.60000,-308.20000,-363.20000,-363.20000,-344.40000,-55.20000,-1071.00000,-129.60000,71.10000,-344.40000
2013-12-31,973.60000,816.20000,-49.80000,766.40000,-147.40000,-30.50000,50.60000,-69.30000,-196.60000,1559.80000,-644.20000,-1446.00000,2.50000,-2087.70000,388.90000,-278.30000,110.60000,-210.60000,-210.60000,-218.10000,25.50000,-292.60000,-818.60000,69.60000,-218.10000
2012-12-31,701.30000,714.50000,-150.50000,564.00000,-189.70000,-2.00000,79.00000,44.80000,-67.90000,1203.00000,-591.60000,87.70000,16.00000,-487.90000,-693.70000,-387.30000,-1081.00000,-46.20000,-46.20000,-306.80000,40.40000,-1393.60000,-685.80000,65.80000,-306.80000
2011-12-31,463.30000,395.70000,43.90000,439.60000,-106.00000,-36.10000,60.90000,-145.10000,-226.30000,685.50000,-363.00000,-1633.20000,-28.10000,-2024.30000,2818.30000,907.10000,3725.40000,-601.00000,-601.00000,-162.90000,-27.70000,2933.80000,1601.30000,39.90000,-162.90000
2010-12-31,531.10000,347.90000,25.40000,373.30000,-39.30000,18.60000,6.80000,58.10000,44.20000,950.40000,-295.10000,-27.40000,18.90000,-303.60000,-7.40000,-66.60000,-74.00000,-259.60000,-259.60000,-145.50000,16.90000,-462.20000,168.70000,29.20000,-145.50000
2009-12-31,418.70000,334.30000,-39.20000,295.10000,45.10000,13.00000,-25.10000,-64.70000,-31.70000,695.00000,-285.60000,-13.70000,,-299.30000,-6.40000,-244.00000,-250.40000,-22.40000,-22.40000,-132.70000,7.70000,-397.80000,6.90000,37.30000,-132.70000
