,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-change-in-intangible-assets,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,585.90000,120.60000,29.00000,149.60000,-35.60000,-49.80000,-2.80000,76.70000,-11.50000,724.00000,-284.60000,,,,,,-3.60000,-288.20000,-44.30000,,-44.30000,-194.00000,-194.00000,-54.10000,-1.20000,-293.60000,131.70000,23.70000,-54.10000
2021-12-31,661.80000,122.30000,-6.30000,116.00000,-123.50000,-86.50000,16.80000,-0.60000,-193.80000,584.00000,-253.40000,,-2.20000,,,,2.50000,-253.10000,-2.20000,,-2.20000,-114.80000,-114.80000,-51.10000,,-168.10000,147.10000,37.50000,-51.10000
2020-12-31,346.20000,109.10000,27.50000,136.60000,-46.60000,-73.70000,36.60000,73.40000,-10.30000,472.50000,-174.40000,,,,,,-5.10000,-179.50000,-2.30000,,-2.30000,-86.70000,-86.70000,-48.10000,,-137.10000,176.40000,34.00000,-48.10000
2019-12-31,241.70000,103.40000,36.50000,139.90000,-33.30000,-18.60000,25.30000,12.20000,-14.40000,367.20000,-126.40000,,-18.90000,,-85.10000,-85.10000,2.40000,-228.00000,62.10000,,62.10000,-52.60000,-52.60000,-45.10000,-1.20000,-36.80000,101.70000,24.40000,-45.10000
2018-12-31,206.90000,104.40000,5.60000,110.00000,-43.80000,-7.00000,0.40000,22.10000,-28.30000,288.60000,-104.70000,,,,,,3.90000,-100.80000,-0.10000,,-0.10000,-38.50000,-38.50000,-42.10000,,-80.70000,101.50000,15.10000,-42.10000
2017-12-31,150.70000,96.70000,57.30000,154.00000,-39.70000,-3.60000,12.60000,-10.70000,-41.40000,263.30000,-130.80000,,-6.00000,,,,3.20000,-133.60000,-34.90000,,-34.90000,-34.30000,-34.30000,-39.10000,-0.70000,-109.00000,32.90000,16.10000,-39.10000
2016-12-31,143.60000,90.70000,43.80000,134.50000,-23.30000,-21.20000,6.10000,-20.30000,-58.70000,219.40000,-170.20000,,,,-8.40000,-8.40000,2.80000,-175.80000,-69.80000,,-69.80000,-26.20000,-26.20000,-35.80000,17.90000,-113.90000,-71.60000,19.50000,-35.80000
2015-12-31,95.60000,89.90000,37.70000,127.60000,-14.10000,-11.40000,17.20000,-2.50000,-10.80000,212.40000,-131.60000,,,,-1.50000,-1.50000,3.60000,-129.50000,44.00000,,44.00000,10.30000,10.30000,-32.40000,-63.40000,-41.50000,19.30000,29.60000,-32.40000
2014-12-31,127.10000,90.00000,-3.60000,86.40000,-6.30000,-16.20000,-3.50000,-4.60000,-30.60000,182.90000,-111.90000,-0.20000,,7.50000,-0.50000,7.00000,1.10000,-104.00000,-22.30000,,-22.30000,13.00000,13.00000,-29.10000,7.60000,-30.80000,25.30000,18.60000,-29.10000
2013-12-31,112.30000,85.20000,26.70000,111.90000,-9.10000,-13.90000,4.60000,14.70000,-3.70000,220.50000,-151.90000,,-3.90000,4.90000,,4.90000,1.00000,-149.90000,305.40000,,305.40000,19.00000,19.00000,-26.70000,-302.80000,-5.10000,68.10000,21.20000,-26.70000
2012-12-31,80.70000,76.90000,33.10000,110.00000,-25.70000,-8.90000,5.80000,25.50000,-3.30000,187.40000,-131.30000,-0.70000,,14.40000,,14.40000,1.60000,-116.00000,520.50000,,520.50000,6.20000,6.20000,-24.90000,-505.20000,-3.40000,70.10000,15.50000,-24.90000
2011-12-31,75.50000,75.70000,0.60000,76.30000,-25.50000,-9.30000,24.60000,-10.90000,-21.10000,130.70000,-95.40000,-1.40000,,-25.60000,,-25.60000,1.90000,-120.50000,192.90000,,192.90000,2.30000,2.30000,-23.20000,-196.70000,-24.70000,-18.40000,8.40000,-23.20000
2010-12-31,65.30000,73.20000,12.30000,85.50000,9.40000,-20.70000,-0.30000,-0.90000,-12.50000,138.30000,-71.10000,-2.70000,-3.70000,,-7.20000,-7.20000,10.70000,-74.00000,26.60000,-1.10000,25.50000,1.60000,1.60000,-21.70000,-39.40000,-34.00000,27.10000,7.80000,-21.70000
2009-12-31,72.60000,68.10000,12.60000,80.70000,-6.00000,-6.40000,-0.70000,-2.50000,-15.60000,137.70000,-104.90000,-2.90000,-16.90000,,2.60000,2.60000,0.20000,-121.90000,16.40000,-4.30000,12.10000,3.70000,3.70000,-20.10000,-18.30000,-22.60000,-4.10000,7.50000,-20.10000
