,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,4365.00000,1028.00000,-383.00000,645.00000,-1682.00000,-295.00000,1389.00000,-900.00000,-1532.00000,3478.00000,-1319.00000,109.00000,,-232.00000,-232.00000,42.00000,-1400.00000,270.00000,-428.00000,-158.00000,-1450.00000,-1450.00000,-899.00000,8.00000,-2499.00000,-421.00000,147.00000,-899.00000
2021-12-31,2735.00000,996.00000,210.00000,1206.00000,-578.00000,-2839.00000,1919.00000,4225.00000,2654.00000,6595.00000,-1169.00000,-1319.00000,,-103.00000,-103.00000,-78.00000,-2669.00000,795.00000,-1085.00000,-290.00000,,,-834.00000,6.00000,-1118.00000,2808.00000,161.00000,-834.00000
2020-12-31,1782.00000,976.00000,-4232.00000,-3256.00000,-149.00000,-2426.00000,694.00000,-318.00000,-912.00000,-2386.00000,-823.00000,713.00000,,-35.00000,-35.00000,4610.00000,4465.00000,-345.00000,837.00000,492.00000,-133.00000,-133.00000,-809.00000,27.00000,-423.00000,1656.00000,151.00000,-809.00000
2019-12-31,1379.00000,993.00000,-7767.00000,-6774.00000,287.00000,-21.00000,-64.00000,-824.00000,-57.00000,-5452.00000,-828.00000,-1653.00000,77.00000,-13.00000,64.00000,7676.00000,5259.00000,-618.00000,919.00000,301.00000,-150.00000,-150.00000,-789.00000,-22.00000,-660.00000,-853.00000,89.00000,-789.00000
2018-12-31,1815.00000,941.00000,-7922.00000,-6981.00000,-376.00000,226.00000,-300.00000,797.00000,382.00000,-4784.00000,-842.00000,-273.00000,13.00000,-157.00000,-144.00000,7841.00000,6582.00000,1732.00000,-743.00000,989.00000,-77.00000,-77.00000,-758.00000,33.00000,187.00000,1985.00000,109.00000,-758.00000
2017-12-31,1602.00000,924.00000,-8808.00000,-7884.00000,73.00000,-137.00000,181.00000,675.00000,316.00000,-5966.00000,-1049.00000,8.00000,447.00000,-280.00000,167.00000,8165.00000,7291.00000,-303.00000,685.00000,382.00000,-750.00000,-750.00000,-730.00000,70.00000,-1028.00000,297.00000,66.00000,-730.00000
2016-12-31,1288.00000,900.00000,-8191.00000,-7291.00000,-160.00000,-654.00000,161.00000,253.00000,-505.00000,-6508.00000,-882.00000,65.00000,258.00000,-662.00000,-404.00000,8073.00000,6852.00000,1027.00000,61.00000,1088.00000,-1000.00000,-1000.00000,-701.00000,34.00000,-579.00000,-235.00000,74.00000,-701.00000
2015-12-31,1846.00000,882.00000,-496.00000,386.00000,913.00000,872.00000,-774.00000,-595.00000,-527.00000,1705.00000,-1125.00000,1286.00000,35.00000,-226.00000,-191.00000,9.00000,-21.00000,69.00000,-18.00000,51.00000,-2040.00000,-2040.00000,-687.00000,27.00000,-2649.00000,-965.00000,79.00000,-687.00000
2014-12-31,2253.00000,894.00000,-445.00000,449.00000,425.00000,1274.00000,-94.00000,433.00000,2241.00000,4943.00000,-894.00000,-2356.00000,-105.00000,-184.00000,-289.00000,132.00000,-3407.00000,-1250.00000,-458.00000,-1708.00000,-1183.00000,-1183.00000,-624.00000,-62.00000,-3577.00000,-2041.00000,55.00000,-624.00000
2013-12-31,1354.00000,909.00000,30.00000,939.00000,296.00000,2541.00000,-291.00000,136.00000,2933.00000,5226.00000,-913.00000,42.00000,104.00000,,104.00000,190.00000,-577.00000,-252.00000,-2461.00000,-2713.00000,-101.00000,-101.00000,-501.00000,73.00000,-3242.00000,1407.00000,43.00000,-501.00000
2012-12-31,1392.00000,869.00000,156.00000,1025.00000,1753.00000,-1304.00000,648.00000,-1879.00000,-85.00000,2332.00000,-720.00000,-61.00000,-445.00000,,-445.00000,65.00000,-1161.00000,-1705.00000,1933.00000,228.00000,-100.00000,-100.00000,-461.00000,12.00000,-321.00000,850.00000,44.00000,-461.00000
2012-06-30,1242.00000,848.00000,465.00000,1313.00000,974.00000,-272.00000,-117.00000,-915.00000,340.00000,2895.00000,-1429.00000,-371.00000,648.00000,,648.00000,30.00000,-1122.00000,-305.00000,197.00000,-108.00000,-546.00000,-546.00000,-455.00000,12.00000,-1097.00000,676.00000,48.00000,-455.00000
