,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-04-30,631.70000,459.10000,162.40000,621.50000,7.50000,-178.70000,149.50000,-75.00000,-116.90000,1136.30000,-417.50000,130.00000,,,,-68.00000,-355.50000,-359.40000,97.60000,-261.80000,-254.10000,-254.10000,-418.10000,-10.50000,-944.50000,-164.40000,22.30000,-418.10000
2021-04-30,876.30000,452.50000,47.70000,500.20000,22.00000,-110.40000,260.90000,-22.40000,188.50000,1565.00000,-306.70000,564.00000,,,,53.80000,311.10000,-700.00000,-166.40000,-866.40000,-673.90000,-673.90000,-403.20000,-0.40000,-1943.90000,-56.80000,28.70000,-403.20000
2020-04-30,779.50000,446.50000,108.00000,554.50000,-49.10000,12.60000,181.60000,-278.80000,-79.20000,1254.80000,-269.30000,,,,,-2.20000,-271.50000,-101.80000,-185.80000,-287.60000,2.90000,2.90000,-396.80000,-7.20000,-688.70000,289.80000,26.80000,-396.80000
2019-04-30,514.40000,544.20000,19.50000,563.70000,-53.00000,-5.30000,43.70000,-40.80000,63.10000,1141.20000,-359.80000,-1533.50000,,,,-30.90000,-1924.20000,800.00000,282.00000,1082.00000,-5.40000,-5.40000,-377.90000,0.30000,699.00000,-91.30000,20.70000,-377.90000
2018-04-30,1338.60000,558.10000,-745.80000,-187.70000,54.70000,54.00000,19.00000,-52.40000,67.10000,1218.00000,-308.50000,,,,,30.90000,-277.60000,-250.70010,-310.00000,-560.70010,-3.10000,-3.10000,-350.30000,-7.90000,-922.00000,25.80000,15.40000,-350.30000
2017-04-30,592.30000,419.00000,80.60000,499.60000,8.90000,-10.40000,2.10000,-1.60000,-32.90000,1059.00000,-191.90000,,,40.60000,40.60000,-38.40000,-189.70000,-200.00000,170.00000,-30.00000,-437.60000,-437.60000,-339.30000,0.80000,-806.10000,57.00000,22.00000,-339.30000
2016-04-30,688.70000,430.10000,-82.50000,347.60000,-21.90000,240.10000,46.10000,11.10000,424.70000,1461.00000,-197.40000,201.60000,,-16.00000,-16.00000,33.50000,21.70000,-800.00000,58.00000,-742.00000,-441.10000,-441.10000,-316.60000,0.80000,-1498.90000,-15.80000,34.60000,-316.60000
2015-04-30,344.90000,267.20000,189.70000,456.90000,21.80000,25.30000,-25.40000,91.60000,-62.70000,739.10000,-245.10000,-1320.50000,,,,-30.10000,-1595.70000,1188.60000,-22.40000,1166.20000,-24.30000,-24.30000,-254.00000,-30.60000,857.30000,-27.90000,23.50000,-254.00000
2014-04-30,565.20000,256.40000,14.00000,270.40000,6.10000,15.40000,3.30000,-4.00000,20.40000,856.00000,-268.80000,-101.80000,10.00000,,10.00000,-9.70000,-370.30000,-50.00000,248.40000,198.40000,-508.50000,-508.50000,-238.00000,-27.40000,-575.50000,-102.90000,22.90000,-238.00000
2013-04-30,544.20000,250.90000,9.90000,260.80000,33.20000,15.20000,11.20000,-5.60000,50.80000,855.80000,-203.20000,,,,,17.60000,-185.60000,-50.00000,,-50.00000,-362.00000,-362.00000,-222.80000,-6.20000,-641.00000,26.70000,21.30000,-222.80000
2012-04-30,459.70000,247.00000,31.80000,278.80000,9.30000,-48.20000,35.80000,-38.40000,-7.60000,730.90000,-270.20000,-728.00000,18.60000,-35.90000,-17.30000,-20.40000,-1035.90000,748.60000,,748.60000,-313.00000,-313.00000,-213.70000,-2.30000,219.60000,-90.10000,21.70000,-213.70000
2011-04-30,479.50000,239.60000,-6.80000,232.80000,-102.60000,-204.20000,54.30000,-20.20000,-320.70000,391.60000,-174.30000,,-18.50000,,-18.50000,-0.10000,-192.90000,390.00000,,390.00000,-374.60000,-374.60000,-194.00000,8.20000,-170.40000,36.20000,24.00000,-194.00000
2010-04-30,494.13800,185.75200,-9.54400,176.20800,31.52100,-46.16000,,36.16400,43.13200,713.47800,-136.77800,19.55400,13.51900,,13.51900,-0.73800,-104.44300,-625.00000,,-625.00000,0.84400,0.84400,-166.22400,1.83200,-788.54800,-173.12300,25.94900,-166.22400
2009-04-30,265.95300,118.27300,60.37900,178.65200,-78.63100,34.66900,,-44.47400,2.38800,446.99300,-108.10700,-77.33500,3.01300,,3.01300,5.44800,-176.98100,400.00000,,400.00000,-2.04900,-2.04900,-384.87600,-0.47400,12.60100,285.15200,22.10500,-384.87600
