,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,715.50100,110.67500,24.33100,135.00600,50.62800,-80.80900,-152.06200,-272.58400,577.92300,-159.83900,,203.59000,203.59000,,43.75100,-66.75900,,-66.75900,-723.34900,-723.34900,-69.71100,-33.17000,-892.98900,-267.42600,48.22800,-69.71100
2021-12-31,1014.58900,125.48500,57.05800,182.54300,-57.77800,6.49500,-171.37800,-98.76600,1098.36600,-132.47200,-12.00000,264.83300,264.83300,,120.36100,-342.99000,,-342.99000,-567.31400,-567.31400,-65.97700,-32.30300,-1008.58400,208.07800,45.64300,-65.97700
2020-12-31,784.14700,126.74300,27.42400,154.16700,-129.45100,-8.43800,-29.82600,-69.37900,868.93500,-184.97700,0.14900,-385.51200,-385.51200,0.54600,-569.79400,,,,-59.93800,-59.93800,-66.48200,-31.86600,-158.28600,140.19700,44.90600,-66.48200
2019-12-31,467.46800,120.65500,42.33700,162.99200,-70.44000,-27.40800,10.44300,-51.71000,578.75000,-134.64200,-79.74200,54.81200,54.81200,2.91200,-156.66000,,,,-470.68800,-470.68800,-61.30500,-42.35600,-574.34900,-152.82800,37.89700,-61.30500
2018-12-31,451.77900,113.22400,75.40700,188.63100,-17.93800,-29.49800,-49.35700,-163.52900,476.88100,-114.37900,-169.47400,1197.81700,1197.81700,9.04600,923.01000,,,,-802.50500,-802.50500,-67.32200,-33.59400,-903.42100,496.90900,33.57700,-67.32200
2017-12-31,257.69200,108.07500,77.64000,185.71500,-80.58400,44.96000,1.33600,183.08800,626.49500,-105.37500,,-162.49000,-162.49000,5.06400,-262.80100,,,,-175.81100,-175.81100,-55.44700,-13.93100,-245.18900,121.95900,34.09700,-55.44700
2016-12-31,-43.42100,374.95500,74.69300,449.64800,18.32500,34.26300,-28.87200,48.97000,455.19700,-85.27200,,-560.24100,-560.24100,5.05100,-640.46200,450.80000,,450.80000,-58.00600,-58.00600,-48.61900,-115.73100,228.44400,43.17900,30.75000,-48.61900
2015-12-31,206.47700,140.77300,56.29200,197.06500,-57.26700,15.55900,7.95000,19.53400,423.07600,-89.87800,-282.74100,257.79910,257.79910,1.09800,-113.72200,,,,-280.41900,-280.41900,-50.71300,-7.77300,-338.90500,-29.55100,30.45100,-50.71300
2014-12-31,81.27200,251.44100,90.84500,342.28600,8.06000,51.80300,29.65400,68.50400,492.06200,-168.98200,-19.41900,-148.65600,-148.65600,4.18400,-332.87300,-190.97200,,-190.97200,21.29100,21.29100,-37.42500,0.53500,-206.57100,-47.38200,40.30700,-37.42500
2013-12-31,164.94700,150.68700,2.65600,153.34300,-3.65600,22.28200,-84.09100,-49.58000,268.71000,-106.73100,-14.99900,-161.30400,-161.30400,-0.30700,-283.34100,-2.53400,,-2.53400,17.59600,17.59600,,2.28700,17.34900,2.71800,36.61200,
2012-12-31,217.04900,145.51400,82.23300,227.74700,-24.09300,17.65200,-22.40000,-41.84700,402.94900,-119.08000,,-484.86000,-484.86000,1.45100,-602.48900,-2.53300,,-2.53300,18.47700,18.47700,,-51.22000,-35.27600,-234.81600,39.92000,0.00000
2011-12-31,369.87300,106.68100,-108.78300,-2.10200,66.36700,-0.61500,-101.71900,-92.91600,274.85500,-86.09700,-537.48900,503.06700,503.06700,37.97100,-82.54800,-2.51800,,-2.51800,-13.79000,-13.79000,,,-16.30800,175.99900,32.33700,
2010-12-31,384.82000,93.51600,35.23500,128.75100,-50.41800,3.71500,28.75200,52.71500,566.28600,-76.04400,,-552.70700,-552.70700,1.09100,-627.66000,-2.30500,,-2.30500,44.67900,44.67900,,,42.37400,-19.00000,29.77700,
2009-12-31,-133.83700,104.41100,72.40000,176.81100,-19.31200,63.18500,26.81900,78.89100,121.86500,-41.30600,-3.74100,-49.33300,-49.33300,0.45000,-93.93000,171.84500,-122.50000,49.34500,15.70300,15.70300,,1.04900,66.09700,94.03200,24.35400,
