,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-07-31,11812.00000,1957.00000,1179.00000,3136.00000,-1009.00000,-1030.00000,-55.00000,1489.00000,-1722.00000,13226.00000,-386.00000,-373.00000,,2327.00000,2327.00000,-15.00000,1553.00000,-2501.00000,606.00000,-1895.00000,-7721.00000,-7721.00000,-6224.00000,-122.00000,-15962.00000,-1363.00000,1886.00000,-6224.00000
2021-07-31,10591.00000,1862.00000,1017.00000,2879.00000,-107.00000,-244.00000,-53.00000,2294.00000,1984.00000,15454.00000,-664.00000,-7038.00000,,2473.00000,2473.00000,-56.00000,-5285.00000,-3000.00000,-5.00000,-3005.00000,-2870.00000,-2870.00000,-6163.00000,-59.00000,-12097.00000,-1870.00000,1761.00000,-6163.00000
2020-07-31,11214.00000,1808.00000,1486.00000,3294.00000,-107.00000,84.00000,141.00000,1200.00000,918.00000,15426.00000,-591.00000,-327.00000,,4428.00000,4428.00000,-10.00000,3500.00000,-6720.00000,-3470.00000,-10190.00000,-2731.00000,-2731.00000,-6016.00000,81.00000,-18856.00000,40.00000,1569.00000,-6016.00000
2019-07-31,11621.00000,1897.00000,1236.00000,3133.00000,-84.00000,131.00000,87.00000,354.00000,1077.00000,15831.00000,-887.00000,-2175.00000,,17911.00000,17911.00000,-12.00000,14837.00000,-4530.00000,3446.00000,-1084.00000,-20939.00000,-20939.00000,-5979.00000,113.00000,-27889.00000,2779.00000,1570.00000,-5979.00000
2018-07-31,110.00000,2192.00000,2020.00000,4212.00000,-269.00000,-244.00000,504.00000,1135.00000,9344.00000,13666.00000,-775.00000,-2979.00000,,19091.00000,19091.00000,-19.00000,15318.00000,-5498.00000,-2502.00000,-8000.00000,-17627.00000,-17627.00000,-5968.00000,-169.00000,-31764.00000,-2780.00000,1576.00000,-5968.00000
2017-07-31,9609.00000,2286.00000,1395.00000,3681.00000,756.00000,-394.00000,311.00000,-37.00000,586.00000,13876.00000,-957.00000,-3324.00000,-42702.00000,40951.00000,-1751.00000,-4.00000,-6036.00000,2829.00000,2497.00000,5326.00000,-3596.00000,-3596.00000,-5511.00000,-25.00000,-3806.00000,4034.00000,1526.00000,-5511.00000
2016-07-31,10739.00000,2150.00000,809.00000,2959.00000,-404.00000,315.00000,-65.00000,427.00000,-128.00000,13570.00000,-1105.00000,-2789.00000,,-4032.00000,-4032.00000,-191.00000,-8117.00000,3115.00000,-4.00000,3111.00000,-3339.00000,-3339.00000,-4750.00000,279.00000,-4699.00000,754.00000,1458.00000,-4750.00000
2015-07-31,8981.00000,2442.00000,1165.00000,3607.00000,-413.00000,-116.00000,87.00000,346.00000,-36.00000,12552.00000,-1205.00000,-326.00000,,-8379.00000,-8379.00000,-178.00000,-10088.00000,4473.00000,-4.00000,4469.00000,-2810.00000,-2810.00000,-4086.00000,114.00000,-2313.00000,151.00000,1440.00000,-4086.00000
2014-07-31,7853.00000,2439.00000,332.00000,2771.00000,340.00000,-109.00000,-23.00000,1351.00000,1708.00000,12332.00000,-1043.00000,-2989.00000,,-2635.00000,-2635.00000,24.00000,-6643.00000,4705.00000,-2.00000,4703.00000,-7936.00000,-7936.00000,-3758.00000,103.00000,-6888.00000,-1199.00000,1348.00000,-3758.00000
2013-07-31,9983.00000,2460.00000,944.00000,3404.00000,-1001.00000,218.00000,164.00000,231.00000,-493.00000,12894.00000,-1019.00000,-6766.00000,,-3916.00000,-3916.00000,-67.00000,-11768.00000,8.00000,-20.00000,-12.00000,235.00000,235.00000,-3310.00000,87.00000,-3000.00000,-1874.00000,1120.00000,-3310.00000
2012-07-31,8041.00000,2208.00000,1440.00000,3648.00000,272.00000,-287.00000,-7.00000,-493.00000,-198.00000,11491.00000,-1076.00000,-375.00000,,-2480.00000,-2480.00000,116.00000,-3815.00000,,-557.00000,-557.00000,-3388.00000,-3388.00000,-1501.00000,-93.00000,-5539.00000,2137.00000,1401.00000,-1501.00000
2011-07-31,6490.00000,2486.00000,1268.00000,3754.00000,298.00000,-147.00000,-28.00000,-68.00000,-165.00000,10079.00000,-1174.00000,-266.00000,,-1516.00000,-1516.00000,22.00000,-2934.00000,996.00000,512.00000,1508.00000,-5065.00000,-5065.00000,-658.00000,151.00000,-4064.00000,3081.00000,1620.00000,-658.00000
2010-07-31,7767.00000,2030.00000,718.00000,2748.00000,-1528.00000,-158.00000,139.00000,585.00000,-342.00000,10173.00000,-1008.00000,-5279.00000,,-5772.00000,-5772.00000,128.00000,-11931.00000,4944.00000,41.00000,4985.00000,-4586.00000,-4586.00000,,222.00000,621.00000,-1137.00000,1517.00000,0.00000
2009-07-31,6134.00000,1768.00000,832.00000,2600.00000,610.00000,187.00000,-208.00000,-369.00000,1163.00000,9897.00000,-1005.00000,-426.00000,,-8489.00000,-8489.00000,-39.00000,-9959.00000,3491.00000,,3491.00000,-2748.00000,-2748.00000,,-154.00000,589.00000,527.00000,1231.00000,0.00000
