,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-06-30,1500.00000,973.00000,482.00000,1455.00000,-546.00000,-22.00000,-207.00000,-349.00000,-1075.00000,1880.00000,-1107.00000,32.00000,,,,-117.00000,-1192.00000,-1727.00000,,-1727.00000,122.00000,122.00000,,-113.00000,-1718.00000,-1043.00000,326.00000,0.00000
2021-06-30,821.00000,1252.00000,,1252.00000,121.00000,-546.00000,2.00000,-266.00000,-175.00000,1898.00000,-1003.00000,,,,,238.00000,-765.00000,-895.00000,,-895.00000,134.00000,134.00000,,-56.00000,-817.00000,322.00000,318.00000,0.00000
2020-06-30,-250.00000,1606.00000,225.00000,1831.00000,-1175.00000,200.00000,267.00000,-357.00000,-757.00000,824.00000,-647.00000,-22.00000,,,,947.00000,278.00000,-982.00000,,-982.00000,141.00000,141.00000,-595.00000,-72.00000,-1508.00000,-407.00000,308.00000,-595.00000
2019-06-30,-754.00000,1850.00000,711.00000,2561.00000,993.00000,-339.00000,-516.00000,-221.00000,-260.00000,1547.00000,-757.00000,,-79.00000,182.00000,103.00000,-618.00000,-1272.00000,-681.00000,,-681.00000,-445.00000,-445.00000,-584.00000,-119.00000,-1829.00000,-1550.00000,306.00000,-584.00000
2018-06-30,675.00000,2277.00000,767.00000,3044.00000,-244.00000,-598.00000,38.00000,1333.00000,486.00000,4205.00000,-809.00000,-100.00000,-89.00000,67.00000,-22.00000,-724.00000,-1655.00000,-3234.00000,500.00000,-2734.00000,-371.00000,-371.00000,-593.00000,-202.00000,-3900.00000,-1349.00000,377.00000,-593.00000
2017-06-30,397.00000,2413.00000,536.00000,2949.00000,-487.00000,-204.00000,261.00000,175.00000,91.00000,3437.00000,-557.00000,,-281.00000,491.00000,210.00000,-289.00000,-636.00000,-3789.00000,,-3789.00000,296.00000,296.00000,-574.00000,-528.00000,-4595.00000,-1797.00000,394.00000,-574.00000
2016-06-30,242.00000,1193.00000,174.00000,1367.00000,466.00000,306.00000,-414.00000,8.00000,374.00000,1983.00000,-584.00000,-9835.00000,-632.00000,1609.00000,977.00000,-166.00000,-9608.00000,14795.00000,-255.00000,14540.00000,466.00000,466.00000,-464.00000,-3791.00000,10751.00000,3127.00000,191.00000,-464.00000
2015-06-30,1465.00000,1114.00000,256.00000,1370.00000,458.00000,-143.00000,-148.00000,97.00000,-593.00000,2242.00000,-612.00000,-257.00000,-857.00000,768.00000,-89.00000,5.00000,-953.00000,130.00000,,130.00000,-758.00000,-758.00000,-396.00000,-45.00000,-1069.00000,220.00000,162.00000,-396.00000
2014-06-30,1617.00000,1244.00000,189.00000,1433.00000,-175.00000,,-32.00000,-30.00000,-234.00000,2816.00000,-628.00000,-823.00000,-561.00000,72.00000,-489.00000,4.00000,-1936.00000,475.00000,,475.00000,-629.00000,-629.00000,-259.00000,28.00000,-385.00000,495.00000,156.00000,-259.00000
2013-06-30,980.00000,1233.00000,191.00000,1424.00000,584.00000,22.00000,-511.00000,-16.00000,715.00000,3119.00000,-952.00000,-1.00000,-17.00000,,-17.00000,,-970.00000,-230.00000,,-230.00000,-657.00000,-657.00000,-181.00000,20.00000,-1048.00000,1101.00000,137.00000,-181.00000
2012-06-30,1612.00000,825.00000,306.00000,1131.00000,162.00000,88.00000,132.00000,70.00000,324.00000,3067.00000,-641.00000,-3526.00000,0.00000,,,,-4167.00000,-1493.00000,,-1493.00000,-530.00000,-530.00000,,2842.00000,819.00000,-282.00000,92.00000,
2011-06-30,726.00000,602.00000,89.00000,691.00000,50.00000,-17.00000,178.00000,-44.00000,238.00000,1655.00000,-778.00000,-15.00000,0.00000,,,,-793.00000,-106.00000,,-106.00000,8.00000,8.00000,,-8.00000,-106.00000,756.00000,69.00000,0.00000
2010-06-30,1382.00000,510.00000,87.00000,597.00000,-330.00000,-148.00000,270.00000,104.00000,-37.00000,1942.00000,-737.00000,-253.00000,,4.00000,4.00000,,-986.00000,-82.00000,,-82.00000,79.00000,79.00000,,-13.00000,-16.00000,940.00000,60.00000,
2009-06-30,470.00000,479.00000,158.00000,637.00000,92.00000,88.00000,-33.00000,28.00000,198.00000,1305.00000,-490.00000,-63.00000,,2.00000,2.00000,,-551.00000,-27.00000,,-27.00000,-8.00000,-8.00000,,-29.00000,-64.00000,690.00000,47.00000,
