,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-09-30,1333.20000,442.60000,109.70000,552.30000,-86.70000,-3.70000,60.00000,281.70000,71.20000,1956.70000,-90.30000,-1354.70000,-1904.10000,-1904.10000,19.90000,-3329.20000,2138.60000,,2138.60000,-155.70000,-155.70000,-583.10000,185.20000,1585.00000,135.30000,208.20000,-583.10000
2021-09-30,2094.60000,388.80000,-1135.60000,-746.79990,-182.50000,12.80000,-35.00000,114.80000,-102.40000,1245.40000,-79.30000,-9.00000,-2590.60000,-2590.60000,63.00000,-2615.90000,2066.10000,,2066.10000,-185.90000,-185.90000,-559.70000,709.60000,2030.10000,657.40000,171.90000,-559.70000
2020-09-30,787.10000,208.80000,-390.50000,-181.70000,134.70000,537.30000,-60.60000,-10.50000,477.90000,1083.30000,-103.70000,-3821.40000,-96.20000,-96.20000,-40.60000,-4061.90000,1056.30000,,1056.30000,-197.60000,-197.60000,-533.20000,408.90000,734.40000,-2216.80000,122.30000,-533.20000
2019-09-30,1205.50000,179.20000,-1264.70000,-1085.50000,-63.50000,142.40000,190.30000,89.40000,148.50000,268.50000,-233.70000,-493.50000,-548.20000,-548.20000,,-1275.40000,459.90000,,459.90000,-731.20000,-731.20000,-518.60000,1129.80000,339.90000,-704.00000,111.50000,-518.60000
2018-09-30,742.70000,157.10000,111.50000,268.60000,-21.60000,326.50000,-32.60000,-19.10000,1218.40000,2229.70000,-106.50000,-86.80000,-97.10000,-97.10000,,-290.40000,-382.90000,,-382.90000,-1400.00000,-1400.00000,-2116.90000,138.10000,-3761.70000,-1839.10000,117.80000,-2116.90000
2017-09-30,1789.70000,152.30000,-108.80000,43.50000,-161.00000,-682.00000,63.50000,37.20000,-697.80000,1135.40000,-74.90000,-14.00000,225.80000,225.80000,-84.90000,52.00000,-641.60000,,-641.60000,-740.40000,-740.40000,-441.20000,867.20000,-956.00000,266.40000,123.40000,-441.20000
2016-09-30,1757.70000,162.30000,107.30000,269.60000,-10.80000,-121.90000,-76.20000,-76.70000,-299.60000,1727.70000,-97.60000,,301.40000,301.40000,-11.60000,192.20000,-93.80000,,-93.80000,-1283.90000,-1283.90000,-408.70000,-14.30000,-1800.70000,115.20000,131.50000,-408.70000
2015-09-30,2104.70000,210.20000,143.00000,353.20000,45.20000,-157.80000,-80.40000,-32.90000,-205.90000,2252.00000,-68.80000,,313.30000,313.30000,4.40000,248.90000,-14.70000,,-14.70000,-1034.30000,-1034.30000,-666.40000,103.20000,-1612.20000,772.10000,140.00000,-666.40000
2014-09-30,2411.70000,222.40000,-29.20000,193.20000,-113.70000,-563.10000,2.60000,191.50000,-466.90000,2138.00000,-53.10000,,367.00000,367.00000,76.70000,390.60000,-180.00000,,-180.00000,-589.60000,-589.60000,-290.40000,-135.30000,-1195.30000,1272.90000,127.70000,-290.40000
2013-09-30,2170.70000,231.50000,-40.30000,191.20000,-268.10000,-211.50000,53.80000,49.50000,-326.20000,2035.70000,-62.20000,0.80000,276.60000,276.60000,17.70000,232.90000,-743.90010,,-743.90010,-449.70000,-449.70000,-882.70000,58.20000,-2018.10000,271.70000,113.40000,-882.70000
2012-09-30,1915.50000,212.00000,-29.00000,183.00000,-222.80000,-780.80000,14.40000,-0.10000,-1064.20000,1066.20000,-78.40000,,554.70000,554.70000,397.10000,873.40000,343.09990,-30.00000,313.09990,-748.30000,-748.30000,-663.00000,13.30000,-1084.90000,852.80000,101.30000,-663.00000
2011-09-30,1820.80000,243.60000,94.10000,337.70000,-230.30000,-518.40000,65.50000,99.10000,-551.60000,1621.80000,-131.70000,-111.10000,428.60010,428.60010,250.10000,435.90000,-340.20000,-0.10000,-340.30000,-904.60000,-904.60000,-216.30000,493.00000,-968.20000,1074.90000,88.70000,-216.30000
2010-09-30,1451.50000,267.40000,25.30000,292.70000,-282.30000,-143.00000,83.00000,155.20000,-93.20000,1651.00000,-57.40000,,88.90000,88.90000,-64.20000,-32.70000,886.00000,-34.50000,851.50000,-634.00000,-634.00000,-883.50000,71.10000,-594.90000,1019.20000,81.70000,-883.50000
2009-09-30,904.29100,181.27200,145.49700,326.76900,-121.97400,-397.50800,-10.67200,-34.24600,-589.65800,641.40200,-45.18300,0.53300,283.36910,283.36910,51.22000,289.93900,-130.53700,50.70100,-79.83600,-352.55100,-352.55100,-192.78400,284.56300,-340.60800,576.89900,84.44300,-192.78400
