,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,3612.00000,1753.00000,10.00000,1763.00000,9.00000,-45.00000,-12.00000,53.00000,5428.00000,-1439.00000,-3177.00000,12.00000,12.00000,-1.00000,-4605.00000,1465.00000,450.00000,1915.00000,-2776.00000,-2776.00000,-220.00000,12.00000,-1069.00000,-246.00000,38.00000,-220.00000
2021-12-31,946.00000,2066.00000,246.00000,2312.00000,-389.00000,-1.00000,2.00000,-19.00000,3239.00000,-1024.00000,-47.00000,61.00000,61.00000,,-1010.00000,-1400.00000,,-1400.00000,-734.00000,-734.00000,-141.00000,-116.00000,-2391.00000,-162.00000,40.00000,-141.00000
2020-12-31,-1451.00000,2316.00000,594.00000,2910.00000,367.00000,-4.00000,32.00000,14.00000,1473.00000,-1310.00000,-1.00000,7.00000,7.00000,1.00000,-1303.00000,-100.00000,,-100.00000,-92.00000,-92.00000,-64.00000,-30.00000,-286.00000,-116.00000,57.00000,-64.00000
2019-12-31,480.00000,2397.00000,259.00000,2656.00000,52.00000,3.00000,-255.00000,-387.00000,2749.00000,-2590.00000,-293.00000,64.00000,64.00000,1.00000,-2818.00000,,,,-362.00000,-362.00000,-162.00000,-11.00000,-535.00000,-604.00000,60.00000,-162.00000
2018-12-31,1096.00000,2441.00000,-106.00000,2335.00000,-133.00000,-1.00000,-242.00000,-197.00000,3234.00000,-1515.00000,-25.00000,57.00000,57.00000,13.00000,-1470.00000,,,,-713.00000,-713.00000,-169.00000,23.00000,-859.00000,899.00000,53.00000,-169.00000
2017-12-31,-5723.00000,2372.00000,5527.00000,7899.00000,-334.00000,10.00000,-161.00000,-188.00000,1988.00000,-212.00000,-1891.00000,64.00000,64.00000,-5.00000,-2044.00000,-1776.00000,,-1776.00000,-11.00000,-11.00000,-170.00000,-46.00000,-2003.00000,-1925.00000,49.00000,-170.00000
2016-12-31,-2140.00000,2156.00000,957.00000,3113.00000,67.00000,64.00000,-66.00000,-72.00000,901.00000,15.00000,-902.00000,55.00000,55.00000,-1.00000,-833.00000,-1.00000,,-1.00000,1230.00000,1230.00000,-162.00000,1.00000,1068.00000,1369.00000,51.00000,-162.00000
2015-12-31,-2204.00000,2721.00000,1213.00000,3934.00000,790.00000,25.00000,-63.00000,-154.00000,1576.00000,-3260.00000,,77.00000,77.00000,-19.00000,-3202.00000,927.00000,,927.00000,-11.00000,-11.00000,-460.00000,-5.00000,451.00000,-1088.00000,45.00000,-460.00000
2014-12-31,3046.00000,2993.00000,-455.00000,2538.00000,119.00000,-11.00000,-172.00000,-97.00000,5487.00000,-1400.00000,-21.00000,61.00000,61.00000,-386.00000,-1746.00000,-68.00000,,-68.00000,-1000.00000,-1000.00000,-543.00000,18.00000,-1593.00000,2134.00000,52.00000,-543.00000
2013-12-31,1753.00000,2596.00000,787.00000,3383.00000,217.00000,-19.00000,144.00000,134.00000,5270.00000,-3993.00000,-74.00000,61.00000,61.00000,-515.00000,-4521.00000,-182.00000,-65.00000,-247.00000,-500.00000,-500.00000,-508.00000,93.00000,-1162.00000,-420.00000,,-508.00000
2012-12-31,1582.00000,2008.00000,1095.00000,3103.00000,-481.00000,-24.00000,-61.00000,-668.00000,4017.00000,-3894.00000,-1033.00000,57.00000,57.00000,-569.00000,-5439.00000,1852.00000,200.00000,2052.00000,,,-480.00000,28.00000,1600.00000,191.00000,,-480.00000
2011-12-31,2946.00000,2263.00000,552.00000,2815.00000,9.00000,33.00000,232.00000,763.00000,6524.00000,-2468.00000,-4470.00000,59.00000,59.00000,-788.00000,-7667.00000,-2877.00000,,-2877.00000,-300.00000,-300.00000,-567.00000,1449.00000,-2295.00000,-3458.00000,,-567.00000
2010-12-31,2568.00000,2056.00000,555.00000,2611.00000,-409.00000,-71.00000,153.00000,691.00000,5870.00000,-2168.00000,,58.00000,58.00000,-511.00000,-2621.00000,-653.00000,,-653.00000,,,-704.00000,2.00000,-1355.00000,1894.00000,,-704.00000
2009-12-31,1463.00000,1934.00000,1826.00000,3760.00000,-188.00000,-104.00000,29.00000,45.00000,5268.00000,-2537.00000,,59.00000,59.00000,-2760.00000,-5238.00000,1423.00000,,1423.00000,4.00000,4.00000,-679.00000,-24.00000,724.00000,772.00000,,-679.00000
