,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,143.31300,1772.15600,1067.01500,2839.17100,-111.97400,,,-609.31300,-738.44400,2244.04000,-615.65200,-65.67200,33.04600,33.04600,-27.25900,-675.53700,1917.15800,285.64400,2202.80200,-2915.78100,-2915.78100,-273.95500,-389.76700,-1376.70100,92.58300,163.26100,-273.95500
2021-12-31,987.86400,1784.71200,176.43200,1961.14400,-165.54300,,,-135.42500,-168.18300,2780.82500,-493.21600,-1811.43200,,,10.82200,-2293.82600,2230.89900,149.52800,2380.42700,-2574.73300,-2574.73300,-259.72600,48.66700,-405.36500,33.25200,180.77900,-259.72600
2020-12-31,605.10000,1692.58700,105.91000,1798.49700,55.98600,,,-145.11300,-89.44700,2314.15000,-436.23600,-160.80100,,,158.69500,-438.34200,59.07500,-133.28200,-74.20710,-1204.44500,-1204.44500,-233.21600,-34.27400,-1546.14200,411.49800,148.79200,-233.21600
2019-12-31,469.27600,944.42100,133.55500,1077.97600,-115.52800,,,54.64500,-155.97400,1391.27800,-307.86800,-644.62200,,,35.40400,-917.08600,719.21390,-236.47300,482.74080,-349.44600,-349.44600,-63.49800,-98.47100,-28.67400,467.39500,89.63400,-63.49800
2018-12-31,484.66700,574.35400,91.58700,665.94100,-33.38600,,,-77.32200,-44.52600,1106.08200,-213.29000,-1259.69200,,,-3.30500,-1476.28700,469.90010,70.78300,540.68320,-225.39000,-225.39000,-6.33200,-22.03100,286.93000,-124.97700,57.82600,-6.33200
2017-12-31,494.07000,496.24900,-119.06200,377.18700,-14.09600,,,-491.10000,-358.86900,512.38800,-144.34000,-562.68800,,,-28.99700,-736.02500,212.78300,221.53200,434.31490,-56.45700,-56.45700,-6.73200,-18.82100,352.30500,173.07600,39.09500,-6.73200
2016-12-31,290.21700,189.65700,55.21900,244.87600,-14.54200,,,153.84500,57.79700,592.89000,-91.59100,-2034.40600,,,-1.25100,-2127.24800,2386.62200,-206.00900,2180.61300,-130.88600,-130.88600,-5.43900,-86.69000,1957.59800,393.98900,30.80900,-5.43900
2016-05-31,290.21700,189.65700,55.21900,244.87600,-14.54200,,,153.84500,57.79700,592.89000,-91.59100,-2034.40600,,,-1.25100,-2127.24800,2386.62200,-206.00900,2180.61300,-130.88600,-130.88600,-5.43900,-86.69000,1957.59800,393.98900,30.80900,-5.43900
2015-05-31,309.11500,137.50500,124.89000,262.39500,1.24800,,,-73.36800,-141.63300,429.87700,-81.95300,-355.97100,,,-2.99700,-440.92100,347.93510,198.88400,546.81910,-365.52700,-365.52700,-5.34000,-39.75300,136.19900,68.86700,21.05600,-5.34000
2014-05-31,269.95200,122.06900,47.08400,169.15300,-18.53900,,,-229.21200,-245.00700,194.09800,-81.41100,-426.52400,,,6.26500,-501.67000,429.40310,252.66700,682.07010,-421.26100,-421.26100,-5.75700,-36.15600,218.89600,-98.59800,29.79300,-5.75700
2013-05-31,238.71300,111.78800,68.32000,180.10800,-5.45800,-1.18700,,-138.84300,-178.27500,240.54600,-98.59000,-434.01600,1.22700,1.22700,2.81200,-528.56700,652.97800,-27.93000,625.04800,-174.99800,-174.99800,-6.19800,-260.33000,183.52200,-100.80500,18.42700,-6.19800
2012-05-31,217.56600,99.09900,16.53500,115.63400,-16.42200,-2.39400,,-578.34300,-506.67500,-173.47500,-109.87600,-44.27400,1.15200,1.15200,2.56500,-150.43300,-37.86100,-55.35400,-93.21500,-93.01900,-93.01900,-6.31100,-25.64100,-218.18600,-573.01000,16.39100,-6.31100
2011-05-31,228.15600,82.23700,52.64200,134.87900,-34.72300,1.97900,,289.00700,346.73700,709.77200,-98.53700,-170.54500,,,2.06200,-267.02000,-74.90000,191.55800,116.65800,3.46400,3.46400,-6.38800,0.38900,114.12300,584.33900,15.88500,-6.38800
2010-05-31,219.10900,68.66700,72.57200,141.23900,-11.68900,-4.72700,-6.10700,112.31600,105.41300,465.76100,-56.05400,30.71800,0.31100,0.31100,-0.17900,-25.20400,230.53900,69.01300,299.55200,-67.83200,-67.83200,-6.49700,-320.97300,-95.75000,343.01100,18.07200,-6.49700
2009-05-31,74.17800,66.28800,197.32200,263.61000,-25.07700,-1.65300,3.06700,47.93700,45.18300,382.97100,-40.94000,-525.20500,6.88800,6.88800,,-559.25700,183.26600,8.64700,191.91300,9.05000,9.05000,-6.41700,-33.06100,161.48500,-29.12500,14.57000,-6.41700
