,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,469.00000,265.00000,245.00000,510.00000,-161.00000,-234.00000,,-108.00000,-246.00000,733.00000,-135.00000,,,,,-135.00000,-69.00000,-5.00000,-74.00000,-384.00000,-384.00000,-44.00000,-24.00000,-526.00000,70.00000,54.00000,-44.00000
2021-12-31,258.00000,270.00000,362.00000,632.00000,-337.00000,60.00000,,-121.00000,-441.00000,449.00000,-167.00000,,6.00000,6.00000,268.00000,107.00000,-838.00000,-9.00000,-847.00000,-408.00000,-408.00000,-19.00000,-170.00000,-1444.00000,-889.00000,41.00000,-19.00000
2020-12-31,261.00000,338.00000,329.00000,667.00000,-238.00000,74.00000,,-255.00000,-919.00000,9.00000,-153.00000,,,,424.00000,271.00000,357.00000,-15.00000,342.00000,-40.00000,-40.00000,-11.00000,-660.00000,-369.00000,-92.00000,45.00000,-11.00000
2019-12-31,470.00000,536.00000,796.00000,1332.00000,-977.00000,-3.00000,-1.00000,-316.00000,-1341.00000,461.00000,-538.00000,,73.00000,73.00000,993.00000,528.00000,-406.00000,2.00000,-404.00000,-1094.00000,-1094.00000,-57.00000,-13.00000,-1568.00000,-579.00000,60.00000,-57.00000
2018-12-31,642.00000,576.00000,305.00000,881.00000,-1142.00000,-74.00000,339.00000,-343.00000,-1306.00000,217.00000,-459.00000,,9.00000,9.00000,1015.00000,565.00000,-503.00000,-7.00000,-510.00000,16.00000,16.00000,-119.00000,-36.00000,-649.00000,129.00000,50.00000,-119.00000
2017-12-31,-74.00000,1270.00000,482.00000,1752.00000,-915.00000,-192.00000,62.00000,-533.00000,-1717.00000,-39.00000,-605.00000,,890.00000,890.00000,1035.00000,1320.00000,-818.00000,-2.00000,-820.00000,50.00000,50.00000,-176.00000,-69.00000,-1015.00000,275.00000,67.00000,-176.00000
2016-12-31,-878.00000,1132.00000,1721.00000,2853.00000,-1016.00000,-29.00000,232.00000,-766.00000,-1880.00000,95.00000,-433.00000,10.00000,280.00000,280.00000,734.00000,591.00000,-772.00000,-3.00000,-775.00000,4.00000,4.00000,-454.00000,468.00000,-757.00000,-79.00000,86.00000,-454.00000
2015-12-31,-197.00000,1305.00000,1849.00000,3154.00000,212.00000,-64.00000,-90.00000,-1021.00000,-1375.00000,1582.00000,-1068.00000,97.00000,-94.00000,-94.00000,5.00000,-1060.00000,-129.00000,-16.00000,-145.00000,25.00000,25.00000,-329.00000,8.00000,-441.00000,42.00000,92.00000,-329.00000
2014-12-31,177.00000,1372.00000,1757.00000,3129.00000,-312.00000,-355.00000,256.00000,-777.00000,-1632.00000,1674.00000,-966.00000,-2385.00000,-138.00000,-138.00000,29.00000,-3460.00000,1155.00000,-2.00000,1153.00000,150.00000,1361.00000,-281.00000,17.00000,2250.00000,440.00000,87.00000,-281.00000
2013-12-31,-2244.00000,3153.00000,1618.00000,4771.00000,-141.00000,25.00000,326.00000,-698.00000,-949.00000,1578.00000,-1180.00000,,-293.00000,-293.00000,183.00000,-1290.00000,-465.00000,5.00000,-460.00000,13.00000,13.00000,-241.00000,9.00000,-679.00000,-424.00000,71.00000,-241.00000
2012-12-31,162.00000,1462.00000,-120.00000,1342.00000,104.00000,96.00000,,-44.00000,-7.00000,1497.00000,-646.00000,,-269.00000,-269.00000,156.00000,-759.00000,-517.00000,-234.00000,-751.00000,12.00000,12.00000,-226.00000,167.00000,-798.00000,-78.00000,67.00000,-226.00000
2011-12-31,805.00000,1481.00000,156.00000,1637.00000,-115.00000,-339.00000,,-288.00000,-249.00000,2193.00000,-1249.00000,-240.00000,-320.00000,-320.00000,-43.00000,-1852.00000,62.00000,193.00000,255.00000,37.00000,37.00000,-388.00000,158.00000,62.00000,396.00000,83.00000,-388.00000
2010-12-31,392.00000,1451.00000,138.00000,1589.00000,-102.00000,-217.00000,,7.00000,280.00000,2261.00000,-1011.00000,-72.00000,-211.00000,-211.00000,22.00000,-1272.00000,-631.00000,-44.00000,-675.00000,13.00000,13.00000,-381.00000,91.00000,-952.00000,62.00000,84.00000,-381.00000
2009-12-31,-1090.00000,1311.00000,32.00000,1343.00000,685.00000,1268.00000,,34.00000,1112.00000,1365.00000,-1687.00000,112.00000,850.00000,850.00000,4.00000,-721.00000,893.00000,-1827.00000,-934.00000,876.00000,876.00000,-368.00000,463.00000,37.00000,719.00000,87.00000,-368.00000
