,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,11179.00000,3998.00000,1924.00000,5922.00000,14664.00000,6157.00000,-4897.00000,-39422.00000,-23498.00000,-6397.00000,-3078.00000,,15445.00000,15445.00000,-23999.00000,-11632.00000,37562.00000,,37562.00000,-10871.00000,-9877.00000,-5401.00000,430.00000,22714.00000,402.00000,1875.00000,-5401.00000
2021-12-31,15120.00000,4216.00000,1946.00000,6162.00000,774.00000,-4918.00000,7758.00000,9075.00000,12689.00000,33971.00000,-2308.00000,-2648.00000,-8003.00000,-8003.00000,-36938.00000,-49897.00000,20149.00000,,20149.00000,-12075.00000,-10800.00000,-4171.00000,36369.00000,41547.00000,22071.00000,2085.00000,-4171.00000
2020-12-31,11179.00000,3769.00000,2097.00000,5866.00000,-29774.00000,-38240.00000,10187.00000,15551.00000,-42276.00000,-25231.00000,-1444.00000,3807.00000,-21510.00000,-21510.00000,-18751.00000,-37898.00000,10242.00000,,10242.00000,-1890.00000,-1890.00000,-2739.00000,78171.00000,83784.00000,23483.00000,1312.00000,-2739.00000
2019-12-31,9237.00000,2643.00000,1284.00000,3927.00000,233.00000,7434.00000,19942.00000,,27609.00000,40773.00000,-1826.00000,,-13423.00000,-13423.00000,-18312.00000,-33561.00000,-9943.00000,,-9943.00000,-5954.00000,-5457.00000,-2627.00000,6061.00000,-11966.00000,-5025.00000,1153.00000,-2627.00000
2018-12-31,8883.00000,1844.00000,1553.00000,3397.00000,-728.00000,8816.00000,-13063.00000,,-4975.00000,7305.00000,-1865.00000,,-11924.00000,-11924.00000,-9092.00000,-22881.00000,5278.00000,,5278.00000,-5566.00000,-5566.00000,-2375.00000,26868.00000,24205.00000,6801.00000,920.00000,-2375.00000
2017-12-31,6216.00000,1753.00000,3955.00000,5708.00000,-9315.00000,-9121.00000,2007.00000,,-16429.00000,-4505.00000,-1629.00000,,1614.00000,1614.00000,-12376.00000,-12391.00000,19591.00000,,19591.00000,-4292.00000,-3298.00000,-2085.00000,2053.00000,16261.00000,3035.00000,1026.00000,-2085.00000
2016-12-31,6123.00000,1736.00000,2757.00000,4493.00000,-371.00000,-6775.00000,1913.00000,,-5233.00000,5383.00000,-1276.00000,,-8828.00000,-8828.00000,-9404.00000,-19508.00000,12030.00000,,12030.00000,-3933.00000,-3933.00000,-1746.00000,1012.00000,7363.00000,-8192.00000,1136.00000,-1746.00000
2015-12-31,6279.00000,1433.00000,2609.00000,4042.00000,-434.00000,-18983.00000,4633.00000,,-14784.00000,-4463.00000,-1373.00000,998.00000,-3702.00000,-3702.00000,-15918.00000,-19995.00000,6805.00000,,6805.00000,-2773.00000,-1280.00000,-1455.00000,20084.00000,24154.00000,-2039.00000,1104.00000,-1455.00000
2014-12-31,3667.00000,1161.00000,895.00000,2056.00000,2204.00000,-34812.00000,27971.00000,,-4637.00000,1086.00000,-992.00000,989.00000,-14992.00000,-14992.00000,-20329.00000,-35324.00000,3637.00000,119.00000,3756.00000,-1458.00000,1324.00000,-904.00000,18967.00000,23143.00000,-12899.00000,1260.00000,-904.00000
2013-12-31,3613.00000,1511.00000,1017.00000,2528.00000,6774.00000,-4603.00000,26697.00000,,28868.00000,35009.00000,-1316.00000,1147.00000,-14375.00000,-14375.00000,-9917.00000,-24461.00000,-10803.00000,4.00000,-10799.00000,-691.00000,1005.00000,-475.00000,12902.00000,2633.00000,12979.00000,1180.00000,-475.00000
2012-12-31,716.00000,1581.00000,548.00000,2129.00000,-10030.00000,33296.00000,-1283.00000,,21983.00000,24759.00000,-1312.00000,1725.00000,-9341.00000,-9341.00000,-3697.00000,-12625.00000,-19446.00000,-705.00000,-20151.00000,-227.00000,-227.00000,-469.00000,8950.00000,-11897.00000,-408.00000,891.00000,-469.00000
2011-12-31,4645.00000,1404.00000,2456.00000,3860.00000,5899.00000,7963.00000,-6985.00000,,6877.00000,15382.00000,-1304.00000,,-603.00000,-603.00000,-8827.00000,-10734.00000,-6507.00000,-413.00000,-6920.00000,-317.00000,-317.00000,-834.00000,2923.00000,-5148.00000,-303.00000,1300.00000,-834.00000
2010-12-31,5702.00000,1419.00000,1116.00000,2535.00000,-6492.00000,38172.00000,697.00000,,32377.00000,40614.00000,-1201.00000,-202.00000,-28001.00000,-28001.00000,-60.00000,-29464.00000,-1257.00000,878.00000,-379.00000,5264.00000,5264.00000,-1156.00000,434.00000,4163.00000,15624.00000,1260.00000,-1156.00000
2009-12-31,1406.00000,1224.00000,108.00000,1332.00000,-2445.00000,-47013.00000,769.00000,,-48689.00000,-45951.00000,-2877.00000,-1595.00000,,,,-4472.00000,10785.00000,-7724.00000,3061.00000,6205.00000,6205.00000,-12682.00000,6440.00000,3024.00000,-46679.00000,1265.00000,-1732.00000
