,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,413.90000,219.00000,324.40000,543.40000,-5.30000,-92.80000,-25.10000,-68.90000,885.20000,-178.80000,-546.80000,,,,-3.00000,-728.60000,298.80000,-178.90000,119.90000,26.20000,26.20000,-255.00000,-12.00000,-120.90000,29.70000,32.30000,-255.00000
2021-12-31,827.50000,219.10000,58.90000,278.00000,2.40000,-29.10000,-120.10000,-115.30000,993.80000,-118.80000,-556.00000,,,,-7.20000,-682.00000,499.20000,-98.50000,400.70000,-401.30000,-401.30000,-247.50000,-4.00000,-252.10000,57.50000,23.70000,-247.50000
2020-12-31,785.90000,189.70000,46.80000,236.50000,-13.40000,-61.90000,-139.30000,-34.40000,990.30000,-91.90000,-512.70000,,,,-3.50000,-608.10000,,99.00000,99.00000,-207.00000,-207.00000,-237.30000,-14.80000,-360.10000,27.40000,21.50000,-237.30000
2019-12-31,615.90000,176.40000,38.90000,215.30000,-9.20000,-33.80000,0.00000,33.20000,864.50000,-73.70000,-475.00000,,,,-4.80000,-553.50000,-300.00000,251.00000,-49.00000,-197.20000,-197.20000,-224.10000,-2.60000,-472.90000,-161.00000,20.80000,-224.10000
2018-12-31,568.60000,141.10000,38.90000,180.00000,-3.40000,-55.10000,23.70000,14.00000,763.60000,-60.40000,-49.80000,,,,-1.90000,-112.10000,,-268.80000,-268.80000,-123.40000,-123.40000,-213.30000,-3.50000,-609.00000,37.80000,23.30000,-213.30000
2017-12-31,743.40000,125.40000,-186.40000,-61.00000,-9.70000,-25.20000,16.60000,0.80000,681.50000,-45.00000,-1260.00000,,,,1.60000,-1303.40000,1421.30000,-155.80000,1265.50000,-357.90000,-357.90000,-190.40000,-18.30000,698.90000,91.10000,18.10000,-190.40000
2016-12-31,459.00000,107.60000,46.30000,153.90000,-12.70000,19.20000,-45.60000,44.20000,655.30000,-49.80000,-305.30000,,,,0.50000,-354.60000,,68.90000,68.90000,-349.50000,-349.50000,-183.00000,24.00000,-439.60000,-142.20000,16.00000,-183.00000
2015-12-31,410.40000,101.00000,59.70000,160.70000,33.50000,-38.50000,-17.20000,29.30000,606.10000,-61.80000,-74.90000,,,,-4.50000,-141.20000,-250.00000,211.70000,-38.30000,-334.60000,-334.60000,-175.30000,13.20000,-535.00000,-93.00000,16.10000,-175.30000
2014-12-31,413.90000,91.20000,37.00000,128.20000,-1.80000,1.80000,-24.90000,-5.00000,540.30000,-70.50000,-215.70000,,,,-2.20000,-288.40000,299.80000,-6.70000,293.10000,-446.10000,-446.10000,-167.50000,13.90000,-306.60000,-73.90000,17.00000,-167.50000
2013-12-31,394.40000,90.50000,41.40000,131.90000,-31.20000,-7.30000,-34.80000,-29.20000,499.60000,-67.10000,,,,,-10.00000,-77.10000,,-99.40000,-99.40000,-28.10000,-28.10000,-155.20000,22.90000,-259.80000,153.90000,17.00000,-155.20000
2012-12-31,349.80000,85.00000,29.10000,114.10000,-9.00000,-1.10000,-18.50000,60.80000,523.60000,-74.50000,-652.30000,,-13.70000,-13.70000,-0.80000,-741.30000,399.60000,251.30000,650.90000,-222.40000,-222.40000,-134.50000,11.20000,305.20000,91.60000,12.40000,-134.50000
2011-12-31,309.60000,77.10000,74.00000,151.10000,-35.30000,-9.00000,-25.30000,-23.10000,437.80000,-76.60000,-69.10000,,-3.20000,-3.20000,1.10000,-147.80000,,-87.40000,-87.40000,-53.10000,-53.10000,-97.40000,11.40000,-226.50000,62.20000,11.00000,-97.40000
2010-12-31,270.70000,71.60000,62.80000,134.40000,-12.70000,24.10000,-2.20000,24.30000,428.50000,-55.60000,-126.00000,1.80000,,1.80000,-0.60000,-180.40000,-531.70000,55.10000,-476.60000,15.90000,15.90000,-44.00000,1.00000,-503.70000,-257.90000,11.80000,-44.00000
2009-12-31,243.50000,85.40000,45.30000,130.70000,6.20000,-10.50000,4.60000,30.40000,400.90000,-105.30000,-0.70000,1.30000,,1.30000,0.60000,-104.10000,-71.50000,30.90000,-40.60000,9.60000,9.60000,-32.30000,5.00000,-58.30000,249.10000,12.70000,-32.30000
