,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-09-30,949.20000,1488.60000,118.60000,1607.20000,-161.50000,-310.40000,79.10000,-536.00000,2020.40000,-834.40000,-7.00000,,,,65.40000,-776.00000,-484.20010,,-484.20010,-595.00000,-595.00000,-259.50000,57.40000,-1281.30000,-30.70000,93.30000,-259.50000
2021-09-30,842.50000,1460.00000,2.10000,1462.10000,-428.90000,-200.00000,-379.60000,-24.70000,2279.90000,-809.20000,,88.00000,,88.00000,45.20000,-676.00000,-1264.40000,,-1264.40000,-104.20000,-104.20000,-233.80000,22.00000,-1580.40000,39.80000,88.60000,-233.80000
2020-09-30,-686.10000,2820.20000,102.30000,2922.50000,30.50000,21.80000,-202.40000,-165.70000,2070.70000,-943.10000,,,,,21.60000,-921.50000,-254.39990,,-254.39990,22.20000,22.20000,-344.50000,-444.40000,-1021.10000,99.50000,130.30000,-344.50000
2019-09-30,867.90000,1511.20000,-20.90000,1490.30000,272.90000,-110.50000,-124.60000,-48.00000,2310.20000,-1250.00000,-3374.20000,,,,44.60000,-4579.60000,1923.20000,339.20000,2262.40000,-70.30000,-70.30000,-467.90000,56.00000,1780.20000,-485.20000,64.20000,-467.90000
2018-09-30,1909.30000,1252.20000,-842.00000,410.20000,-580.10000,-72.10000,-67.70000,-388.29990,1931.20000,-976.60000,-239.90000,,-114.30000,-114.30000,515.70000,-815.10000,149.80000,,149.80000,-168.50000,-168.50000,-474.20000,-262.20000,-755.10000,332.80000,66.80000,-474.20000
2017-09-30,698.60000,1112.10000,9.50000,1121.60000,-520.10000,-48.20000,-44.70000,-356.40000,1463.80000,-726.00000,-582.60000,,-2.50000,-2.50000,442.40000,-868.70000,-169.09990,,-169.09990,-57.20000,-57.20000,-450.20000,21.10000,-655.40000,-62.40000,58.00000,-450.20000
2016-09-30,-389.90000,1141.90000,971.20000,2113.10000,36.60000,50.60000,-92.70000,-34.80000,1688.40000,-765.50000,-412.90000,,-179.90000,-179.90000,6.90000,-1351.40000,564.00000,,564.00000,-323.50000,-323.50000,-414.20000,-57.30000,-231.00000,112.60000,75.70000,-414.20000
2015-09-30,511.80000,740.80000,93.90000,834.70010,106.10000,-27.20000,-10.00000,-142.90000,1203.60000,-556.70000,269.40000,,,,4.60000,-282.70000,540.70000,,540.70000,-1023.80000,-1023.80000,-249.20000,14.30000,-718.00000,195.70000,49.20000,-249.20000
2014-12-31,281.00000,370.00000,-177.00000,193.00000,,,-92.00000,-92.00000,382.00000,-295.00000,,,,,35.00000,-260.00000,-24.00000,9.00000,-15.00000,-343.00000,-343.00000,-344.00000,-6.00000,-708.00000,-603.00000,,-344.00000
2014-09-30,483.80000,584.50000,116.70000,701.20000,67.30000,-80.50000,-1.90000,-33.20000,1151.80000,-511.80000,-467.60000,,,,12.00000,-967.40000,146.60000,,146.60000,-247.30000,-247.30000,-103.60000,16.20000,-188.10000,-3.80000,42.60000,-103.60000
2013-12-31,838.00000,390.00000,-709.00000,-319.00000,,,-82.00000,-82.00000,437.00000,-454.00000,-2.00000,,,,45.00000,-411.00000,-285.00000,35.00000,-250.00000,-72.00000,-72.00000,-177.00000,892.00000,393.00000,394.00000,,-177.00000
2013-09-30,732.50000,552.20000,-161.90000,390.30000,-63.20000,-122.80000,-13.10000,-90.30000,1032.50000,-413.60000,-6.30000,,-0.10000,-0.10000,16.40000,-403.60000,-557.60000,,-557.60000,3.50000,3.50000,-80.20000,5.10000,-629.20000,-0.80000,46.50000,-80.20000
2012-12-31,208.00000,366.00000,42.00000,408.00000,,,-178.00000,-178.00000,438.00000,-625.00000,-101.00000,,,,-73.00000,-799.00000,30.00000,-4.00000,26.00000,61.00000,61.00000,-173.00000,464.00000,378.00000,7.00000,,-173.00000
2011-12-31,250.00000,361.00000,-33.00000,328.00000,,,-18.00000,-18.00000,560.00000,-596.00000,-70.00000,,,,23.00000,-643.00000,71.00000,32.00000,103.00000,38.00000,38.00000,-170.00000,3.00000,-26.00000,-134.00000,,-170.00000
2010-12-31,110.00000,360.00000,107.00000,467.00000,,,-31.00000,-31.00000,546.00000,-198.00000,-49.00000,,,,27.00000,-220.00000,-130.00000,-1.00000,-131.00000,-85.00000,-85.00000,-160.00000,-3.00000,-379.00000,-60.00000,,-160.00000
2009-12-31,225.00000,406.00000,70.00000,476.00000,,,175.00000,175.00000,876.00000,-166.00000,-15.00000,,,,-28.00000,-209.00000,-185.00000,-56.00000,-241.00000,3.00000,3.00000,-157.00000,-10.00000,-405.00000,301.00000,,-157.00000
