,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,7209.00000,2222.00000,48.00000,2270.00000,-477.00000,-486.00000,5.00000,-78.00000,-960.00000,8519.00000,-1143.00000,-637.00000,-505.00000,-505.00000,51.00000,-2234.00000,-965.00000,-723.00000,-1688.00000,31.00000,31.00000,-818.00000,-95.00000,-2570.00000,3409.00000,336.00000,-818.00000
2021-12-31,6433.00000,2227.00000,127.00000,2354.00000,-611.00000,-502.00000,549.00000,-4.00000,-429.00000,8358.00000,-1281.00000,-10961.00000,-782.00000,-782.00000,37.00000,-12987.00000,-1186.00000,3249.00000,2063.00000,86.00000,86.00000,-742.00000,-112.00000,1295.00000,-3449.00000,218.00000,-742.00000
2020-12-31,3646.00000,2232.00000,269.00000,2501.00000,-264.00000,-123.00000,227.00000,102.00000,61.00000,6208.00000,-789.00000,-20971.00000,497.00000,497.00000,24.00000,-21239.00000,-5933.00000,4033.00000,-1900.00000,1882.00000,3550.00000,-615.00000,-29.00000,1006.00000,-13877.00000,187.00000,-615.00000
2019-12-31,3008.00000,1189.00000,-530.00000,659.00000,-157.00000,-22.00000,18.00000,48.00000,285.00000,3952.00000,-623.00000,-331.00000,-241.00000,-241.00000,-43.00000,-1238.00000,10548.00000,2802.00000,13350.00000,2216.00000,3816.00000,-527.00000,-274.00000,16365.00000,19124.00000,159.00000,-527.00000
2018-12-31,2651.00000,1178.00000,19.00000,1197.00000,-55.00000,-134.00000,229.00000,78.00000,174.00000,4022.00000,-578.00000,-2173.00000,-124.00000,-124.00000,-74.00000,-2949.00000,66.00000,-508.00000,-442.00000,96.00000,96.00000,-433.00000,-18.00000,-797.00000,158.00000,138.00000,-433.00000
2017-12-31,2492.10000,1116.90000,-289.20000,827.69990,-142.50000,3.10000,-53.90000,-12.90000,158.00000,3477.80000,-538.20000,-385.80000,137.90000,137.90000,-57.30000,-843.40000,-3778.50000,1113.70000,-2664.80000,4.40000,4.40000,-378.30000,-59.80000,-3098.50000,-333.40000,127.10000,-378.30000
2016-12-31,2553.70000,1128.10000,-252.70000,875.40000,-183.10000,9.40000,78.10000,-62.40000,92.70000,3521.80000,-579.80000,-4615.30000,,,-47.90000,-5243.00000,2218.10000,760.29980,2978.40000,164.50000,164.50000,-399.80000,-700.40000,2042.70000,172.90000,129.80000,-399.80000
2015-12-31,3357.40000,880.80000,-730.30000,150.50000,0.80000,146.50000,50.30000,-68.90000,293.90000,3801.80000,-452.50000,-14204.80000,-87.10000,-87.10000,-206.60000,-14951.00000,5647.40000,3511.20000,9158.60000,249.00000,249.00000,-354.10000,-3.30000,9050.20000,-2214.80000,103.80000,-354.10000
2014-12-31,2598.40000,718.10000,291.50000,1009.60000,-42.70000,68.80000,79.70000,-144.80000,150.40000,3758.40000,-465.40000,-2672.30000,,,-306.60000,-3444.30000,,-102.50000,-102.50000,132.90000,132.90000,-227.70000,-20.90000,-218.20000,-109.60000,84.70000,-227.70000
2013-12-31,2695.00000,850.60000,34.70000,885.30000,-35.20000,43.50000,175.30000,-112.90000,5.00000,3585.30000,-538.10000,76.10000,,,-90.50000,-552.50000,-967.80000,-763.30000,-1731.10000,177.40000,177.40000,-52.10000,,-1605.80000,1436.50000,109.60000,-52.10000
2012-12-31,2392.20000,839.80000,89.40000,929.20000,-79.70000,69.80000,57.00000,-100.30000,93.60000,3415.00000,-458.30000,-1796.80000,,,367.50000,-1887.60000,-61.50000,195.90000,134.40000,-436.40000,-436.40000,-86.40000,,-388.40000,1141.70000,109.90000,-86.40000
2011-12-31,2172.30000,635.00000,5.80000,640.80000,-135.30000,162.00000,36.60000,-111.00000,-186.80000,2626.30000,-334.50000,-6210.80000,,,698.00000,-5847.30000,183.40000,854.00000,1037.40000,1112.50000,1112.50000,-61.30000,,2088.60000,-1096.00000,95.60000,-61.30000
2010-12-31,1793.00000,388.30000,-197.20000,191.10000,-250.90000,-161.70000,217.20000,67.50000,100.30000,2084.40000,-189.50000,-2129.70000,56.50000,56.50000,-26.20000,-2288.90000,-9.40000,,-9.40000,178.40000,178.40000,-52.20000,,116.80000,-88.90000,88.10000,-52.20000
2009-12-31,1151.70400,331.79200,-140.27300,191.51900,103.31100,197.57200,-86.58100,137.02600,457.61100,1800.83400,-170.42300,-693.71600,,,-78.80200,-942.94100,720.42700,-445.71100,274.71600,174.23300,174.23300,-41.71700,,407.23200,1329.06600,87.35000,-41.71700
