,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,203.00000,1069.10000,-39.80000,1029.30000,339.60000,-139.50000,-780.80000,-859.40000,372.90000,-174.20000,,,-146.30000,-146.30000,7.50000,-313.00000,-202.20000,141.70000,-60.50000,-125.00000,-125.00000,-385.30000,17.50000,-553.30000,-506.10000,83.40000,-385.30000
2021-12-31,435.30000,908.70000,276.70000,1185.40000,-159.50000,-173.90000,-782.60000,-802.79990,817.90000,-132.70000,378.50000,,,,-3.80000,242.00000,-1076.10000,-5.60000,-1081.70000,,,-374.50000,-3.60000,-1459.80000,-430.50000,97.80000,-374.50000
2020-12-31,225.40000,723.50000,69.10000,792.60000,210.80000,62.80000,-364.60000,-41.70000,976.30000,-125.80000,,,-4412.90000,-4412.90000,38.50000,-4500.20000,837.10000,-8.60000,828.50000,,,-372.70000,-49.90000,405.90000,-3130.70000,49.70000,-372.70000
2019-12-31,520.50000,266.40000,69.80000,336.20000,-211.50000,-4.60000,-49.80000,-203.60000,653.10000,-133.60000,,,-8.80000,-8.80000,81.50000,-60.90000,2355.00000,-8.80000,2346.20000,913.80000,913.80000,-336.60000,-112.80000,2810.60000,3398.00000,28.00000,-336.60000
2018-12-31,220.43400,243.16700,111.19900,354.36600,180.11300,-37.21100,-179.13100,71.19700,645.99700,-140.42600,,,-155.45100,-155.45100,9.40000,-286.47700,,-142.35700,-142.35700,-250.05400,-250.05400,-309.25800,-35.43200,-737.10100,-398.86300,27.89200,-309.25800
2017-12-31,396.60700,207.63400,305.44100,513.07500,-50.37600,-25.30100,-29.16600,-185.30400,724.37800,-134.87700,,,,,3.39600,-131.48100,143.87800,-18.41900,125.45900,-151.31100,-151.31100,-276.97300,-9.34800,-312.17300,298.94900,56.03200,-276.97300
2016-12-31,533.15100,190.40100,77.80900,268.21000,-149.92300,-12.06500,-68.28300,15.95200,817.31300,-154.90000,,,-12.43600,-12.43600,28.94500,-138.39100,,8.97800,8.97800,-150.07500,-150.07500,-248.88100,14.48000,-375.49800,305.53500,61.62400,-248.88100
2015-12-31,446.87200,197.77600,15.29700,213.07300,-227.80800,-99.35300,69.99800,-88.57900,571.36600,-142.02200,,,,,38.37500,-103.64700,,-87.31000,-87.31000,-87.22400,-87.22400,-225.79700,34.95300,-365.37800,83.58300,53.88000,-225.79700
2014-12-31,413.31000,205.05200,26.39700,231.44900,-112.36600,-28.94400,-48.08100,-190.34800,454.41100,-113.38800,,,,,112.90300,-0.48500,134.98600,246.05400,381.04000,-459.56400,-459.56400,-216.85500,64.42300,-230.95600,210.71800,36.15200,-216.85500
2013-12-31,283.92800,228.67500,2.08900,230.76400,-86.61600,-37.51100,-129.52500,-113.56000,401.13200,-112.03100,,,-110.69800,-110.69800,4.98600,-217.74300,,-215.27300,-215.27300,-103.48800,-103.48800,-156.12900,133.88100,-341.00900,-167.25200,21.27200,-156.12900
2012-12-31,335.99900,192.08700,3.34800,195.43500,28.69000,22.54600,-25.51200,3.36200,534.79600,-112.09100,,,,,5.91900,-106.17200,,43.10600,43.10600,-98.00500,-98.00500,-225.46400,60.98400,-219.37900,208.01300,19.43400,-225.46400
2011-12-31,385.36700,196.26600,9.54200,205.80800,-108.84500,17.46300,-179.31300,-195.10600,396.06900,-99.40200,,,-11.58500,-11.58500,3.37200,-107.61500,,167.33900,167.33900,-423.00800,-423.00800,-154.02800,34.01200,-375.68500,-86.10800,12.46300,-154.02800
2010-12-31,397.75200,168.39900,58.56400,226.96300,71.17300,-151.63400,-46.74200,-256.73400,367.98100,-112.59700,,,,,8.40900,-104.18800,492.34200,-0.38100,491.96100,-639.56300,-639.56300,-133.04800,110.05500,-170.59500,91.75100,33.39200,-133.04800
2009-12-31,374.93000,180.96300,49.04800,230.01100,-422.56000,105.32900,-28.05300,-339.31800,265.62300,-104.12900,,-18.00000,-371.48200,-389.48200,-3.89800,-497.50900,421.30900,4.11400,425.42300,-88.11200,-88.11200,-111.45800,10.92600,236.77900,5.65500,29.91200,-111.45800
